Year,Units,Regions,Sex,Area,Age,GeoCode,Value
2014,Percent,Zhambyl,,,55-64,,7.2
2015,Percent,Zhambyl,,,55-64,,3.5
2016,Percent,Zhambyl,,,55-64,,2.8
2017,Percent,Zhambyl,,,55-64,,6.2
2018,Percent,Zhambyl,,,55-64,,7.0
2010,Percent,Karagandy,,,16-24,,5.9
2011,Percent,Karagandy,,,16-24,,5.0
2012,Percent,Karagandy,,,16-24,,4.8
2013,Percent,Karagandy,,,16-24,,5.2
2014,Percent,Karagandy,,,16-24,,5.1
2015,Percent,Karagandy,,,16-24,,6.4
2016,Percent,Karagandy,,,16-24,,6.0
2017,Percent,Karagandy,,,16-24,,5.8
2018,Percent,Karagandy,,,16-24,,5.7
2010,Percent,Karagandy,,,25-28,,9.9
2011,Percent,Karagandy,,,25-28,,7.7
2012,Percent,Karagandy,,,25-28,,5.4
2013,Percent,Karagandy,,,25-28,,3.6
2014,Percent,Karagandy,,,25-28,,3.6
2015,Percent,Karagandy,,,25-28,,4.4
2016,Percent,Karagandy,,,25-28,,4.4
2017,Percent,Karagandy,,,25-28,,4.2
2018,Percent,Karagandy,,,25-28,,4.2
2010,Percent,Karagandy,,,29-34,,5.5
2011,Percent,Karagandy,,,29-34,,5.2
2012,Percent,Karagandy,,,29-34,,6.2
2013,Percent,Karagandy,,,29-34,,8.3
2014,Percent,Karagandy,,,29-34,,6.9
2015,Percent,Karagandy,,,29-34,,7.0
2016,Percent,Karagandy,,,29-34,,5.0
2017,Percent,Karagandy,,,29-34,,4.5
2018,Percent,Karagandy,,,29-34,,3.7
2010,Percent,Karagandy,,,35-44,,4.8
2011,Percent,Karagandy,,,35-44,,4.4
2012,Percent,Karagandy,,,35-44,,5.6
2013,Percent,Karagandy,,,35-44,,5.1
2014,Percent,Karagandy,,,35-44,,4.8
2015,Percent,Karagandy,,,35-44,,4.4
2016,Percent,Karagandy,,,35-44,,4.1
2017,Percent,Karagandy,,,35-44,,4.6
2018,Percent,Karagandy,,,35-44,,3.8
2010,Percent,Karagandy,,,45-54,,4.6
2011,Percent,Karagandy,,,45-54,,6.0
2012,Percent,Karagandy,,,45-54,,5.6
2013,Percent,Karagandy,,,45-54,,4.0
2014,Percent,Karagandy,,,45-54,,4.8
2015,Percent,Karagandy,,,45-54,,5.7
2016,Percent,Karagandy,,,45-54,,6.2
2017,Percent,Karagandy,,,45-54,,4.5
2018,Percent,Karagandy,,,45-54,,4.8
2010,Percent,Karagandy,,,55-64,,4.2
2011,Percent,Karagandy,,,55-64,,3.6
2012,Percent,Karagandy,,,55-64,,2.1
2013,Percent,Karagandy,,,55-64,,3.1
2014,Percent,Karagandy,,,55-64,,3.3
2015,Percent,Karagandy,,,55-64,,3.9
2016,Percent,Karagandy,,,55-64,,4.6
2017,Percent,Karagandy,,,55-64,,6.1
2018,Percent,Karagandy,,,55-64,,7.4
2010,Percent,Kostanay,,,16-24,,5.3
2011,Percent,Kostanay,,,16-24,,5.0
2012,Percent,Kostanay,,,16-24,,5.2
2013,Percent,Kostanay,,,16-24,,4.6
2014,Percent,Kostanay,,,16-24,,3.8
2015,Percent,Kostanay,,,16-24,,3.3
2016,Percent,Kostanay,,,16-24,,3.3
2017,Percent,Kostanay,,,16-24,,3.1
2018,Percent,Kostanay,,,16-24,,3.0
2010,Percent,Kostanay,,,25-28,,13.3
2011,Percent,Kostanay,,,25-28,,11.0
2012,Percent,Kostanay,,,25-28,,7.3
2013,Percent,Kostanay,,,25-28,,2.8
2014,Percent,Kostanay,,,25-28,,3.5
2015,Percent,Kostanay,,,25-28,,3.4
2016,Percent,Kostanay,,,25-28,,3.2
2017,Percent,Kostanay,,,25-28,,2.9
2018,Percent,Kostanay,,,25-28,,3.2
2010,Percent,Kostanay,,,29-34,,5.1
2011,Percent,Kostanay,,,29-34,,6.7
2012,Percent,Kostanay,,,29-34,,5.7
2013,Percent,Kostanay,,,29-34,,6.5
2014,Percent,Kostanay,,,29-34,,10.0
2015,Percent,Kostanay,,,29-34,,9.3
2016,Percent,Kostanay,,,29-34,,10.8
2017,Percent,Kostanay,,,29-34,,10.3
2018,Percent,Kostanay,,,29-34,,10.0
2010,Percent,Kostanay,,,35-44,,3.6
2011,Percent,Kostanay,,,35-44,,4.7
2012,Percent,Kostanay,,,35-44,,6.8
2013,Percent,Kostanay,,,35-44,,5.8
2014,Percent,Kostanay,,,35-44,,5.2
2015,Percent,Kostanay,,,35-44,,5.3
2016,Percent,Kostanay,,,35-44,,5.9
2017,Percent,Kostanay,,,35-44,,5.5
2018,Percent,Kostanay,,,35-44,,6.0
2010,Percent,Kostanay,,,45-54,,4.4
2011,Percent,Kostanay,,,45-54,,4.1
2012,Percent,Kostanay,,,45-54,,4.5
2013,Percent,Kostanay,,,45-54,,6.2
2014,Percent,Kostanay,,,45-54,,3.6
2015,Percent,Kostanay,,,45-54,,4.2
2016,Percent,Kostanay,,,45-54,,3.5
2017,Percent,Kostanay,,,45-54,,2.5
2018,Percent,Kostanay,,,45-54,,2.7
2010,Percent,Kostanay,,,55-64,,8.4
2011,Percent,Kostanay,,,55-64,,3.5
2012,Percent,Kostanay,,,55-64,,2.5
2013,Percent,Kostanay,,,55-64,,3.3
2014,Percent,Kostanay,,,55-64,,2.5
2015,Percent,Kostanay,,,55-64,,3.8
2016,Percent,Kostanay,,,55-64,,1.7
2017,Percent,Kostanay,,,55-64,,2.1
2018,Percent,Kostanay,,,55-64,,1.7
2010,Percent,Kyzylorda,,,16-24,,6.5
2011,Percent,Kyzylorda,,,16-24,,6.8
2012,Percent,Kyzylorda,,,16-24,,6.9
2013,Percent,Kyzylorda,,,16-24,,6.7
2014,Percent,Kyzylorda,,,16-24,,5.8
2015,Percent,Kyzylorda,,,16-24,,5.6
2016,Percent,Kyzylorda,,,16-24,,5.5
2017,Percent,Kyzylorda,,,16-24,,5.3
2018,Percent,Kyzylorda,,,16-24,,4.5
2010,Percent,Kyzylorda,,,25-28,,8.6
2011,Percent,Kyzylorda,,,25-28,,6.4
2012,Percent,Kyzylorda,,,25-28,,5.9
2013,Percent,Kyzylorda,,,25-28,,6.8
2014,Percent,Kyzylorda,,,25-28,,3.9
2015,Percent,Kyzylorda,,,25-28,,3.2
2016,Percent,Kyzylorda,,,25-28,,4.0
2017,Percent,Kyzylorda,,,25-28,,3.0
2018,Percent,Kyzylorda,,,25-28,,3.8
2010,Percent,Kyzylorda,,,29-34,,4.1
2011,Percent,Kyzylorda,,,29-34,,4.9
2012,Percent,Kyzylorda,,,29-34,,5.5
2013,Percent,Kyzylorda,,,29-34,,4.6
2014,Percent,Kyzylorda,,,29-34,,7.3
2015,Percent,Kyzylorda,,,29-34,,8.5
2016,Percent,Kyzylorda,,,29-34,,8.3
2017,Percent,Kyzylorda,,,29-34,,8.9
2018,Percent,Kyzylorda,,,29-34,,5.7
2010,Percent,Kyzylorda,,,35-44,,4.0
2011,Percent,Kyzylorda,,,35-44,,5.2
2012,Percent,Kyzylorda,,,35-44,,4.9
2013,Percent,Kyzylorda,,,35-44,,4.6
2014,Percent,Kyzylorda,,,35-44,,5.0
2015,Percent,Kyzylorda,,,35-44,,4.9
2016,Percent,Kyzylorda,,,35-44,,4.7
2017,Percent,Kyzylorda,,,35-44,,4.5
2018,Percent,Kyzylorda,,,35-44,,4.8
2010,Percent,Kyzylorda,,,45-54,,6.1
2011,Percent,Kyzylorda,,,45-54,,4.3
2012,Percent,Kyzylorda,,,45-54,,3.9
2013,Percent,Kyzylorda,,,45-54,,4.5
2014,Percent,Kyzylorda,,,45-54,,3.6
2015,Percent,Kyzylorda,,,45-54,,3.4
2016,Percent,Kyzylorda,,,45-54,,3.4
2017,Percent,Kyzylorda,,,45-54,,2.9
2018,Percent,Kyzylorda,,,45-54,,5.4
2010,Percent,Kyzylorda,,,55-64,,10.8
2011,Percent,Kyzylorda,,,55-64,,7.3
2012,Percent,Kyzylorda,,,55-64,,7.2
2013,Percent,Kyzylorda,,,55-64,,3.9
2014,Percent,Kyzylorda,,,55-64,,2.6
2015,Percent,Kyzylorda,,,55-64,,3.4
2016,Percent,Kyzylorda,,,55-64,,2.5
2017,Percent,Kyzylorda,,,55-64,,3.0
2018,Percent,Kyzylorda,,,55-64,,3.2
2010,Percent,Mangistau,,,16-24,,7.0
2011,Percent,Mangistau,,,16-24,,6.2
2012,Percent,Mangistau,,,16-24,,4.3
2013,Percent,Mangistau,,,16-24,,7.9
2014,Percent,Mangistau,,,16-24,,6.4
2015,Percent,Mangistau,,,16-24,,5.4
2016,Percent,Mangistau,,,16-24,,5.2
2017,Percent,Mangistau,,,16-24,,4.0
2018,Percent,Mangistau,,,16-24,,3.2
2010,Percent,Mangistau,,,25-28,,11.7
2011,Percent,Mangistau,,,25-28,,9.2
2012,Percent,Mangistau,,,25-28,,4.8
2013,Percent,Mangistau,,,25-28,,7.1
2014,Percent,Mangistau,,,25-28,,4.9
2015,Percent,Mangistau,,,25-28,,3.1
2016,Percent,Mangistau,,,25-28,,3.9
2017,Percent,Mangistau,,,25-28,,3.6
2018,Percent,Mangistau,,,25-28,,2.7
2010,Percent,Mangistau,,,29-34,,2.7
2011,Percent,Mangistau,,,29-34,,6.1
2012,Percent,Mangistau,,,29-34,,9.5
2013,Percent,Mangistau,,,29-34,,4.1
2014,Percent,Mangistau,,,29-34,,9.4
2015,Percent,Mangistau,,,29-34,,6.7
2016,Percent,Mangistau,,,29-34,,7.1
2017,Percent,Mangistau,,,29-34,,5.7
2018,Percent,Mangistau,,,29-34,,6.6
2010,Percent,Mangistau,,,35-44,,3.9
2011,Percent,Mangistau,,,35-44,,4.0
2012,Percent,Mangistau,,,35-44,,4.5
2013,Percent,Mangistau,,,35-44,,3.4
2014,Percent,Mangistau,,,35-44,,2.5
2015,Percent,Mangistau,,,35-44,,5.2
2016,Percent,Mangistau,,,35-44,,4.2
2017,Percent,Mangistau,,,35-44,,5.8
2018,Percent,Mangistau,,,35-44,,6.1
2010,Percent,Mangistau,,,45-54,,10.4
2011,Percent,Mangistau,,,45-54,,5.3
2012,Percent,Mangistau,,,45-54,,4.5
2013,Percent,Mangistau,,,45-54,,6.7
2014,Percent,Mangistau,,,45-54,,2.3
2015,Percent,Mangistau,,,45-54,,4.4
2016,Percent,Mangistau,,,45-54,,4.9
2017,Percent,Mangistau,,,45-54,,4.7
2018,Percent,Mangistau,,,45-54,,3.7
2010,Percent,Mangistau,,,55-64,,8.4
2011,Percent,Mangistau,,,55-64,,7.4
2012,Percent,Mangistau,,,55-64,,4.4
2013,Percent,Mangistau,,,55-64,,7.1
2014,Percent,Mangistau,,,55-64,,5.1
2015,Percent,Mangistau,,,55-64,,5.4
2016,Percent,Mangistau,,,55-64,,2.9
2017,Percent,Mangistau,,,55-64,,2.8
2018,Percent,Mangistau,,,55-64,,3.2
2010,Percent,Ontustik Kazakhstan,,,16-24,,2.1
2011,Percent,Ontustik Kazakhstan,,,16-24,,1.8
2012,Percent,Ontustik Kazakhstan,,,16-24,,0.9
2013,Percent,Ontustik Kazakhstan,,,16-24,,1.0
2014,Percent,Ontustik Kazakhstan,,,16-24,,1.5
2015,Percent,Ontustik Kazakhstan,,,16-24,,3.1
2016,Percent,Ontustik Kazakhstan,,,16-24,,1.9
2017,Percent,Ontustik Kazakhstan,,,16-24,,3.5
2010,Percent,Ontustik Kazakhstan,,,25-28,,11.3
2011,Percent,Ontustik Kazakhstan,,,25-28,,9.3
2012,Percent,Ontustik Kazakhstan,,,25-28,,9.3
2013,Percent,Ontustik Kazakhstan,,,25-28,,5.4
2014,Percent,Ontustik Kazakhstan,,,25-28,,4.1
2015,Percent,Ontustik Kazakhstan,,,25-28,,5.2
2016,Percent,Ontustik Kazakhstan,,,25-28,,5.5
2017,Percent,Ontustik Kazakhstan,,,25-28,,4.7
2010,Percent,Ontustik Kazakhstan,,,29-34,,6.1
2011,Percent,Ontustik Kazakhstan,,,29-34,,9.8
2012,Percent,Ontustik Kazakhstan,,,29-34,,8.2
2013,Percent,Ontustik Kazakhstan,,,29-34,,10.4
2014,Percent,Ontustik Kazakhstan,,,29-34,,9.8
2015,Percent,Ontustik Kazakhstan,,,29-34,,8.6
2016,Percent,Ontustik Kazakhstan,,,29-34,,7.6
2017,Percent,Ontustik Kazakhstan,,,29-34,,7.0
2010,Percent,Ontustik Kazakhstan,,,35-44,,6.0
2011,Percent,Ontustik Kazakhstan,,,35-44,,4.7
2012,Percent,Ontustik Kazakhstan,,,35-44,,4.8
2013,Percent,Ontustik Kazakhstan,,,35-44,,4.6
2014,Percent,Ontustik Kazakhstan,,,35-44,,4.9
2015,Percent,Ontustik Kazakhstan,,,35-44,,4.8
2016,Percent,Ontustik Kazakhstan,,,35-44,,4.9
2017,Percent,Ontustik Kazakhstan,,,35-44,,4.7
2010,Percent,Ontustik Kazakhstan,,,45-54,,5.3
2011,Percent,Ontustik Kazakhstan,,,45-54,,4.0
2012,Percent,Ontustik Kazakhstan,,,45-54,,5.8
2013,Percent,Ontustik Kazakhstan,,,45-54,,4.8
2014,Percent,Ontustik Kazakhstan,,,45-54,,5.9
2015,Percent,Ontustik Kazakhstan,,,45-54,,4.6
2016,Percent,Ontustik Kazakhstan,,,45-54,,4.5
2017,Percent,Ontustik Kazakhstan,,,45-54,,3.8
2010,Percent,Ontustik Kazakhstan,,,55-64,,2.9
2011,Percent,Ontustik Kazakhstan,,,55-64,,3.6
2012,Percent,Ontustik Kazakhstan,,,55-64,,3.6
2013,Percent,Ontustik Kazakhstan,,,55-64,,5.1
2014,Percent,Ontustik Kazakhstan,,,55-64,,4.7
2015,Percent,Ontustik Kazakhstan,,,55-64,,4.7
2016,Percent,Ontustik Kazakhstan,,,55-64,,5.4
2017,Percent,Ontustik Kazakhstan,,,55-64,,8.8
2010,Percent,Pavlodar,,,15,,3.1
2010,Percent,Pavlodar,,,16-24,,5.5
2011,Percent,Pavlodar,,,16-24,,4.6
2012,Percent,Pavlodar,,,16-24,,4.1
2013,Percent,Pavlodar,,,16-24,,3.6
2014,Percent,Pavlodar,,,16-24,,2.3
2015,Percent,Pavlodar,,,16-24,,2.9
2016,Percent,Pavlodar,,,16-24,,2.7
2017,Percent,Pavlodar,,,16-24,,3.1
2018,Percent,Pavlodar,,,16-24,,3.2
2010,Percent,Pavlodar,,,25-28,,8.8
2011,Percent,Pavlodar,,,25-28,,9.0
2012,Percent,Pavlodar,,,25-28,,6.2
2013,Percent,Pavlodar,,,25-28,,7.6
2014,Percent,Pavlodar,,,25-28,,3.0
2015,Percent,Pavlodar,,,25-28,,3.7
2016,Percent,Pavlodar,,,25-28,,3.3
2017,Percent,Pavlodar,,,25-28,,3.4
2018,Percent,Pavlodar,,,25-28,,3.9
2010,Percent,Pavlodar,,,29-34,,4.3
2011,Percent,Pavlodar,,,29-34,,4.5
2012,Percent,Pavlodar,,,29-34,,2.9
2013,Percent,Pavlodar,,,29-34,,4.7
2014,Percent,Pavlodar,,,29-34,,6.7
2015,Percent,Pavlodar,,,29-34,,5.8
2016,Percent,Pavlodar,,,29-34,,6.2
2017,Percent,Pavlodar,,,29-34,,5.6
2018,Percent,Pavlodar,,,29-34,,6.2
2010,Percent,Pavlodar,,,35-44,,4.6
2011,Percent,Pavlodar,,,35-44,,4.0
2012,Percent,Pavlodar,,,35-44,,4.6
2013,Percent,Pavlodar,,,35-44,,4.4
2014,Percent,Pavlodar,,,35-44,,4.4
2015,Percent,Pavlodar,,,35-44,,5.3
2016,Percent,Pavlodar,,,35-44,,6.0
2017,Percent,Pavlodar,,,35-44,,4.1
2018,Percent,Pavlodar,,,35-44,,4.7
2010,Percent,Pavlodar,,,45-54,,6.4
2011,Percent,Pavlodar,,,45-54,,5.3
2012,Percent,Pavlodar,,,45-54,,5.4
2013,Percent,Pavlodar,,,45-54,,4.9
2014,Percent,Pavlodar,,,45-54,,5.5
2015,Percent,Pavlodar,,,45-54,,4.9
2016,Percent,Pavlodar,,,45-54,,4.5
2017,Percent,Pavlodar,,,45-54,,6.6
2018,Percent,Pavlodar,,,45-54,,4.5
2010,Percent,Pavlodar,,,55-64,,4.9
2011,Percent,Pavlodar,,,55-64,,5.5
2012,Percent,Pavlodar,,,55-64,,7.6
2013,Percent,Pavlodar,,,55-64,,5.5
2014,Percent,Pavlodar,,,55-64,,5.2
2015,Percent,Pavlodar,,,55-64,,6.0
2016,Percent,Pavlodar,,,55-64,,3.6
2017,Percent,Pavlodar,,,55-64,,3.9
2018,Percent,Pavlodar,,,55-64,,4.6
2010,Percent,Soltustik Kazakhstan,,,16-24,,5.9
2011,Percent,Soltustik Kazakhstan,,,16-24,,5.8
2012,Percent,Soltustik Kazakhstan,,,16-24,,4.3
2013,Percent,Soltustik Kazakhstan,,,16-24,,3.7
2014,Percent,Soltustik Kazakhstan,,,16-24,,5.0
2015,Percent,Soltustik Kazakhstan,,,16-24,,4.2
2016,Percent,Soltustik Kazakhstan,,,16-24,,4.9
2017,Percent,Soltustik Kazakhstan,,,16-24,,4.2
2018,Percent,Soltustik Kazakhstan,,,16-24,,4.0
2010,Percent,Soltustik Kazakhstan,,,25-28,,9.8
2011,Percent,Soltustik Kazakhstan,,,25-28,,9.0
2012,Percent,Soltustik Kazakhstan,,,25-28,,8.9
2013,Percent,Soltustik Kazakhstan,,,25-28,,12.1
2014,Percent,Soltustik Kazakhstan,,,25-28,,2.7
2015,Percent,Soltustik Kazakhstan,,,25-28,,2.0
2016,Percent,Soltustik Kazakhstan,,,25-28,,1.8
2017,Percent,Soltustik Kazakhstan,,,25-28,,1.4
2018,Percent,Soltustik Kazakhstan,,,25-28,,2.3
2010,Percent,Soltustik Kazakhstan,,,29-34,,7.6
2011,Percent,Soltustik Kazakhstan,,,29-34,,6.4
2012,Percent,Soltustik Kazakhstan,,,29-34,,3.9
2013,Percent,Soltustik Kazakhstan,,,29-34,,5.6
2014,Percent,Soltustik Kazakhstan,,,29-34,,8.8
2015,Percent,Soltustik Kazakhstan,,,29-34,,10.2
2016,Percent,Soltustik Kazakhstan,,,29-34,,10.8
2017,Percent,Soltustik Kazakhstan,,,29-34,,6.6
2018,Percent,Soltustik Kazakhstan,,,29-34,,6.0
2010,Percent,Soltustik Kazakhstan,,,35-44,,4.7
2011,Percent,Soltustik Kazakhstan,,,35-44,,4.0
2012,Percent,Soltustik Kazakhstan,,,35-44,,5.9
2013,Percent,Soltustik Kazakhstan,,,35-44,,5.9
2014,Percent,Soltustik Kazakhstan,,,35-44,,5.7
2015,Percent,Soltustik Kazakhstan,,,35-44,,5.1
2016,Percent,Soltustik Kazakhstan,,,35-44,,4.4
2017,Percent,Soltustik Kazakhstan,,,35-44,,5.0
2018,Percent,Soltustik Kazakhstan,,,35-44,,5.4
2010,Percent,Soltustik Kazakhstan,,,45-54,,4.2
2011,Percent,Soltustik Kazakhstan,,,45-54,,5.1
2012,Percent,Soltustik Kazakhstan,,,45-54,,5.0
2013,Percent,Soltustik Kazakhstan,,,45-54,,3.4
2014,Percent,Soltustik Kazakhstan,,,45-54,,4.0
2015,Percent,Soltustik Kazakhstan,,,45-54,,4.8
2016,Percent,Soltustik Kazakhstan,,,45-54,,4.6
2017,Percent,Soltustik Kazakhstan,,,45-54,,6.6
2018,Percent,Soltustik Kazakhstan,,,45-54,,6.3
2010,Percent,Soltustik Kazakhstan,,,55-64,,5.8
2011,Percent,Soltustik Kazakhstan,,,55-64,,4.9
2012,Percent,Soltustik Kazakhstan,,,55-64,,4.8
2013,Percent,Soltustik Kazakhstan,,,55-64,,3.1
2014,Percent,Soltustik Kazakhstan,,,55-64,,3.3
2015,Percent,Soltustik Kazakhstan,,,55-64,,3.3
2016,Percent,Soltustik Kazakhstan,,,55-64,,2.5
2017,Percent,Soltustik Kazakhstan,,,55-64,,3.4
2018,Percent,Soltustik Kazakhstan,,,55-64,,3.3
2018,Percent,Turkistan,,,16-24,,2.1
2018,Percent,Turkistan,,,25-28,,4.0
2018,Percent,Turkistan,,,29-34,,8.4
2018,Percent,Turkistan,,,35-44,,4.4
2018,Percent,Turkistan,,,45-54,,4.5
2018,Percent,Turkistan,,,55-64,,4.8
2010,Percent,Shygys Kazakhstan,,,16-24,,7.0
2011,Percent,Shygys Kazakhstan,,,16-24,,9.2
2012,Percent,Shygys Kazakhstan,,,16-24,,5.7
2013,Percent,Shygys Kazakhstan,,,16-24,,3.7
2014,Percent,Shygys Kazakhstan,,,16-24,,3.9
2015,Percent,Shygys Kazakhstan,,,16-24,,4.1
2016,Percent,Shygys Kazakhstan,,,16-24,,2.3
2017,Percent,Shygys Kazakhstan,,,16-24,,3.1
2018,Percent,Shygys Kazakhstan,,,16-24,,3.7
2010,Percent,Shygys Kazakhstan,,,25-28,,6.7
2011,Percent,Shygys Kazakhstan,,,25-28,,5.0
2012,Percent,Shygys Kazakhstan,,,25-28,,6.3
2013,Percent,Shygys Kazakhstan,,,25-28,,8.3
2014,Percent,Shygys Kazakhstan,,,25-28,,4.8
2015,Percent,Shygys Kazakhstan,,,25-28,,4.6
2016,Percent,Shygys Kazakhstan,,,25-28,,3.6
2017,Percent,Shygys Kazakhstan,,,25-28,,4.5
2018,Percent,Shygys Kazakhstan,,,25-28,,3.9
2010,Percent,Shygys Kazakhstan,,,29-34,,4.4
2011,Percent,Shygys Kazakhstan,,,29-34,,5.9
2012,Percent,Shygys Kazakhstan,,,29-34,,8.7
2013,Percent,Shygys Kazakhstan,,,29-34,,8.6
2014,Percent,Shygys Kazakhstan,,,29-34,,7.9
2015,Percent,Shygys Kazakhstan,,,29-34,,8.0
2016,Percent,Shygys Kazakhstan,,,29-34,,9.1
2017,Percent,Shygys Kazakhstan,,,29-34,,6.4
2018,Percent,Shygys Kazakhstan,,,29-34,,9.7
2010,Percent,Shygys Kazakhstan,,,35-44,,5.0
2011,Percent,Shygys Kazakhstan,,,35-44,,4.1
2012,Percent,Shygys Kazakhstan,,,35-44,,4.5
2013,Percent,Shygys Kazakhstan,,,35-44,,4.7
2014,Percent,Shygys Kazakhstan,,,35-44,,4.2
2015,Percent,Shygys Kazakhstan,,,35-44,,3.4
2016,Percent,Shygys Kazakhstan,,,35-44,,3.4
2017,Percent,Shygys Kazakhstan,,,35-44,,4.0
2018,Percent,Shygys Kazakhstan,,,35-44,,3.9
2010,Percent,Shygys Kazakhstan,,,45-54,,4.9
2011,Percent,Shygys Kazakhstan,,,45-54,,4.0
2012,Percent,Shygys Kazakhstan,,,45-54,,3.0
2013,Percent,Shygys Kazakhstan,,,45-54,,2.7
2014,Percent,Shygys Kazakhstan,,,45-54,,3.4
2015,Percent,Shygys Kazakhstan,,,45-54,,4.5
2016,Percent,Shygys Kazakhstan,,,45-54,,3.5
2017,Percent,Shygys Kazakhstan,,,45-54,,4.2
2018,Percent,Shygys Kazakhstan,,,45-54,,3.2
2010,Percent,Shygys Kazakhstan,,,55-64,,8.8
2011,Percent,Shygys Kazakhstan,,,55-64,,4.4
2012,Percent,Shygys Kazakhstan,,,55-64,,2.5
2013,Percent,Shygys Kazakhstan,,,55-64,,2.5
2014,Percent,Shygys Kazakhstan,,,55-64,,4.2
2015,Percent,Shygys Kazakhstan,,,55-64,,5.6
2016,Percent,Shygys Kazakhstan,,,55-64,,6.5
2017,Percent,Shygys Kazakhstan,,,55-64,,6.6
2018,Percent,Shygys Kazakhstan,,,55-64,,5.2
2010,Percent,Nur-Sultan city,,,16-24,,11.2
2011,Percent,Nur-Sultan city,,,16-24,,9.0
2012,Percent,Nur-Sultan city,,,16-24,,8.9
2013,Percent,Nur-Sultan city,,,16-24,,7.7
2014,Percent,Nur-Sultan city,,,16-24,,8.0
2015,Percent,Nur-Sultan city,,,16-24,,7.2
2016,Percent,Nur-Sultan city,,,16-24,,5.7
2017,Percent,Nur-Sultan city,,,16-24,,4.7
2018,Percent,Nur-Sultan city,,,16-24,,4.5
2010,Percent,Nur-Sultan city,,,25-28,,4.7
2011,Percent,Nur-Sultan city,,,25-28,,8.2
2012,Percent,Nur-Sultan city,,,25-28,,5.2
2013,Percent,Nur-Sultan city,,,25-28,,2.9
2014,Percent,Nur-Sultan city,,,25-28,,5.3
2015,Percent,Nur-Sultan city,,,25-28,,4.9
2016,Percent,Nur-Sultan city,,,25-28,,4.3
2017,Percent,Nur-Sultan city,,,25-28,,4.3
2018,Percent,Nur-Sultan city,,,25-28,,4.6
2010,Percent,Nur-Sultan city,,,29-34,,6.6
2011,Percent,Nur-Sultan city,,,29-34,,4.5
2012,Percent,Nur-Sultan city,,,29-34,,5.9
2013,Percent,Nur-Sultan city,,,29-34,,3.0
2014,Percent,Nur-Sultan city,,,29-34,,4.4
2015,Percent,Nur-Sultan city,,,29-34,,6.0
2016,Percent,Nur-Sultan city,,,29-34,,3.6
2017,Percent,Nur-Sultan city,,,29-34,,1.6
2018,Percent,Nur-Sultan city,,,29-34,,6.9
2010,Percent,Nur-Sultan city,,,35-44,,6.4
2011,Percent,Nur-Sultan city,,,35-44,,6.2
2012,Percent,Nur-Sultan city,,,35-44,,4.3
2013,Percent,Nur-Sultan city,,,35-44,,8.2
2014,Percent,Nur-Sultan city,,,35-44,,5.0
2015,Percent,Nur-Sultan city,,,35-44,,3.1
2016,Percent,Nur-Sultan city,,,35-44,,4.8
2017,Percent,Nur-Sultan city,,,35-44,,3.2
2018,Percent,Nur-Sultan city,,,35-44,,3.1
2010,Percent,Nur-Sultan city,,,45-54,,5.6
2011,Percent,Nur-Sultan city,,,45-54,,4.6
2012,Percent,Nur-Sultan city,,,45-54,,5.3
2013,Percent,Nur-Sultan city,,,45-54,,5.9
2014,Percent,Nur-Sultan city,,,45-54,,4.3
2015,Percent,Nur-Sultan city,,,45-54,,3.4
2016,Percent,Nur-Sultan city,,,45-54,,5.0
2017,Percent,Nur-Sultan city,,,45-54,,9.3
2018,Percent,Nur-Sultan city,,,45-54,,3.2
2010,Percent,Nur-Sultan city,,,55-64,,2.9
2011,Percent,Nur-Sultan city,,,55-64,,3.3
2012,Percent,Nur-Sultan city,,,55-64,,4.7
2013,Percent,Nur-Sultan city,,,55-64,,6.4
2014,Percent,Nur-Sultan city,,,55-64,,3.6
2015,Percent,Nur-Sultan city,,,55-64,,4.2
2016,Percent,Nur-Sultan city,,,55-64,,4.3
2017,Percent,Nur-Sultan city,,,55-64,,8.6
2018,Percent,Nur-Sultan city,,,55-64,,4.3
2010,Percent,Almaty city,,,16-24,,9.0
2011,Percent,Almaty city,,,16-24,,6.6
2012,Percent,Almaty city,,,16-24,,6.0
2013,Percent,Almaty city,,,16-24,,5.9
2014,Percent,Almaty city,,,16-24,,5.6
2015,Percent,Almaty city,,,16-24,,5.3
2016,Percent,Almaty city,,,16-24,,5.3
2017,Percent,Almaty city,,,16-24,,5.3
2018,Percent,Almaty city,,,16-24,,5.2
2010,Percent,Almaty city,,,25-28,,8.5
2011,Percent,Almaty city,,,25-28,,7.3
2012,Percent,Almaty city,,,25-28,,4.9
2013,Percent,Almaty city,,,25-28,,10.0
2014,Percent,Almaty city,,,25-28,,12.7
2015,Percent,Almaty city,,,25-28,,15.0
2016,Percent,Almaty city,,,25-28,,9.7
2017,Percent,Almaty city,,,25-28,,8.4
2018,Percent,Almaty city,,,25-28,,8.0
2010,Percent,Almaty city,,,29-34,,5.7
2011,Percent,Almaty city,,,29-34,,5.6
2012,Percent,Almaty city,,,29-34,,3.7
2013,Percent,Almaty city,,,29-34,,4.9
2014,Percent,Almaty city,,,29-34,,4.5
2015,Percent,Almaty city,,,29-34,,9.0
2016,Percent,Almaty city,,,29-34,,5.1
2017,Percent,Almaty city,,,29-34,,5.3
2018,Percent,Almaty city,,,29-34,,6.5
2010,Percent,Almaty city,,,35-44,,5.6
2011,Percent,Almaty city,,,35-44,,5.4
2012,Percent,Almaty city,,,35-44,,6.8
