Year,Units,Regions,Area,Age,Value
2017,Percent,Zhambyl,,25-28,20.7
2017,Percent,Zhambyl,,29-34,9.0
2017,Percent,Zhambyl,,35-44,20.1
2017,Percent,Zhambyl,,45-54,12.0
2017,Percent,Zhambyl,,55-64,17.6
2017,Percent,Karagandy,,16-24,26.0
2017,Percent,Karagandy,,25-28,36.9
2017,Percent,Karagandy,,29-34,20.2
2017,Percent,Karagandy,,35-44,35.4
2017,Percent,Karagandy,,45-54,39.3
2017,Percent,Karagandy,,55-64,32.7
2017,Percent,Karagandy,,65 and older,26.9
2017,Percent,Kostanay,,16-24,40.1
2017,Percent,Kostanay,,25-28,30.8
2017,Percent,Kostanay,,29-34,29.9
2017,Percent,Kostanay,,35-44,49.6
2017,Percent,Kostanay,,45-54,44.0
2017,Percent,Kostanay,,55-64,25.1
2017,Percent,Kostanay,,65 and older,14.1
2017,Percent,Kyzylorda,,16-24,100.0
2017,Percent,Kyzylorda,,25-28,43.3
2017,Percent,Kyzylorda,,29-34,29.0
2017,Percent,Kyzylorda,,35-44,34.0
2017,Percent,Kyzylorda,,45-54,33.5
2017,Percent,Kyzylorda,,55-64,16.6
2017,Percent,Mangistau,,16-24,18.8
2017,Percent,Mangistau,,25-28,53.1
2017,Percent,Mangistau,,29-34,44.9
2017,Percent,Mangistau,,35-44,46.5
2017,Percent,Mangistau,,45-54,38.0
2017,Percent,Mangistau,,55-64,29.3
2017,Percent,Mangistau,,65 and older,0.0
2017,Percent,Ontustik Kazakhstan,,16-24,12.4
2017,Percent,Ontustik Kazakhstan,,25-28,14.9
2017,Percent,Ontustik Kazakhstan,,29-34,21.1
2017,Percent,Ontustik Kazakhstan,,35-44,29.9
2017,Percent,Ontustik Kazakhstan,,45-54,40.2
2017,Percent,Ontustik Kazakhstan,,55-64,11.3
2017,Percent,Pavlodar,,16-24,60.4
2017,Percent,Pavlodar,,25-28,54.5
2017,Percent,Pavlodar,,29-34,49.9
2017,Percent,Pavlodar,,35-44,41.8
2017,Percent,Pavlodar,,45-54,39.1
2017,Percent,Pavlodar,,55-64,36.0
2017,Percent,Pavlodar,,65 and older,0.0
2017,Percent,Soltustik Kazakhstan,,16-24,7.9
2017,Percent,Soltustik Kazakhstan,,25-28,24.7
2017,Percent,Soltustik Kazakhstan,,29-34,32.3
2017,Percent,Soltustik Kazakhstan,,35-44,37.9
2017,Percent,Soltustik Kazakhstan,,45-54,37.3
2017,Percent,Soltustik Kazakhstan,,55-64,27.4
2017,Percent,Soltustik Kazakhstan,,65 and older,14.4
2017,Percent,Shygys Kazakhstan,,16-24,67.7
2017,Percent,Shygys Kazakhstan,,25-28,54.5
2017,Percent,Shygys Kazakhstan,,29-34,35.2
2017,Percent,Shygys Kazakhstan,,35-44,46.5
2017,Percent,Shygys Kazakhstan,,45-54,39.0
2017,Percent,Shygys Kazakhstan,,55-64,30.4
2017,Percent,Shygys Kazakhstan,,65 and older,12.5
2017,Percent,Nur-Sultan city,,16-24,62.5
2017,Percent,Nur-Sultan city,,25-28,25.4
2017,Percent,Nur-Sultan city,,29-34,58.1
2017,Percent,Nur-Sultan city,,35-44,29.8
2017,Percent,Nur-Sultan city,,45-54,42.1
2017,Percent,Nur-Sultan city,,55-64,51.1
2017,Percent,Nur-Sultan city,,65 and older,66.7
2017,Percent,Almaty city,,16-24,39.2
2017,Percent,Almaty city,,25-28,34.3
2017,Percent,Almaty city,,29-34,36.5
2017,Percent,Almaty city,,35-44,32.4
2017,Percent,Almaty city,,45-54,39.2
2017,Percent,Almaty city,,55-64,38.4
2017,Percent,Almaty city,,65 and older,42.5
2018,Percent,,,,41.2
2018,Percent,Akmola,,,45.7
2018,Percent,Aktobe,,,33.7
2018,Percent,Almaty,,,39.3
2018,Percent,Atyrau,,,35.6
2018,Percent,Batys Kazakhstan,,,36.4
2018,Percent,Zhambyl,,,40.7
2018,Percent,Karagandy,,,36.3
2018,Percent,Kostanay,,,42.9
2018,Percent,Kyzylorda,,,37.2
2018,Percent,Mangistau,,,37.4
2018,Percent,Pavlodar,,,40.2
2018,Percent,Soltustik Kazakhstan,,,39.3
2018,Percent,Turkistan,,,40.3
2018,Percent,Shygys Kazakhstan,,,45.1
2018,Percent,Nur-Sultan city,,,43.3
2018,Percent,Almaty city,,,43.2
2018,Percent,Shymkent city,,,46.7
2018,Percent,,Urban,,41.7
2018,Percent,Akmola,Urban,,45.8
2018,Percent,Aktobe,Urban,,34.1
2018,Percent,Almaty,Urban,,38.0
2018,Percent,Atyrau,Urban,,33.8
2018,Percent,Batys Kazakhstan,Urban,,36.9
2018,Percent,Zhambyl,Urban,,42.6
2018,Percent,Karagandy,Urban,,37.0
2018,Percent,Kostanay,Urban,,42.5
2018,Percent,Kyzylorda,Urban,,38.2
2018,Percent,Mangistau,Urban,,36.6
2018,Percent,Pavlodar,Urban,,40.1
2018,Percent,Soltustik Kazakhstan,Urban,,43.1
2018,Percent,Turkistan,Urban,,37.9
2018,Percent,Shygys Kazakhstan,Urban,,46.7
2018,Percent,Nur-Sultan city,Urban,,43.3
2018,Percent,Almaty city,Urban,,43.2
2018,Percent,Shymkent city,Urban,,46.7
2018,Percent,,Rural,,39.5
2018,Percent,Akmola,Rural,,45.6
2018,Percent,Aktobe,Rural,,32.4
2018,Percent,Almaty,Rural,,39.8
2018,Percent,Atyrau,Rural,,43.0
2018,Percent,Batys Kazakhstan,Rural,,35.6
2018,Percent,Zhambyl,Rural,,36.2
2018,Percent,Karagandy,Rural,,33.6
2018,Percent,Kostanay,Rural,,43.7
2018,Percent,Kyzylorda,Rural,,34.9
2018,Percent,Mangistau,Rural,,38.9
2018,Percent,Pavlodar,Rural,,40.7
2018,Percent,Soltustik Kazakhstan,Rural,,34.1
2018,Percent,Turkistan,Rural,,41.0
2018,Percent,Shygys Kazakhstan,Rural,,41.5
2018,Percent,,,16-24,45.2
2018,Percent,,,25-28,42.0
2018,Percent,,,29-34,37.2
2018,Percent,,,35-44,41.7
2018,Percent,,,45-54,44.5
2018,Percent,,,55-64,37.8
2018,Percent,,,65 and older,32.7
2018,Percent,Akmola,,16-24,38.3
2018,Percent,Akmola,,25-28,44.1
2018,Percent,Akmola,,29-34,47.2
2018,Percent,Akmola,,35-44,45.2
2018,Percent,Akmola,,45-54,48.1
2018,Percent,Akmola,,55-64,47.0
2018,Percent,Aktobe,,16-24,32.6
2018,Percent,Aktobe,,25-28,21.4
2018,Percent,Aktobe,,29-34,23.1
2018,Percent,Aktobe,,35-44,32.4
2018,Percent,Aktobe,,45-54,46.5
2018,Percent,Aktobe,,55-64,46.4
2018,Percent,Aktobe,,65 and older,0.0
2018,Percent,Almaty,,16-24,46.5
2018,Percent,Almaty,,25-28,37.9
2018,Percent,Almaty,,29-34,39.0
2018,Percent,Almaty,,35-44,41.6
2018,Percent,Almaty,,45-54,37.9
2018,Percent,Almaty,,55-64,35.8
2018,Percent,Almaty,,65 and older,0.0
2018,Percent,Atyrau,,16-24,23.0
2018,Percent,Atyrau,,25-28,61.6
2018,Percent,Atyrau,,29-34,24.6
2018,Percent,Atyrau,,35-44,35.7
2018,Percent,Atyrau,,45-54,41.4
2018,Percent,Atyrau,,55-64,38.1
2018,Percent,Atyrau,,65 and older,0.0
2018,Percent,Batys Kazakhstan,,16-24,56.1
2018,Percent,Batys Kazakhstan,,25-28,36.8
2018,Percent,Batys Kazakhstan,,29-34,47.3
2018,Percent,Batys Kazakhstan,,35-44,34.2
2018,Percent,Batys Kazakhstan,,45-54,31.6
2018,Percent,Batys Kazakhstan,,55-64,32.0
2018,Percent,Zhambyl,,16-24,23.6
2018,Percent,Zhambyl,,25-28,35.5
2018,Percent,Zhambyl,,29-34,39.6
2018,Percent,Zhambyl,,35-44,46.8
2018,Percent,Zhambyl,,45-54,47.8
2018,Percent,Zhambyl,,55-64,23.1
2018,Percent,Karagandy,,16-24,36.1
2018,Percent,Karagandy,,25-28,31.9
2018,Percent,Karagandy,,29-34,36.1
2018,Percent,Karagandy,,35-44,40.1
2018,Percent,Karagandy,,45-54,37.6
2018,Percent,Karagandy,,55-64,29.1
2018,Percent,Karagandy,,65 and older,37.8
2018,Percent,Kostanay,,16-24,48.6
2018,Percent,Kostanay,,25-28,44.5
2018,Percent,Kostanay,,29-34,35.0
2018,Percent,Kostanay,,35-44,45.3
2018,Percent,Kostanay,,45-54,47.9
2018,Percent,Kostanay,,55-64,37.4
2018,Percent,Kostanay,,65 and older,48.6
2018,Percent,Kyzylorda,,16-24,47.8
2018,Percent,Kyzylorda,,25-28,33.9
2018,Percent,Kyzylorda,,29-34,32.1
2018,Percent,Kyzylorda,,35-44,35.8
2018,Percent,Kyzylorda,,45-54,47.3
2018,Percent,Kyzylorda,,55-64,31.8
2018,Percent,Mangistau,,16-24,35.2
2018,Percent,Mangistau,,25-28,47.8
2018,Percent,Mangistau,,29-34,30.8
2018,Percent,Mangistau,,35-44,39.7
2018,Percent,Mangistau,,45-54,40.9
2018,Percent,Mangistau,,55-64,27.0
2018,Percent,Pavlodar,,16-24,63.4
2018,Percent,Pavlodar,,25-28,45.8
2018,Percent,Pavlodar,,29-34,36.1
2018,Percent,Pavlodar,,35-44,34.1
2018,Percent,Pavlodar,,45-54,50.2
2018,Percent,Pavlodar,,55-64,32.8
2018,Percent,Pavlodar,,65 and older,0.0
2018,Percent,Soltustik Kazakhstan,,16-24,50.1
2018,Percent,Soltustik Kazakhstan,,25-28,38.7
2018,Percent,Soltustik Kazakhstan,,29-34,29.1
2018,Percent,Soltustik Kazakhstan,,35-44,49.0
2018,Percent,Soltustik Kazakhstan,,45-54,42.3
2018,Percent,Soltustik Kazakhstan,,55-64,32.6
2018,Percent,Soltustik Kazakhstan,,65 and older,42.6
2018,Percent,Turkistan,,16-24,46.9
2018,Percent,Turkistan,,25-28,54.7
2018,Percent,Turkistan,,29-34,29.5
2018,Percent,Turkistan,,35-44,26.1
2018,Percent,Turkistan,,45-54,64.4
2018,Percent,Turkistan,,55-64,41.3
2018,Percent,Shygys Kazakhstan,,16-24,77.1
2018,Percent,Shygys Kazakhstan,,25-28,63.3
2018,Percent,Shygys Kazakhstan,,29-34,44.3
2018,Percent,Shygys Kazakhstan,,35-44,28.5
2018,Percent,Shygys Kazakhstan,,45-54,48.4
2018,Percent,Shygys Kazakhstan,,55-64,42.7
2018,Percent,Shygys Kazakhstan,,65 and older,17.6
2018,Percent,Nur-Sultan city,,16-24,42.8
2018,Percent,Nur-Sultan city,,25-28,41.5
2018,Percent,Nur-Sultan city,,29-34,44.3
2018,Percent,Nur-Sultan city,,35-44,44.0
2018,Percent,Nur-Sultan city,,45-54,44.6
2018,Percent,Nur-Sultan city,,55-64,35.9
2018,Percent,Nur-Sultan city,,65 and older,46.3
2018,Percent,Almaty city,,16-24,45.3
2018,Percent,Almaty city,,25-28,39.4
2018,Percent,Almaty city,,29-34,39.3
2018,Percent,Almaty city,,35-44,43.2
2018,Percent,Almaty city,,45-54,44.6
2018,Percent,Almaty city,,55-64,50.4
2018,Percent,Almaty city,,65 and older,39.1
2018,Percent,Shymkent city,,16-24,31.4
2018,Percent,Shymkent city,,25-28,38.3
2018,Percent,Shymkent city,,29-34,18.8
2018,Percent,Shymkent city,,35-44,74.2
2018,Percent,Shymkent city,,45-54,43.2
2018,Percent,Shymkent city,,55-64,32.2
2019,Percent,,,,43.0
2019,Percent,Akmola,,,43.5
2019,Percent,Aktobe,,,27.3
2019,Percent,Almaty,,,43.6
2019,Percent,Atyrau,,,41.3
2019,Percent,Batys Kazakhstan,,,38.9
2019,Percent,Zhambyl,,,35.2
2019,Percent,Karagandy,,,34.4
2019,Percent,Kostanay,,,40.1
2019,Percent,Kyzylorda,,,44.4
2019,Percent,Mangistau,,,34.5
2019,Percent,Pavlodar,,,45.0
2019,Percent,Soltustik Kazakhstan,,,40.8
2019,Percent,Turkistan,,,34.7
2019,Percent,Shygys Kazakhstan,,,44.5
2019,Percent,Nur-Sultan city,,,52.1
2019,Percent,Almaty city,,,48.1
2019,Percent,Shymkent city,,,38.3
2019,Percent,,Urban,,43.9
2019,Percent,Akmola,Urban,,45.6
2019,Percent,Aktobe,Urban,,22.6
2019,Percent,Almaty,Urban,,41.0
2019,Percent,Atyrau,Urban,,36.8
2019,Percent,Batys Kazakhstan,Urban,,41.1
2019,Percent,Zhambyl,Urban,,37.3
2019,Percent,Karagandy,Urban,,34.6
2019,Percent,Kostanay,Urban,,38.2
2019,Percent,Kyzylorda,Urban,,50.0
2019,Percent,Mangistau,Urban,,33.2
2019,Percent,Pavlodar,Urban,,45.9
2019,Percent,Soltustik Kazakhstan,Urban,,44.9
2019,Percent,Turkistan,Urban,,27.5
2019,Percent,Shygys Kazakhstan,Urban,,45.0
2019,Percent,Nur-Sultan city,Urban,,52.1
2019,Percent,Almaty city,Urban,,48.1
2019,Percent,Shymkent city,Urban,,38.3
2019,Percent,,Rural,,40.0
2019,Percent,Akmola,Rural,,40.7
2019,Percent,Aktobe,Rural,,39.7
2019,Percent,Almaty,Rural,,44.5
2019,Percent,Atyrau,Rural,,48.5
2019,Percent,Batys Kazakhstan,Rural,,35.4
2019,Percent,Zhambyl,Rural,,26.5
2019,Percent,Karagandy,Rural,,33.5
2019,Percent,Kostanay,Rural,,42.4
2019,Percent,Kyzylorda,Rural,,33.2
2019,Percent,Mangistau,Rural,,37.4
2019,Percent,Pavlodar,Rural,,41.7
2019,Percent,Soltustik Kazakhstan,Rural,,35.9
2019,Percent,Turkistan,Rural,,36.6
2019,Percent,Shygys Kazakhstan,Rural,,43.4
2019,Percent,,,16-24,42.4
2019,Percent,,,25-28,47.7
2019,Percent,,,29-34,41.2
2019,Percent,,,35-44,41.3
2019,Percent,,,45-54,46.9
2019,Percent,,,55-64,39.8
2019,Percent,,,65 and older,42.5
2019,Percent,Akmola,,16-24,41.6
2019,Percent,Akmola,,25-28,43.2
2019,Percent,Akmola,,29-34,40.2
2019,Percent,Akmola,,35-44,41.4
2019,Percent,Akmola,,45-54,50.7
2019,Percent,Akmola,,55-64,42.2
2019,Percent,Akmola,,65 and older,37.0
2019,Percent,Aktobe,,16-24,11.0
2019,Percent,Aktobe,,25-28,15.7
2019,Percent,Aktobe,,29-34,19.4
2019,Percent,Aktobe,,35-44,26.7
2019,Percent,Aktobe,,45-54,37.1
2019,Percent,Aktobe,,55-64,34.1
2019,Percent,Aktobe,,65 and older,100.0
2019,Percent,Almaty,,16-24,41.7
2019,Percent,Almaty,,25-28,38.2
2019,Percent,Almaty,,29-34,38.8
2019,Percent,Almaty,,35-44,45.4
2019,Percent,Almaty,,45-54,49.5
2019,Percent,Almaty,,55-64,43.3
2019,Percent,Almaty,,65 and older,34.0
2019,Percent,Atyrau,,16-24,4.1
2019,Percent,Atyrau,,25-28,55.2
2019,Percent,Atyrau,,29-34,38.9
2019,Percent,Atyrau,,35-44,43.5
2019,Percent,Atyrau,,45-54,52.4
2019,Percent,Atyrau,,55-64,18.8
2019,Percent,Batys Kazakhstan,,16-24,41.7
2019,Percent,Batys Kazakhstan,,25-28,55.6
2019,Percent,Batys Kazakhstan,,29-34,34.1
2019,Percent,Batys Kazakhstan,,35-44,44.7
2019,Percent,Batys Kazakhstan,,45-54,36.5
2019,Percent,Batys Kazakhstan,,55-64,31.8
2019,Percent,Zhambyl,,16-24,47.2
2019,Percent,Zhambyl,,25-28,31.6
2019,Percent,Zhambyl,,29-34,20.3
2019,Percent,Zhambyl,,35-44,36.2
2019,Percent,Zhambyl,,45-54,41.9
2019,Percent,Zhambyl,,55-64,33.7
2019,Percent,Karagandy,,16-24,21.7
2019,Percent,Karagandy,,25-28,32.2
2019,Percent,Karagandy,,29-34,22.3
2019,Percent,Karagandy,,35-44,40.0
2019,Percent,Karagandy,,45-54,41.6
2019,Percent,Karagandy,,55-64,34.2
2019,Percent,Karagandy,,65 and older,87.7
2019,Percent,Kostanay,,16-24,42.2
2019,Percent,Kostanay,,25-28,42.7
2019,Percent,Kostanay,,29-34,28.9
2019,Percent,Kostanay,,35-44,38.5
2019,Percent,Kostanay,,45-54,54.7
2019,Percent,Kostanay,,55-64,35.2
2019,Percent,Kostanay,,65 and older,47.8
2019,Percent,Kyzylorda,,16-24,11.7
2019,Percent,Kyzylorda,,25-28,34.0
2019,Percent,Kyzylorda,,29-34,53.1
2019,Percent,Kyzylorda,,35-44,49.9
2019,Percent,Kyzylorda,,45-54,45.1
2019,Percent,Kyzylorda,,55-64,27.0
2019,Percent,Mangistau,,16-24,51.8
2019,Percent,Mangistau,,25-28,32.7
2019,Percent,Mangistau,,29-34,35.8
2019,Percent,Mangistau,,35-44,28.3
2019,Percent,Mangistau,,45-54,39.0
2019,Percent,Mangistau,,55-64,38.5
2019,Percent,Mangistau,,65 and older,7.1
2019,Percent,Pavlodar,,16-24,24.5
2019,Percent,Pavlodar,,25-28,26.0
2019,Percent,Pavlodar,,29-34,33.8
2019,Percent,Pavlodar,,35-44,49.3
2019,Percent,Pavlodar,,45-54,56.3
2019,Percent,Pavlodar,,55-64,46.6
2019,Percent,Pavlodar,,65 and older,4.2
2019,Percent,Soltustik Kazakhstan,,16-24,24.9
2019,Percent,Soltustik Kazakhstan,,25-28,39.4
2019,Percent,Soltustik Kazakhstan,,29-34,44.2
2019,Percent,Soltustik Kazakhstan,,35-44,40.3
2019,Percent,Soltustik Kazakhstan,,45-54,46.7
2019,Percent,Soltustik Kazakhstan,,55-64,32.8
2019,Percent,Soltustik Kazakhstan,,65 and older,15.8
2019,Percent,Turkistan,,16-24,38.2
2019,Percent,Turkistan,,25-28,26.9
2019,Percent,Turkistan,,29-34,28.0
2019,Percent,Turkistan,,35-44,46.6
2019,Percent,Turkistan,,45-54,36.7
2019,Percent,Turkistan,,55-64,13.0
2019,Percent,Shygys Kazakhstan,,16-24,44.4
2019,Percent,Shygys Kazakhstan,,25-28,41.5
2019,Percent,Shygys Kazakhstan,,29-34,49.3
2019,Percent,Shygys Kazakhstan,,35-44,35.7
2019,Percent,Shygys Kazakhstan,,45-54,50.4
2019,Percent,Shygys Kazakhstan,,55-64,49.0
2019,Percent,Nur-Sultan city,,16-24,41.3
2019,Percent,Nur-Sultan city,,25-28,72.1
2019,Percent,Nur-Sultan city,,29-34,64.5
2019,Percent,Nur-Sultan city,,35-44,38.4
2019,Percent,Nur-Sultan city,,45-54,43.8
2019,Percent,Nur-Sultan city,,55-64,42.6
2019,Percent,Nur-Sultan city,,65 and older,49.0
2019,Percent,Almaty city,,16-24,41.3
2019,Percent,Almaty city,,25-28,72.1
2019,Percent,Almaty city,,29-34,64.5
2019,Percent,Almaty city,,35-44,38.4
2019,Percent,Almaty city,,45-54,43.8
2019,Percent,Almaty city,,55-64,42.6
2019,Percent,Almaty city,,65 and older,49.0
2019,Percent,Shymkent city,,16-24,30.5
2019,Percent,Shymkent city,,25-28,38.5
2019,Percent,Shymkent city,,29-34,29.7
2019,Percent,Shymkent city,,35-44,47.3
2019,Percent,Shymkent city,,45-54,37.5
2019,Percent,Shymkent city,,55-64,41.2
