Year,Units,Regions,Area,Sex,Education,Marital status,citizenship,GeoCode,Value
2011,per 100000 population,Kyzylorda,Population of rural areas,Male,,,,,14.49
2012,per 100000 population,Kyzylorda,Population of rural areas,Male,,,,,19.03
2013,per 100000 population,Kyzylorda,Population of rural areas,Male,,,,,29.06
2014,per 100000 population,Kyzylorda,Population of rural areas,Male,,,,,12.96
2015,per 100000 population,Kyzylorda,Population of rural areas,Male,,,,,10.99
2016,per 100000 population,Kyzylorda,Population of rural areas,Male,,,,,9.56
2017,per 100000 population,Kyzylorda,Population of rural areas,Male,,,,,8.58
2018,per 100000 population,Kyzylorda,Population of rural areas,Male,,,,,4.46
2010,per 100000 population,Mangistau,Population of rural areas,Male,,,,,23.75
2011,per 100000 population,Mangistau,Population of rural areas,Male,,,,,13.88
2012,per 100000 population,Mangistau,Population of rural areas,Male,,,,,6.54
2013,per 100000 population,Mangistau,Population of rural areas,Male,,,,,19.27
2014,per 100000 population,Mangistau,Population of rural areas,Male,,,,,13.91
2015,per 100000 population,Mangistau,Population of rural areas,Male,,,,,15.16
2016,per 100000 population,Mangistau,Population of rural areas,Male,,,,,17.29
2017,per 100000 population,Mangistau,Population of rural areas,Male,,,,,13.27
2018,per 100000 population,Mangistau,Population of rural areas,Male,,,,,12.61
2010,per 100000 population,Ontustik Kazakhstan,Population of rural areas,Male,,,,,17.28
2011,per 100000 population,Ontustik Kazakhstan,Population of rural areas,Male,,,,,16.61
2012,per 100000 population,Ontustik Kazakhstan,Population of rural areas,Male,,,,,15.74
2013,per 100000 population,Ontustik Kazakhstan,Population of rural areas,Male,,,,,21.3
2014,per 100000 population,Ontustik Kazakhstan,Population of rural areas,Male,,,,,23.85
2015,per 100000 population,Ontustik Kazakhstan,Population of rural areas,Male,,,,,22.3
2016,per 100000 population,Ontustik Kazakhstan,Population of rural areas,Male,,,,,17.0
2017,per 100000 population,Ontustik Kazakhstan,Population of rural areas,Male,,,,,19.48
2010,per 100000 population,Pavlodar,Population of rural areas,Male,,,,,56.05
2011,per 100000 population,Pavlodar,Population of rural areas,Male,,,,,77.18
2012,per 100000 population,Pavlodar,Population of rural areas,Male,,,,,59.32
2013,per 100000 population,Pavlodar,Population of rural areas,Male,,,,,54.51
2014,per 100000 population,Pavlodar,Population of rural areas,Male,,,,,27.48
2015,per 100000 population,Pavlodar,Population of rural areas,Male,,,,,14.28
2016,per 100000 population,Pavlodar,Population of rural areas,Male,,,,,10.77
2017,per 100000 population,Pavlodar,Population of rural areas,Male,,,,,20.73
2018,per 100000 population,Pavlodar,Population of rural areas,Male,,,,,15.31
2010,per 100000 population,Soltustik Kazakhstan,Population of rural areas,Male,,,,,46.67
2011,per 100000 population,Soltustik Kazakhstan,Population of rural areas,Male,,,,,34.43
2012,per 100000 population,Soltustik Kazakhstan,Population of rural areas,Male,,,,,21.3
2013,per 100000 population,Soltustik Kazakhstan,Population of rural areas,Male,,,,,26.42
2014,per 100000 population,Soltustik Kazakhstan,Population of rural areas,Male,,,,,25.03
2015,per 100000 population,Soltustik Kazakhstan,Population of rural areas,Male,,,,,32.38
2016,per 100000 population,Soltustik Kazakhstan,Population of rural areas,Male,,,,,33.69
2017,per 100000 population,Soltustik Kazakhstan,Population of rural areas,Male,,,,,22.67
2018,per 100000 population,Soltustik Kazakhstan,Population of rural areas,Male,,,,,40.95
2018,per 100000 population,Turkistan,Population of rural areas,Male,,,,,15.49
2010,per 100000 population,Shygys Kazakhstan,Population of rural areas,Male,,,,,84.1
2011,per 100000 population,Shygys Kazakhstan,Population of rural areas,Male,,,,,77.87
2012,per 100000 population,Shygys Kazakhstan,Population of rural areas,Male,,,,,68.53
2013,per 100000 population,Shygys Kazakhstan,Population of rural areas,Male,,,,,68.13
2014,per 100000 population,Shygys Kazakhstan,Population of rural areas,Male,,,,,64.11
2015,per 100000 population,Shygys Kazakhstan,Population of rural areas,Male,,,,,66.13
2016,per 100000 population,Shygys Kazakhstan,Population of rural areas,Male,,,,,55.51
2017,per 100000 population,Shygys Kazakhstan,Population of rural areas,Male,,,,,50.69
2018,per 100000 population,Shygys Kazakhstan,Population of rural areas,Male,,,,,47.93
2010,per 100000 population,,,Female,,,,,7.64
2011,per 100000 population,,,Female,,,,,7.18
2012,per 100000 population,,,Female,,,,,6.56
2013,per 100000 population,,,Female,,,,,7.68
2014,per 100000 population,,,Female,,,,,6.3
2015,per 100000 population,,,Female,,,,,5.9
2016,per 100000 population,,,Female,,,,,4.98
2017,per 100000 population,,,Female,,,,,5.36
2018,per 100000 population,,,Female,,,,,4.34
2010,per 100000 population,Akmola,,Female,,,,,13.67
2011,per 100000 population,Akmola,,Female,,,,,12.4
2012,per 100000 population,Akmola,,Female,,,,,10.04
2013,per 100000 population,Akmola,,Female,,,,,13.96
2014,per 100000 population,Akmola,,Female,,,,,10.25
2015,per 100000 population,Akmola,,Female,,,,,12.02
2016,per 100000 population,Akmola,,Female,,,,,7.33
2017,per 100000 population,Akmola,,Female,,,,,8.42
2018,per 100000 population,Akmola,,Female,,,,,5.78
2010,per 100000 population,Aktobe,,Female,,,,,5.0
2011,per 100000 population,Aktobe,,Female,,,,,5.67
2012,per 100000 population,Aktobe,,Female,,,,,5.61
2013,per 100000 population,Aktobe,,Female,,,,,6.5
2014,per 100000 population,Aktobe,,Female,,,,,5.69
2015,per 100000 population,Aktobe,,Female,,,,,4.67
2016,per 100000 population,Aktobe,,Female,,,,,5.3
2017,per 100000 population,Aktobe,,Female,,,,,5.69
2018,per 100000 population,Aktobe,,Female,,,,,4.04
2010,per 100000 population,Almaty,,Female,,,,,7.41
2011,per 100000 population,Almaty,,Female,,,,,6.75
2012,per 100000 population,Almaty,,Female,,,,,6.93
2013,per 100000 population,Almaty,,Female,,,,,8.9
2014,per 100000 population,Almaty,,Female,,,,,7.26
2015,per 100000 population,Almaty,,Female,,,,,7.84
2016,per 100000 population,Almaty,,Female,,,,,7.12
2017,per 100000 population,Almaty,,Female,,,,,6.92
2018,per 100000 population,Almaty,,Female,,,,,4.69
2010,per 100000 population,Atyrau,,Female,,,,,4.84
2011,per 100000 population,Atyrau,,Female,,,,,2.55
2012,per 100000 population,Atyrau,,Female,,,,,2.5
2013,per 100000 population,Atyrau,,Female,,,,,6.99
2014,per 100000 population,Atyrau,,Female,,,,,6.15
2015,per 100000 population,Atyrau,,Female,,,,,6.69
2016,per 100000 population,Atyrau,,Female,,,,,4.58
2017,per 100000 population,Atyrau,,Female,,,,,4.49
2018,per 100000 population,Atyrau,,Female,,,,,2.51
2010,per 100000 population,Batys Kazakhstan,,Female,,,,,10.52
2011,per 100000 population,Batys Kazakhstan,,Female,,,,,11.71
2012,per 100000 population,Batys Kazakhstan,,Female,,,,,7.23
2013,per 100000 population,Batys Kazakhstan,,Female,,,,,7.47
2014,per 100000 population,Batys Kazakhstan,,Female,,,,,8.33
2015,per 100000 population,Batys Kazakhstan,,Female,,,,,5.19
2016,per 100000 population,Batys Kazakhstan,,Female,,,,,3.94
2017,per 100000 population,Batys Kazakhstan,,Female,,,,,4.21
2018,per 100000 population,Batys Kazakhstan,,Female,,,,,4.18
2010,per 100000 population,Zhambyl,,Female,,,,,6.19
2011,per 100000 population,Zhambyl,,Female,,,,,6.69
2012,per 100000 population,Zhambyl,,Female,,,,,5.89
2013,per 100000 population,Zhambyl,,Female,,,,,7.09
2014,per 100000 population,Zhambyl,,Female,,,,,7.37
2015,per 100000 population,Zhambyl,,Female,,,,,4.09
2016,per 100000 population,Zhambyl,,Female,,,,,4.41
2017,per 100000 population,Zhambyl,,Female,,,,,4.23
2018,per 100000 population,Zhambyl,,Female,,,,,2.63
2010,per 100000 population,Karagandy,,Female,,,,,13.2
2011,per 100000 population,Karagandy,,Female,,,,,9.37
2012,per 100000 population,Karagandy,,Female,,,,,11.01
2013,per 100000 population,Karagandy,,Female,,,,,9.44
2014,per 100000 population,Karagandy,,Female,,,,,10.35
2015,per 100000 population,Karagandy,,Female,,,,,8.24
2016,per 100000 population,Karagandy,,Female,,,,,6.45
2017,per 100000 population,Karagandy,,Female,,,,,8.94
2018,per 100000 population,Karagandy,,Female,,,,,6.21
2010,per 100000 population,Kostanay,,Female,,,,,11.8
2011,per 100000 population,Kostanay,,Female,,,,,13.12
2012,per 100000 population,Kostanay,,Female,,,,,10.33
2013,per 100000 population,Kostanay,,Female,,,,,13.56
2014,per 100000 population,Kostanay,,Female,,,,,8.17
2015,per 100000 population,Kostanay,,Female,,,,,12.89
2016,per 100000 population,Kostanay,,Female,,,,,9.26
2017,per 100000 population,Kostanay,,Female,,,,,8.02
2018,per 100000 population,Kostanay,,Female,,,,,8.92
2010,per 100000 population,Kyzylorda,,Female,,,,,2.87
2011,per 100000 population,Kyzylorda,,Female,,,,,1.98
2012,per 100000 population,Kyzylorda,,Female,,,,,5.55
2013,per 100000 population,Kyzylorda,,Female,,,,,7.36
2014,per 100000 population,Kyzylorda,,Female,,,,,3.75
2015,per 100000 population,Kyzylorda,,Female,,,,,2.11
2016,per 100000 population,Kyzylorda,,Female,,,,,2.08
2017,per 100000 population,Kyzylorda,,Female,,,,,1.03
2018,per 100000 population,Kyzylorda,,Female,,,,,1.78
2010,per 100000 population,Mangistau,,Female,,,,,5.4
2011,per 100000 population,Mangistau,,Female,,,,,6.68
2012,per 100000 population,Mangistau,,Female,,,,,1.78
2013,per 100000 population,Mangistau,,Female,,,,,4.81
2014,per 100000 population,Mangistau,,Female,,,,,3.66
2015,per 100000 population,Mangistau,,Female,,,,,2.58
2016,per 100000 population,Mangistau,,Female,,,,,6.27
2017,per 100000 population,Mangistau,,Female,,,,,4.89
2018,per 100000 population,Mangistau,,Female,,,,,4.47
2010,per 100000 population,Ontustik Kazakhstan,,Female,,,,,6.07
2011,per 100000 population,Ontustik Kazakhstan,,Female,,,,,4.96
2012,per 100000 population,Ontustik Kazakhstan,,Female,,,,,6.58
2013,per 100000 population,Ontustik Kazakhstan,,Female,,,,,6.89
2014,per 100000 population,Ontustik Kazakhstan,,Female,,,,,5.4
2015,per 100000 population,Ontustik Kazakhstan,,Female,,,,,5.01
2016,per 100000 population,Ontustik Kazakhstan,,Female,,,,,4.1
2017,per 100000 population,Ontustik Kazakhstan,,Female,,,,,5.62
2010,per 100000 population,Pavlodar,,Female,,,,,8.61
2011,per 100000 population,Pavlodar,,Female,,,,,12.39
2012,per 100000 population,Pavlodar,,Female,,,,,8.33
2013,per 100000 population,Pavlodar,,Female,,,,,9.06
2014,per 100000 population,Pavlodar,,Female,,,,,5.27
2015,per 100000 population,Pavlodar,,Female,,,,,2.75
2016,per 100000 population,Pavlodar,,Female,,,,,0.5
2017,per 100000 population,Pavlodar,,Female,,,,,3.26
2018,per 100000 population,Pavlodar,,Female,,,,,2.52
2010,per 100000 population,Soltustik Kazakhstan,,Female,,,,,6.13
2011,per 100000 population,Soltustik Kazakhstan,,Female,,,,,6.18
2012,per 100000 population,Soltustik Kazakhstan,,Female,,,,,1.31
2013,per 100000 population,Soltustik Kazakhstan,,Female,,,,,2.64
2014,per 100000 population,Soltustik Kazakhstan,,Female,,,,,3.66
2015,per 100000 population,Soltustik Kazakhstan,,Female,,,,,7.03
2016,per 100000 population,Soltustik Kazakhstan,,Female,,,,,6.75
2017,per 100000 population,Soltustik Kazakhstan,,Female,,,,,3.41
2018,per 100000 population,Soltustik Kazakhstan,,Female,,,,,2.75
2018,per 100000 population,Turkistan,,Female,,,,,5.01
2010,per 100000 population,Shygys Kazakhstan,,Female,,,,,11.03
2011,per 100000 population,Shygys Kazakhstan,,Female,,,,,11.05
2012,per 100000 population,Shygys Kazakhstan,,Female,,,,,9.98
2013,per 100000 population,Shygys Kazakhstan,,Female,,,,,10.12
2014,per 100000 population,Shygys Kazakhstan,,Female,,,,,9.3
2015,per 100000 population,Shygys Kazakhstan,,Female,,,,,8.48
2016,per 100000 population,Shygys Kazakhstan,,Female,,,,,6.99
2017,per 100000 population,Shygys Kazakhstan,,Female,,,,,8.82
2018,per 100000 population,Shygys Kazakhstan,,Female,,,,,5.81
2010,per 100000 population,Nur-Sultan city,,Female,,,,,4.34
2011,per 100000 population,Nur-Sultan city,,Female,,,,,3.77
2012,per 100000 population,Nur-Sultan city,,Female,,,,,3.05
2013,per 100000 population,Nur-Sultan city,,Female,,,,,4.37
2014,per 100000 population,Nur-Sultan city,,Female,,,,,2.78
2015,per 100000 population,Nur-Sultan city,,Female,,,,,4.03
2016,per 100000 population,Nur-Sultan city,,Female,,,,,3.14
2017,per 100000 population,Nur-Sultan city,,Female,,,,,3.08
2018,per 100000 population,Nur-Sultan city,,Female,,,,,3.65
2010,per 100000 population,Almaty city,,Female,,,,,3.29
2011,per 100000 population,Almaty city,,Female,,,,,2.57
2012,per 100000 population,Almaty city,,Female,,,,,2.14
2013,per 100000 population,Almaty city,,Female,,,,,2.83
2014,per 100000 population,Almaty city,,Female,,,,,1.9
2015,per 100000 population,Almaty city,,Female,,,,,1.43
2016,per 100000 population,Almaty city,,Female,,,,,2.03
2017,per 100000 population,Almaty city,,Female,,,,,1.35
2018,per 100000 population,Almaty city,,Female,,,,,3.42
2018,per 100000 population,Shymkent city,,Female,,,,,2.55
2010,per 100000 population,,Population of urban areas,Female,,,,,6.78
2011,per 100000 population,,Population of urban areas,Female,,,,,6.46
2012,per 100000 population,,Population of urban areas,Female,,,,,5.78
2013,per 100000 population,,Population of urban areas,Female,,,,,6.78
2014,per 100000 population,,Population of urban areas,Female,,,,,5.18
2015,per 100000 population,,Population of urban areas,Female,,,,,4.96
2016,per 100000 population,,Population of urban areas,Female,,,,,4.29
2017,per 100000 population,,Population of urban areas,Female,,,,,4.63
2018,per 100000 population,,Population of urban areas,Female,,,,,4.23
2010,per 100000 population,Akmola,Population of urban areas,Female,,,,,14.79
2011,per 100000 population,Akmola,Population of urban areas,Female,,,,,9.88
2012,per 100000 population,Akmola,Population of urban areas,Female,,,,,7.67
2013,per 100000 population,Akmola,Population of urban areas,Female,,,,,13.07
2014,per 100000 population,Akmola,Population of urban areas,Female,,,,,9.76
2015,per 100000 population,Akmola,Population of urban areas,Female,,,,,11.32
2016,per 100000 population,Akmola,Population of urban areas,Female,,,,,7.54
2017,per 100000 population,Akmola,Population of urban areas,Female,,,,,6.5
2018,per 100000 population,Akmola,Population of urban areas,Female,,,,,5.42
2010,per 100000 population,Aktobe,Population of urban areas,Female,,,,,3.2
2011,per 100000 population,Aktobe,Population of urban areas,Female,,,,,5.88
2012,per 100000 population,Aktobe,Population of urban areas,Female,,,,,6.59
2013,per 100000 population,Aktobe,Population of urban areas,Female,,,,,5.36
2014,per 100000 population,Aktobe,Population of urban areas,Female,,,,,3.38
2015,per 100000 population,Aktobe,Population of urban areas,Female,,,,,5.52
2016,per 100000 population,Aktobe,Population of urban areas,Female,,,,,6.14
2017,per 100000 population,Aktobe,Population of urban areas,Female,,,,,4.59
2018,per 100000 population,Aktobe,Population of urban areas,Female,,,,,4.4
2010,per 100000 population,Almaty,Population of urban areas,Female,,,,,5.68
2011,per 100000 population,Almaty,Population of urban areas,Female,,,,,7.77
2012,per 100000 population,Almaty,Population of urban areas,Female,,,,,8.93
2013,per 100000 population,Almaty,Population of urban areas,Female,,,,,8.81
2014,per 100000 population,Almaty,Population of urban areas,Female,,,,,5.5
2015,per 100000 population,Almaty,Population of urban areas,Female,,,,,7.35
2016,per 100000 population,Almaty,Population of urban areas,Female,,,,,6.88
2017,per 100000 population,Almaty,Population of urban areas,Female,,,,,6.94
2018,per 100000 population,Almaty,Population of urban areas,Female,,,,,4.58
2010,per 100000 population,Atyrau,Population of urban areas,Female,,,,,2.29
2011,per 100000 population,Atyrau,Population of urban areas,Female,,,,,1.49
2012,per 100000 population,Atyrau,Population of urban areas,Female,,,,,2.17
2013,per 100000 population,Atyrau,Population of urban areas,Female,,,,,7.17
2014,per 100000 population,Atyrau,Population of urban areas,Female,,,,,7.09
2015,per 100000 population,Atyrau,Population of urban areas,Female,,,,,4.81
2016,per 100000 population,Atyrau,Population of urban areas,Female,,,,,4.67
2017,per 100000 population,Atyrau,Population of urban areas,Female,,,,,4.57
2018,per 100000 population,Atyrau,Population of urban areas,Female,,,,,3.53
2010,per 100000 population,Batys Kazakhstan,Population of urban areas,Female,,,,,9.1
2011,per 100000 population,Batys Kazakhstan,Population of urban areas,Female,,,,,12.69
2012,per 100000 population,Batys Kazakhstan,Population of urban areas,Female,,,,,5.58
2013,per 100000 population,Batys Kazakhstan,Population of urban areas,Female,,,,,8.54
2014,per 100000 population,Batys Kazakhstan,Population of urban areas,Female,,,,,10.22
2015,per 100000 population,Batys Kazakhstan,Population of urban areas,Female,,,,,5.32
2016,per 100000 population,Batys Kazakhstan,Population of urban areas,Female,,,,,2.32
2017,per 100000 population,Batys Kazakhstan,Population of urban areas,Female,,,,,2.84
2018,per 100000 population,Batys Kazakhstan,Population of urban areas,Female,,,,,3.89
2010,per 100000 population,Zhambyl,Population of urban areas,Female,,,,,5.82
2011,per 100000 population,Zhambyl,Population of urban areas,Female,,,,,7.61
2012,per 100000 population,Zhambyl,Population of urban areas,Female,,,,,5.79
2013,per 100000 population,Zhambyl,Population of urban areas,Female,,,,,7.89
2014,per 100000 population,Zhambyl,Population of urban areas,Female,,,,,5.18
2015,per 100000 population,Zhambyl,Population of urban areas,Female,,,,,4.68
2016,per 100000 population,Zhambyl,Population of urban areas,Female,,,,,5.93
2017,per 100000 population,Zhambyl,Population of urban areas,Female,,,,,5.12
2018,per 100000 population,Zhambyl,Population of urban areas,Female,,,,,3.85
2010,per 100000 population,Karagandy,Population of urban areas,Female,,,,,12.06
2011,per 100000 population,Karagandy,Population of urban areas,Female,,,,,9.16
2012,per 100000 population,Karagandy,Population of urban areas,Female,,,,,10.15
2013,per 100000 population,Karagandy,Population of urban areas,Female,,,,,8.35
2014,per 100000 population,Karagandy,Population of urban areas,Female,,,,,9.31
2015,per 100000 population,Karagandy,Population of urban areas,Female,,,,,8.21
2016,per 100000 population,Karagandy,Population of urban areas,Female,,,,,6.31
2017,per 100000 population,Karagandy,Population of urban areas,Female,,,,,8.35
2018,per 100000 population,Karagandy,Population of urban areas,Female,,,,,6.14
2010,per 100000 population,Kostanay,Population of urban areas,Female,,,,,9.56
2011,per 100000 population,Kostanay,Population of urban areas,Female,,,,,10.34
2012,per 100000 population,Kostanay,Population of urban areas,Female,,,,,8.62
2013,per 100000 population,Kostanay,Population of urban areas,Female,,,,,9.76
2014,per 100000 population,Kostanay,Population of urban areas,Female,,,,,7.65
2015,per 100000 population,Kostanay,Population of urban areas,Female,,,,,9.15
2016,per 100000 population,Kostanay,Population of urban areas,Female,,,,,7.89
2017,per 100000 population,Kostanay,Population of urban areas,Female,,,,,5.5
2018,per 100000 population,Kostanay,Population of urban areas,Female,,,,,7.41
2010,per 100000 population,Kyzylorda,Population of urban areas,Female,,,,,2.65
2011,per 100000 population,Kyzylorda,Population of urban areas,Female,,,,,2.61
2012,per 100000 population,Kyzylorda,Population of urban areas,Female,,,,,3.83
2013,per 100000 population,Kyzylorda,Population of urban areas,Female,,,,,8.1
2014,per 100000 population,Kyzylorda,Population of urban areas,Female,,,,,5.48
2015,per 100000 population,Kyzylorda,Population of urban areas,Female,,,,,2.38
2016,per 100000 population,Kyzylorda,Population of urban areas,Female,,,,,2.32
2017,per 100000 population,Kyzylorda,Population of urban areas,Female,,,,,1.71
2018,per 100000 population,Kyzylorda,Population of urban areas,Female,,,,,2.81
2010,per 100000 population,Mangistau,Population of urban areas,Female,,,,,3.56
2011,per 100000 population,Mangistau,Population of urban areas,Female,,,,,6.98
2012,per 100000 population,Mangistau,Population of urban areas,Female,,,,,2.05
2013,per 100000 population,Mangistau,Population of urban areas,Female,,,,,6.04
2014,per 100000 population,Mangistau,Population of urban areas,Female,,,,,2.82
2015,per 100000 population,Mangistau,Population of urban areas,Female,,,,,2.23
2016,per 100000 population,Mangistau,Population of urban areas,Female,,,,,5.5
2017,per 100000 population,Mangistau,Population of urban areas,Female,,,,,5.91
2018,per 100000 population,Mangistau,Population of urban areas,Female,,,,,2.96
2010,per 100000 population,Ontustik Kazakhstan,Population of urban areas,Female,,,,,5.97
2011,per 100000 population,Ontustik Kazakhstan,Population of urban areas,Female,,,,,4.55
2012,per 100000 population,Ontustik Kazakhstan,Population of urban areas,Female,,,,,6.14
2013,per 100000 population,Ontustik Kazakhstan,Population of urban areas,Female,,,,,6.94
2014,per 100000 population,Ontustik Kazakhstan,Population of urban areas,Female,,,,,2.85
2015,per 100000 population,Ontustik Kazakhstan,Population of urban areas,Female,,,,,3.08
2016,per 100000 population,Ontustik Kazakhstan,Population of urban areas,Female,,,,,2.72
2017,per 100000 population,Ontustik Kazakhstan,Population of urban areas,Female,,,,,5.31
2010,per 100000 population,Pavlodar,Population of urban areas,Female,,,,,6.89
2011,per 100000 population,Pavlodar,Population of urban areas,Female,,,,,10.46
2012,per 100000 population,Pavlodar,Population of urban areas,Female,,,,,7.17
2013,per 100000 population,Pavlodar,Population of urban areas,Female,,,,,8.88
2014,per 100000 population,Pavlodar,Population of urban areas,Female,,,,,5.27
2015,per 100000 population,Pavlodar,Population of urban areas,Female,,,,,2.44
2016,per 100000 population,Pavlodar,Population of urban areas,Female,,,,,0.69
2017,per 100000 population,Pavlodar,Population of urban areas,Female,,,,,2.43
2018,per 100000 population,Pavlodar,Population of urban areas,Female,,,,,2.44
2010,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Female,,,,,6.13
2011,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Female,,,,,3.82
2012,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Female,,,,,0.0
2013,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Female,,,,,0.0
2014,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Female,,,,,1.51
2015,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Female,,,,,5.94
2016,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Female,,,,,3.67
2017,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Female,,,,,2.2
2018,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Female,,,,,0.0
2018,per 100000 population,Turkistan,Population of urban areas,Female,,,,,8.28
2010,per 100000 population,Shygys Kazakhstan,Population of urban areas,Female,,,,,10.32
2011,per 100000 population,Shygys Kazakhstan,Population of urban areas,Female,,,,,8.68
2012,per 100000 population,Shygys Kazakhstan,Population of urban areas,Female,,,,,8.19
2013,per 100000 population,Shygys Kazakhstan,Population of urban areas,Female,,,,,8.59
2014,per 100000 population,Shygys Kazakhstan,Population of urban areas,Female,,,,,8.31
2015,per 100000 population,Shygys Kazakhstan,Population of urban areas,Female,,,,,8.03
2016,per 100000 population,Shygys Kazakhstan,Population of urban areas,Female,,,,,6.65
2017,per 100000 population,Shygys Kazakhstan,Population of urban areas,Female,,,,,8.38
2018,per 100000 population,Shygys Kazakhstan,Population of urban areas,Female,,,,,5.71
2010,per 100000 population,Nur-Sultan city,Population of urban areas,Female,,,,,4.34
2011,per 100000 population,Nur-Sultan city,Population of urban areas,Female,,,,,3.77
2012,per 100000 population,Nur-Sultan city,Population of urban areas,Female,,,,,3.05
2013,per 100000 population,Nur-Sultan city,Population of urban areas,Female,,,,,4.37
2014,per 100000 population,Nur-Sultan city,Population of urban areas,Female,,,,,2.78
2015,per 100000 population,Nur-Sultan city,Population of urban areas,Female,,,,,4.03
2016,per 100000 population,Nur-Sultan city,Population of urban areas,Female,,,,,3.14
2017,per 100000 population,Nur-Sultan city,Population of urban areas,Female,,,,,3.08
2018,per 100000 population,Nur-Sultan city,Population of urban areas,Female,,,,,3.65
2010,per 100000 population,Almaty city,Population of urban areas,Female,,,,,3.29
2011,per 100000 population,Almaty city,Population of urban areas,Female,,,,,2.57
2012,per 100000 population,Almaty city,Population of urban areas,Female,,,,,2.14
2013,per 100000 population,Almaty city,Population of urban areas,Female,,,,,2.83
2014,per 100000 population,Almaty city,Population of urban areas,Female,,,,,1.9
2015,per 100000 population,Almaty city,Population of urban areas,Female,,,,,1.43
2016,per 100000 population,Almaty city,Population of urban areas,Female,,,,,2.03
2017,per 100000 population,Almaty city,Population of urban areas,Female,,,,,1.35
2018,per 100000 population,Almaty city,Population of urban areas,Female,,,,,3.42
2018,per 100000 population,Shymkent city,Population of urban areas,Female,,,,,2.55
2010,per 100000 population,,Population of rural areas,Female,,,,,8.73
2011,per 100000 population,,Population of rural areas,Female,,,,,8.11
2012,per 100000 population,,Population of rural areas,Female,,,,,7.55
2013,per 100000 population,,Population of rural areas,Female,,,,,8.85
2014,per 100000 population,,Population of rural areas,Female,,,,,7.79
2015,per 100000 population,,Population of rural areas,Female,,,,,7.21
2016,per 100000 population,,Population of rural areas,Female,,,,,5.96
2017,per 100000 population,,Population of rural areas,Female,,,,,6.41
2018,per 100000 population,,Population of rural areas,Female,,,,,4.5
2010,per 100000 population,Akmola,Population of rural areas,Female,,,,,12.64
2011,per 100000 population,Akmola,Population of rural areas,Female,,,,,14.73
2012,per 100000 population,Akmola,Population of rural areas,Female,,,,,12.24
2013,per 100000 population,Akmola,Population of rural areas,Female,,,,,14.8
2014,per 100000 population,Akmola,Population of rural areas,Female,,,,,10.71
2015,per 100000 population,Akmola,Population of rural areas,Female,,,,,12.68
2016,per 100000 population,Akmola,Population of rural areas,Female,,,,,7.14
2017,per 100000 population,Akmola,Population of rural areas,Female,,,,,10.25
2018,per 100000 population,Akmola,Population of rural areas,Female,,,,,6.12
2010,per 100000 population,Aktobe,Population of rural areas,Female,,,,,8.01
2011,per 100000 population,Aktobe,Population of rural areas,Female,,,,,5.32
2012,per 100000 population,Aktobe,Population of rural areas,Female,,,,,3.95
2013,per 100000 population,Aktobe,Population of rural areas,Female,,,,,8.43
2014,per 100000 population,Aktobe,Population of rural areas,Female,,,,,9.62
2015,per 100000 population,Aktobe,Population of rural areas,Female,,,,,3.19
2016,per 100000 population,Aktobe,Population of rural areas,Female,,,,,3.82
2017,per 100000 population,Aktobe,Population of rural areas,Female,,,,,7.67
2018,per 100000 population,Aktobe,Population of rural areas,Female,,,,,3.15
2010,per 100000 population,Almaty,Population of rural areas,Female,,,,,7.96
2011,per 100000 population,Almaty,Population of rural areas,Female,,,,,6.43
2012,per 100000 population,Almaty,Population of rural areas,Female,,,,,6.3
2013,per 100000 population,Almaty,Population of rural areas,Female,,,,,8.92
2014,per 100000 population,Almaty,Population of rural areas,Female,,,,,7.85
2015,per 100000 population,Almaty,Population of rural areas,Female,,,,,8.0
2016,per 100000 population,Almaty,Population of rural areas,Female,,,,,7.2
2017,per 100000 population,Almaty,Population of rural areas,Female,,,,,6.91
2018,per 100000 population,Almaty,Population of rural areas,Female,,,,,4.72
2010,per 100000 population,Atyrau,Population of rural areas,Female,,,,,7.27
2011,per 100000 population,Atyrau,Population of rural areas,Female,,,,,3.58
2012,per 100000 population,Atyrau,Population of rural areas,Female,,,,,2.82
2013,per 100000 population,Atyrau,Population of rural areas,Female,,,,,6.82
2014,per 100000 population,Atyrau,Population of rural areas,Female,,,,,5.28
2015,per 100000 population,Atyrau,Population of rural areas,Female,,,,,8.46
2016,per 100000 population,Atyrau,Population of rural areas,Female,,,,,4.5
2017,per 100000 population,Atyrau,Population of rural areas,Female,,,,,4.41
2018,per 100000 population,Atyrau,Population of rural areas,Female,,,,,1.35
2010,per 100000 population,Batys Kazakhstan,Population of rural areas,Female,,,,,11.88
2011,per 100000 population,Batys Kazakhstan,Population of rural areas,Female,,,,,10.74
2012,per 100000 population,Batys Kazakhstan,Population of rural areas,Female,,,,,8.92
2013,per 100000 population,Batys Kazakhstan,Population of rural areas,Female,,,,,6.36
2014,per 100000 population,Batys Kazakhstan,Population of rural areas,Female,,,,,6.33
