Year,Units,Жынысы,Өңірлер,Аймақ,Білім беру,Отбасылық жағдайы,азаматтығы,GeoCode,Value
2011,1000 туылғанға,ұлдар,Шығыс Қазақстан,сельское население,,,,,22.05
2012,1000 туылғанға,ұлдар,Шығыс Қазақстан,сельское население,,,,,17.01
2013,1000 туылғанға,ұлдар,Шығыс Қазақстан,сельское население,,,,,16.54
2014,1000 туылғанға,ұлдар,Шығыс Қазақстан,сельское население,,,,,10.55
2015,1000 туылғанға,ұлдар,Шығыс Қазақстан,сельское население,,,,,10.68
2016,1000 туылғанға,ұлдар,Шығыс Қазақстан,сельское население,,,,,10.66
2017,1000 туылғанға,ұлдар,Шығыс Қазақстан,сельское население,,,,,9.87
2018,1000 туылғанға,ұлдар,Шығыс Қазақстан,сельское население,,,,,7.81
2010,1000 туылғанға,қыздар,,,,,,,14.56
2011,1000 туылғанға,қыздар,,,,,,,13.03
2012,1000 туылғанға,қыздар,,,,,,,11.88
2013,1000 туылғанға,қыздар,,,,,,,10.03
2014,1000 туылғанға,қыздар,,,,,,,8.79
2015,1000 туылғанға,қыздар,,,,,,,8.3
2016,1000 туылғанға,қыздар,,,,,,,7.61
2017,1000 туылғанға,қыздар,,,,,,,7.06
2018,1000 туылғанға,қыздар,,,,,,,6.74
2010,1000 туылғанға,қыздар,Ақмола,,,,,,11.09
2011,1000 туылғанға,қыздар,Ақмола,,,,,,13.51
2012,1000 туылғанға,қыздар,Ақмола,,,,,,10.63
2013,1000 туылғанға,қыздар,Ақмола,,,,,,10.0
2014,1000 туылғанға,қыздар,Ақмола,,,,,,7.85
2015,1000 туылғанға,қыздар,Ақмола,,,,,,8.12
2016,1000 туылғанға,қыздар,Ақмола,,,,,,6.94
2017,1000 туылғанға,қыздар,Ақмола,,,,,,6.87
2018,1000 туылғанға,қыздар,Ақмола,,,,,,5.64
2010,1000 туылғанға,қыздар,Ақтөбе,,,,,,14.28
2011,1000 туылғанға,қыздар,Ақтөбе,,,,,,8.95
2012,1000 туылғанға,қыздар,Ақтөбе,,,,,,13.14
2013,1000 туылғанға,қыздар,Ақтөбе,,,,,,9.55
2014,1000 туылғанға,қыздар,Ақтөбе,,,,,,9.67
2015,1000 туылғанға,қыздар,Ақтөбе,,,,,,8.57
2016,1000 туылғанға,қыздар,Ақтөбе,,,,,,7.1
2017,1000 туылғанға,қыздар,Ақтөбе,,,,,,8.05
2018,1000 туылғанға,қыздар,Ақтөбе,,,,,,7.39
2010,1000 туылғанға,қыздар,Алматы,,,,,,11.42
2011,1000 туылғанға,қыздар,Алматы,,,,,,10.22
2012,1000 туылғанға,қыздар,Алматы,,,,,,9.25
2013,1000 туылғанға,қыздар,Алматы,,,,,,7.61
2014,1000 туылғанға,қыздар,Алматы,,,,,,7.98
2015,1000 туылғанға,қыздар,Алматы,,,,,,6.75
2016,1000 туылғанға,қыздар,Алматы,,,,,,6.68
2017,1000 туылғанға,қыздар,Алматы,,,,,,6.59
2018,1000 туылғанға,қыздар,Алматы,,,,,,5.96
2010,1000 туылғанға,қыздар,Атырау,,,,,,15.35
2011,1000 туылғанға,қыздар,Атырау,,,,,,15.42
2012,1000 туылғанға,қыздар,Атырау,,,,,,15.68
2013,1000 туылғанға,қыздар,Атырау,,,,,,9.38
2014,1000 туылғанға,қыздар,Атырау,,,,,,8.75
2015,1000 туылғанға,қыздар,Атырау,,,,,,8.04
2016,1000 туылғанға,қыздар,Атырау,,,,,,9.28
2017,1000 туылғанға,қыздар,Атырау,,,,,,6.64
2018,1000 туылғанға,қыздар,Атырау,,,,,,8.8
2010,1000 туылғанға,қыздар,Батыс Қазақстан,,,,,,13.51
2011,1000 туылғанға,қыздар,Батыс Қазақстан,,,,,,10.96
2012,1000 туылғанға,қыздар,Батыс Қазақстан,,,,,,7.21
2013,1000 туылғанға,қыздар,Батыс Қазақстан,,,,,,5.8
2014,1000 туылғанға,қыздар,Батыс Қазақстан,,,,,,8.13
2015,1000 туылғанға,қыздар,Батыс Қазақстан,,,,,,8.59
2016,1000 туылғанға,қыздар,Батыс Қазақстан,,,,,,6.71
2017,1000 туылғанға,қыздар,Батыс Қазақстан,,,,,,6.25
2018,1000 туылғанға,қыздар,Батыс Қазақстан,,,,,,4.59
2010,1000 туылғанға,қыздар,Жамбыл,,,,,,13.79
2011,1000 туылғанға,қыздар,Жамбыл,,,,,,13.94
2012,1000 туылғанға,қыздар,Жамбыл,,,,,,11.54
2013,1000 туылғанға,қыздар,Жамбыл,,,,,,13.11
2014,1000 туылғанға,қыздар,Жамбыл,,,,,,9.73
2015,1000 туылғанға,қыздар,Жамбыл,,,,,,9.72
2016,1000 туылғанға,қыздар,Жамбыл,,,,,,7.42
2017,1000 туылғанға,қыздар,Жамбыл,,,,,,6.47
2018,1000 туылғанға,қыздар,Жамбыл,,,,,,6.21
2010,1000 туылғанға,қыздар,Қарағанды,,,,,,12.92
2011,1000 туылғанға,қыздар,Қарағанды,,,,,,9.36
2012,1000 туылғанға,қыздар,Қарағанды,,,,,,10.67
2013,1000 туылғанға,қыздар,Қарағанды,,,,,,8.66
2014,1000 туылғанға,қыздар,Қарағанды,,,,,,7.03
2015,1000 туылғанға,қыздар,Қарағанды,,,,,,6.78
2016,1000 туылғанға,қыздар,Қарағанды,,,,,,6.75
2017,1000 туылғанға,қыздар,Қарағанды,,,,,,6.59
2018,1000 туылғанға,қыздар,Қарағанды,,,,,,5.91
2010,1000 туылғанға,қыздар,Қостанай,,,,,,10.56
2011,1000 туылғанға,қыздар,Қостанай,,,,,,11.03
2012,1000 туылғанға,қыздар,Қостанай,,,,,,12.11
2013,1000 туылғанға,қыздар,Қостанай,,,,,,10.21
2014,1000 туылғанға,қыздар,Қостанай,,,,,,10.72
2015,1000 туылғанға,қыздар,Қостанай,,,,,,9.54
2016,1000 туылғанға,қыздар,Қостанай,,,,,,9.25
2017,1000 туылғанға,қыздар,Қостанай,,,,,,8.29
2018,1000 туылғанға,қыздар,Қостанай,,,,,,7.93
2010,1000 туылғанға,қыздар,Қызылорда,,,,,,20.89
2011,1000 туылғанға,қыздар,Қызылорда,,,,,,16.14
2012,1000 туылғанға,қыздар,Қызылорда,,,,,,16.31
2013,1000 туылғанға,қыздар,Қызылорда,,,,,,14.12
2014,1000 туылғанға,қыздар,Қызылорда,,,,,,11.71
2015,1000 туылғанға,қыздар,Қызылорда,,,,,,9.62
2016,1000 туылғанға,қыздар,Қызылорда,,,,,,9.3
2017,1000 туылғанға,қыздар,Қызылорда,,,,,,8.18
2018,1000 туылғанға,қыздар,Қызылорда,,,,,,7.35
2010,1000 туылғанға,қыздар,Маңғыстау,,,,,,19.2
2011,1000 туылғанға,қыздар,Маңғыстау,,,,,,16.4
2012,1000 туылғанға,қыздар,Маңғыстау,,,,,,12.5
2013,1000 туылғанға,қыздар,Маңғыстау,,,,,,8.8
2014,1000 туылғанға,қыздар,Маңғыстау,,,,,,7.54
2015,1000 туылғанға,қыздар,Маңғыстау,,,,,,7.22
2016,1000 туылғанға,қыздар,Маңғыстау,,,,,,8.41
2017,1000 туылғанға,қыздар,Маңғыстау,,,,,,6.29
2018,1000 туылғанға,қыздар,Маңғыстау,,,,,,9.38
2010,1000 туылғанға,қыздар,Оңтүстік Қазақстан,,,,,,17.14
2011,1000 туылғанға,қыздар,Оңтүстік Қазақстан,,,,,,14.77
2012,1000 туылғанға,қыздар,Оңтүстік Қазақстан,,,,,,13.2
2013,1000 туылғанға,қыздар,Оңтүстік Қазақстан,,,,,,11.82
2014,1000 туылғанға,қыздар,Оңтүстік Қазақстан,,,,,,9.85
2015,1000 туылғанға,қыздар,Оңтүстік Қазақстан,,,,,,9.7
2016,1000 туылғанға,қыздар,Оңтүстік Қазақстан,,,,,,8.43
2017,1000 туылғанға,қыздар,Оңтүстік Қазақстан,,,,,,8.35
2018,1000 туылғанға,қыздар,Оңтүстік Қазақстан,,,,,,7.1
2010,1000 туылғанға,қыздар,Павлодар,,,,,,11.09
2011,1000 туылғанға,қыздар,Павлодар,,,,,,12.98
2012,1000 туылғанға,қыздар,Павлодар,,,,,,7.84
2013,1000 туылғанға,қыздар,Павлодар,,,,,,7.19
2014,1000 туылғанға,қыздар,Павлодар,,,,,,8.22
2015,1000 туылғанға,қыздар,Павлодар,,,,,,6.37
2016,1000 туылғанға,қыздар,Павлодар,,,,,,7.21
2017,1000 туылғанға,қыздар,Павлодар,,,,,,6.35
2018,1000 туылғанға,қыздар,Павлодар,,,,,,4.99
2010,1000 туылғанға,қыздар,Солтүстік Қазақстан,,,,,,11.94
2011,1000 туылғанға,қыздар,Солтүстік Қазақстан,,,,,,9.32
2012,1000 туылғанға,қыздар,Солтүстік Қазақстан,,,,,,9.65
2013,1000 туылғанға,қыздар,Солтүстік Қазақстан,,,,,,10.43
2014,1000 туылғанға,қыздар,Солтүстік Қазақстан,,,,,,7.48
2015,1000 туылғанға,қыздар,Солтүстік Қазақстан,,,,,,7.92
2016,1000 туылғанға,қыздар,Солтүстік Қазақстан,,,,,,5.86
2017,1000 туылғанға,қыздар,Солтүстік Қазақстан,,,,,,9.27
2018,1000 туылғанға,қыздар,Солтүстік Қазақстан,,,,,,7.41
2018,1000 туылғанға,қыздар,Түркістан,,,,,,7.19
2010,1000 туылғанға,қыздар,Шығыс Қазақстан,,,,,,17.69
2011,1000 туылғанға,қыздар,Шығыс Қазақстан,,,,,,14.73
2012,1000 туылғанға,қыздар,Шығыс Қазақстан,,,,,,15.03
2013,1000 туылғанға,қыздар,Шығыс Қазақстан,,,,,,11.53
2014,1000 туылғанға,қыздар,Шығыс Қазақстан,,,,,,10.59
2015,1000 туылғанға,қыздар,Шығыс Қазақстан,,,,,,8.46
2016,1000 туылғанға,қыздар,Шығыс Қазақстан,,,,,,8.81
2017,1000 туылғанға,қыздар,Шығыс Қазақстан,,,,,,6.5
2018,1000 туылғанға,қыздар,Шығыс Қазақстан,,,,,,7.48
2010,1000 туылғанға,қыздар,Нұр-Сұлтан қаласы,,,,,,9.48
2011,1000 туылғанға,қыздар,Нұр-Сұлтан қаласы,,,,,,10.48
2012,1000 туылғанға,қыздар,Нұр-Сұлтан қаласы,,,,,,9.75
2013,1000 туылғанға,қыздар,Нұр-Сұлтан қаласы,,,,,,8.72
2014,1000 туылғанға,қыздар,Нұр-Сұлтан қаласы,,,,,,5.94
2015,1000 туылғанға,қыздар,Нұр-Сұлтан қаласы,,,,,,6.69
2016,1000 туылғанға,қыздар,Нұр-Сұлтан қаласы,,,,,,6.49
2017,1000 туылғанға,қыздар,Нұр-Сұлтан қаласы,,,,,,5.39
2018,1000 туылғанға,қыздар,Нұр-Сұлтан қаласы,,,,,,4.54
2010,1000 туылғанға,қыздар,Алматы қаласы,,,,,,14.08
2011,1000 туылғанға,қыздар,Алматы қаласы,,,,,,15.42
2012,1000 туылғанға,қыздар,Алматы қаласы,,,,,,11.43
2013,1000 туылғанға,қыздар,Алматы қаласы,,,,,,8.54
2014,1000 туылғанға,қыздар,Алматы қаласы,,,,,,7.28
2015,1000 туылғанға,қыздар,Алматы қаласы,,,,,,8.25
2016,1000 туылғанға,қыздар,Алматы қаласы,,,,,,6.39
2017,1000 туылғанға,қыздар,Алматы қаласы,,,,,,6.42
2018,1000 туылғанға,қыздар,Алматы қаласы,,,,,,7.32
2018,1000 туылғанға,қыздар,Шымкент қаласы,,,,,,7.04
2010,1000 туылғанға,қыздар,,городское население,,,,,14.55
2011,1000 туылғанға,қыздар,,городское население,,,,,13.31
2012,1000 туылғанға,қыздар,,городское население,,,,,11.99
2013,1000 туылғанға,қыздар,,городское население,,,,,10.33
2014,1000 туылғанға,қыздар,,городское население,,,,,9.09
2015,1000 туылғанға,қыздар,,городское население,,,,,8.62
2016,1000 туылғанға,қыздар,,городское население,,,,,7.34
2017,1000 туылғанға,қыздар,,городское население,,,,,6.96
2018,1000 туылғанға,қыздар,,городское население,,,,,6.51
2010,1000 туылғанға,қыздар,Ақмола,городское население,,,,,10.79
2011,1000 туылғанға,қыздар,Ақмола,городское население,,,,,15.14
2012,1000 туылғанға,қыздар,Ақмола,городское население,,,,,12.79
2013,1000 туылғанға,қыздар,Ақмола,городское население,,,,,13.38
2014,1000 туылғанға,қыздар,Ақмола,городское население,,,,,7.32
2015,1000 туылғанға,қыздар,Ақмола,городское население,,,,,9.21
2016,1000 туылғанға,қыздар,Ақмола,городское население,,,,,6.15
2017,1000 туылғанға,қыздар,Ақмола,городское население,,,,,6.93
2018,1000 туылғанға,қыздар,Ақмола,городское население,,,,,6.15
2010,1000 туылғанға,қыздар,Ақтөбе,городское население,,,,,14.74
2011,1000 туылғанға,қыздар,Ақтөбе,городское население,,,,,7.78
2012,1000 туылғанға,қыздар,Ақтөбе,городское население,,,,,14.27
2013,1000 туылғанға,қыздар,Ақтөбе,городское население,,,,,10.39
2014,1000 туылғанға,қыздар,Ақтөбе,городское население,,,,,10.57
2015,1000 туылғанға,қыздар,Ақтөбе,городское население,,,,,8.84
2016,1000 туылғанға,қыздар,Ақтөбе,городское население,,,,,6.48
2017,1000 туылғанға,қыздар,Ақтөбе,городское население,,,,,7.66
2018,1000 туылғанға,қыздар,Ақтөбе,городское население,,,,,7.26
2010,1000 туылғанға,қыздар,Алматы,городское население,,,,,12.16
2011,1000 туылғанға,қыздар,Алматы,городское население,,,,,11.48
2012,1000 туылғанға,қыздар,Алматы,городское население,,,,,11.04
2013,1000 туылғанға,қыздар,Алматы,городское население,,,,,7.41
2014,1000 туылғанға,қыздар,Алматы,городское население,,,,,9.04
2015,1000 туылғанға,қыздар,Алматы,городское население,,,,,7.61
2016,1000 туылғанға,қыздар,Алматы,городское население,,,,,6.61
2017,1000 туылғанға,қыздар,Алматы,городское население,,,,,5.52
2018,1000 туылғанға,қыздар,Алматы,городское население,,,,,6.2
2010,1000 туылғанға,қыздар,Атырау,городское население,,,,,13.84
2011,1000 туылғанға,қыздар,Атырау,городское население,,,,,13.21
2012,1000 туылғанға,қыздар,Атырау,городское население,,,,,15.73
2013,1000 туылғанға,қыздар,Атырау,городское население,,,,,8.22
2014,1000 туылғанға,қыздар,Атырау,городское население,,,,,8.13
2015,1000 туылғанға,қыздар,Атырау,городское население,,,,,6.43
2016,1000 туылғанға,қыздар,Атырау,городское население,,,,,10.34
2017,1000 туылғанға,қыздар,Атырау,городское население,,,,,7.6
2018,1000 туылғанға,қыздар,Атырау,городское население,,,,,9.32
2010,1000 туылғанға,қыздар,Батыс Қазақстан,городское население,,,,,15.07
2011,1000 туылғанға,қыздар,Батыс Қазақстан,городское население,,,,,11.03
2012,1000 туылғанға,қыздар,Батыс Қазақстан,городское население,,,,,5.48
2013,1000 туылғанға,қыздар,Батыс Қазақстан,городское население,,,,,6.07
2014,1000 туылғанға,қыздар,Батыс Қазақстан,городское население,,,,,9.9
2015,1000 туылғанға,қыздар,Батыс Қазақстан,городское население,,,,,9.74
2016,1000 туылғанға,қыздар,Батыс Қазақстан,городское население,,,,,6.27
2017,1000 туылғанға,қыздар,Батыс Қазақстан,городское население,,,,,7.57
2018,1000 туылғанға,қыздар,Батыс Қазақстан,городское население,,,,,4.34
2010,1000 туылғанға,қыздар,Жамбыл,городское население,,,,,15.38
2011,1000 туылғанға,қыздар,Жамбыл,городское население,,,,,14.76
2012,1000 туылғанға,қыздар,Жамбыл,городское население,,,,,11.82
2013,1000 туылғанға,қыздар,Жамбыл,городское население,,,,,18.93
2014,1000 туылғанға,қыздар,Жамбыл,городское население,,,,,13.49
2015,1000 туылғанға,қыздар,Жамбыл,городское население,,,,,13.42
2016,1000 туылғанға,қыздар,Жамбыл,городское население,,,,,8.51
2017,1000 туылғанға,қыздар,Жамбыл,городское население,,,,,6.92
2018,1000 туылғанға,қыздар,Жамбыл,городское население,,,,,5.27
2010,1000 туылғанға,қыздар,Қарағанды,городское население,,,,,12.22
2011,1000 туылғанға,қыздар,Қарағанды,городское население,,,,,8.36
2012,1000 туылғанға,қыздар,Қарағанды,городское население,,,,,10.17
2013,1000 туылғанға,қыздар,Қарағанды,городское население,,,,,9.04
2014,1000 туылғанға,қыздар,Қарағанды,городское население,,,,,6.67
2015,1000 туылғанға,қыздар,Қарағанды,городское население,,,,,6.6
2016,1000 туылғанға,қыздар,Қарағанды,городское население,,,,,6.88
2017,1000 туылғанға,қыздар,Қарағанды,городское население,,,,,6.76
2018,1000 туылғанға,қыздар,Қарағанды,городское население,,,,,5.59
2010,1000 туылғанға,қыздар,Қостанай,городское население,,,,,11.5
2011,1000 туылғанға,қыздар,Қостанай,городское население,,,,,10.49
2012,1000 туылғанға,қыздар,Қостанай,городское население,,,,,11.25
2013,1000 туылғанға,қыздар,Қостанай,городское население,,,,,8.36
2014,1000 туылғанға,қыздар,Қостанай,городское население,,,,,10.36
2015,1000 туылғанға,қыздар,Қостанай,городское население,,,,,10.53
2016,1000 туылғанға,қыздар,Қостанай,городское население,,,,,9.66
2017,1000 туылғанға,қыздар,Қостанай,городское население,,,,,8.75
2018,1000 туылғанға,қыздар,Қостанай,городское население,,,,,7.43
2010,1000 туылғанға,қыздар,Қызылорда,городское население,,,,,19.78
2011,1000 туылғанға,қыздар,Қызылорда,городское население,,,,,16.6
2012,1000 туылғанға,қыздар,Қызылорда,городское население,,,,,14.87
2013,1000 туылғанға,қыздар,Қызылорда,городское население,,,,,14.99
2014,1000 туылғанға,қыздар,Қызылорда,городское население,,,,,12.63
2015,1000 туылғанға,қыздар,Қызылорда,городское население,,,,,10.57
2016,1000 туылғанға,қыздар,Қызылорда,городское население,,,,,10.95
2017,1000 туылғанға,қыздар,Қызылорда,городское население,,,,,8.67
2018,1000 туылғанға,қыздар,Қызылорда,городское население,,,,,8.17
2010,1000 туылғанға,қыздар,Маңғыстау,городское население,,,,,19.02
2011,1000 туылғанға,қыздар,Маңғыстау,городское население,,,,,16.61
2012,1000 туылғанға,қыздар,Маңғыстау,городское население,,,,,12.21
2013,1000 туылғанға,қыздар,Маңғыстау,городское население,,,,,8.84
2014,1000 туылғанға,қыздар,Маңғыстау,городское население,,,,,7.93
2015,1000 туылғанға,қыздар,Маңғыстау,городское население,,,,,7.26
2016,1000 туылғанға,қыздар,Маңғыстау,городское население,,,,,6.88
2017,1000 туылғанға,қыздар,Маңғыстау,городское население,,,,,4.98
2018,1000 туылғанға,қыздар,Маңғыстау,городское население,,,,,8.43
2010,1000 туылғанға,қыздар,Оңтүстік Қазақстан,городское население,,,,,18.45
2011,1000 туылғанға,қыздар,Оңтүстік Қазақстан,городское население,,,,,18.44
2012,1000 туылғанға,қыздар,Оңтүстік Қазақстан,городское население,,,,,13.77
2013,1000 туылғанға,қыздар,Оңтүстік Қазақстан,городское население,,,,,12.85
2014,1000 туылғанға,қыздар,Оңтүстік Қазақстан,городское население,,,,,11.33
2015,1000 туылғанға,қыздар,Оңтүстік Қазақстан,городское население,,,,,10.14
2016,1000 туылғанға,қыздар,Оңтүстік Қазақстан,городское население,,,,,7.51
2017,1000 туылғанға,қыздар,Оңтүстік Қазақстан,городское население,,,,,8.75
2018,1000 туылғанға,қыздар,Оңтүстік Қазақстан,городское население,,,,,6.75
2010,1000 туылғанға,қыздар,Павлодар,городское население,,,,,11.84
2011,1000 туылғанға,қыздар,Павлодар,городское население,,,,,10.46
2012,1000 туылғанға,қыздар,Павлодар,городское население,,,,,7.24
2013,1000 туылғанға,қыздар,Павлодар,городское население,,,,,7.45
2014,1000 туылғанға,қыздар,Павлодар,городское население,,,,,8.27
2015,1000 туылғанға,қыздар,Павлодар,городское население,,,,,6.4
2016,1000 туылғанға,қыздар,Павлодар,городское население,,,,,7.57
2017,1000 туылғанға,қыздар,Павлодар,городское население,,,,,6.73
2018,1000 туылғанға,қыздар,Павлодар,городское население,,,,,5.41
2010,1000 туылғанға,қыздар,Солтүстік Қазақстан,городское население,,,,,10.92
2011,1000 туылғанға,қыздар,Солтүстік Қазақстан,городское население,,,,,6.62
2012,1000 туылғанға,қыздар,Солтүстік Қазақстан,городское население,,,,,11.84
2013,1000 туылғанға,қыздар,Солтүстік Қазақстан,городское население,,,,,8.66
2014,1000 туылғанға,қыздар,Солтүстік Қазақстан,городское население,,,,,7.61
2015,1000 туылғанға,қыздар,Солтүстік Қазақстан,городское население,,,,,7.54
2016,1000 туылғанға,қыздар,Солтүстік Қазақстан,городское население,,,,,6.0
2017,1000 туылғанға,қыздар,Солтүстік Қазақстан,городское население,,,,,11.22
2018,1000 туылғанға,қыздар,Солтүстік Қазақстан,городское население,,,,,8.09
2018,1000 туылғанға,қыздар,Түркістан,городское население,,,,,6.4
2010,1000 туылғанға,қыздар,Шығыс Қазақстан,городское население,,,,,18.03
2011,1000 туылғанға,қыздар,Шығыс Қазақстан,городское население,,,,,14.67
2012,1000 туылғанға,қыздар,Шығыс Қазақстан,городское население,,,,,15.53
2013,1000 туылғанға,қыздар,Шығыс Қазақстан,городское население,,,,,11.19
2014,1000 туылғанға,қыздар,Шығыс Қазақстан,городское население,,,,,10.65
2015,1000 туылғанға,қыздар,Шығыс Қазақстан,городское население,,,,,9.35
2016,1000 туылғанға,қыздар,Шығыс Қазақстан,городское население,,,,,8.1
2017,1000 туылғанға,қыздар,Шығыс Қазақстан,городское население,,,,,5.09
2018,1000 туылғанға,қыздар,Шығыс Қазақстан,городское население,,,,,6.63
2010,1000 туылғанға,қыздар,Нұр-Сұлтан қаласы,городское население,,,,,9.48
2011,1000 туылғанға,қыздар,Нұр-Сұлтан қаласы,городское население,,,,,10.48
2012,1000 туылғанға,қыздар,Нұр-Сұлтан қаласы,городское население,,,,,9.75
2013,1000 туылғанға,қыздар,Нұр-Сұлтан қаласы,городское население,,,,,8.72
2014,1000 туылғанға,қыздар,Нұр-Сұлтан қаласы,городское население,,,,,5.94
2015,1000 туылғанға,қыздар,Нұр-Сұлтан қаласы,городское население,,,,,6.69
2016,1000 туылғанға,қыздар,Нұр-Сұлтан қаласы,городское население,,,,,6.49
2017,1000 туылғанға,қыздар,Нұр-Сұлтан қаласы,городское население,,,,,5.39
2018,1000 туылғанға,қыздар,Нұр-Сұлтан қаласы,городское население,,,,,4.54
2010,1000 туылғанға,қыздар,Алматы қаласы,городское население,,,,,14.08
2011,1000 туылғанға,қыздар,Алматы қаласы,городское население,,,,,15.42
2012,1000 туылғанға,қыздар,Алматы қаласы,городское население,,,,,11.43
2013,1000 туылғанға,қыздар,Алматы қаласы,городское население,,,,,8.54
2014,1000 туылғанға,қыздар,Алматы қаласы,городское население,,,,,7.28
2015,1000 туылғанға,қыздар,Алматы қаласы,городское население,,,,,8.25
2016,1000 туылғанға,қыздар,Алматы қаласы,городское население,,,,,6.39
2017,1000 туылғанға,қыздар,Алматы қаласы,городское население,,,,,6.42
2018,1000 туылғанға,қыздар,Алматы қаласы,городское население,,,,,7.32
2018,1000 туылғанға,қыздар,Шымкент қаласы,городское население,,,,,7.04
2010,1000 туылғанға,қыздар,,сельское население,,,,,14.58
2011,1000 туылғанға,қыздар,,сельское население,,,,,12.69
2012,1000 туылғанға,қыздар,,сельское население,,,,,11.75
2013,1000 туылғанға,қыздар,,сельское население,,,,,9.67
2014,1000 туылғанға,қыздар,,сельское население,,,,,8.4
2015,1000 туылғанға,қыздар,,сельское население,,,,,7.87
2016,1000 туылғанға,қыздар,,сельское население,,,,,7.95
2017,1000 туылғанға,қыздар,,сельское население,,,,,7.19
2018,1000 туылғанға,қыздар,,сельское население,,,,,7.05
2010,1000 туылғанға,қыздар,Ақмола,сельское население,,,,,11.44
2011,1000 туылғанға,қыздар,Ақмола,сельское население,,,,,11.85
2012,1000 туылғанға,қыздар,Ақмола,сельское население,,,,,8.26
2013,1000 туылғанға,қыздар,Ақмола,сельское население,,,,,6.3
2014,1000 туылғанға,қыздар,Ақмола,сельское население,,,,,8.44
2015,1000 туылғанға,қыздар,Ақмола,сельское население,,,,,6.9
2016,1000 туылғанға,қыздар,Ақмола,сельское население,,,,,7.87
2017,1000 туылғанға,қыздар,Ақмола,сельское население,,,,,6.8
2018,1000 туылғанға,қыздар,Ақмола,сельское население,,,,,5.08
2010,1000 туылғанға,қыздар,Ақтөбе,сельское население,,,,,13.55
2011,1000 туылғанға,қыздар,Ақтөбе,сельское население,,,,,10.9
2012,1000 туылғанға,қыздар,Ақтөбе,сельское население,,,,,11.08
2013,1000 туылғанға,қыздар,Ақтөбе,сельское население,,,,,7.97
2014,1000 туылғанға,қыздар,Ақтөбе,сельское население,,,,,8.01
2015,1000 туылғанға,қыздар,Ақтөбе,сельское население,,,,,8.03
2016,1000 туылғанға,қыздар,Ақтөбе,сельское население,,,,,8.3
2017,1000 туылғанға,қыздар,Ақтөбе,сельское население,,,,,8.89
2018,1000 туылғанға,қыздар,Ақтөбе,сельское население,,,,,8.1
2010,1000 туылғанға,қыздар,Алматы,сельское население,,,,,11.16
2011,1000 туылғанға,қыздар,Алматы,сельское население,,,,,9.81
2012,1000 туылғанға,қыздар,Алматы,сельское население,,,,,8.65
2013,1000 туылғанға,қыздар,Алматы,сельское население,,,,,7.68
2014,1000 туылғанға,қыздар,Алматы,сельское население,,,,,7.61
2015,1000 туылғанға,қыздар,Алматы,сельское население,,,,,6.45
2016,1000 туылғанға,қыздар,Алматы,сельское население,,,,,6.71
2017,1000 туылғанға,қыздар,Алматы,сельское население,,,,,6.96
2018,1000 туылғанға,қыздар,Алматы,сельское население,,,,,5.88
2010,1000 туылғанға,қыздар,Атырау,сельское население,,,,,17.0
2011,1000 туылғанға,қыздар,Атырау,сельское население,,,,,17.73
2012,1000 туылғанға,қыздар,Атырау,сельское население,,,,,15.61
2013,1000 туылғанға,қыздар,Атырау,сельское население,,,,,10.62
2014,1000 туылғанға,қыздар,Атырау,сельское население,,,,,9.35
2015,1000 туылғанға,қыздар,Атырау,сельское население,,,,,9.7
2016,1000 туылғанға,қыздар,Атырау,сельское население,,,,,8.16
2017,1000 туылғанға,қыздар,Атырау,сельское население,,,,,5.76
2018,1000 туылғанға,қыздар,Атырау,сельское население,,,,,8.15
2010,1000 туылғанға,қыздар,Батыс Қазақстан,сельское население,,,,,11.65
2011,1000 туылғанға,қыздар,Батыс Қазақстан,сельское население,,,,,10.89
2012,1000 туылғанға,қыздар,Батыс Қазақстан,сельское население,,,,,9.34
2013,1000 туылғанға,қыздар,Батыс Қазақстан,сельское население,,,,,5.48
2014,1000 туылғанға,қыздар,Батыс Қазақстан,сельское население,,,,,6.13
2015,1000 туылғанға,қыздар,Батыс Қазақстан,сельское население,,,,,7.21
2016,1000 туылғанға,қыздар,Батыс Қазақстан,сельское население,,,,,7.17
2017,1000 туылғанға,қыздар,Батыс Қазақстан,сельское население,,,,,4.48
2018,1000 туылғанға,қыздар,Батыс Қазақстан,сельское население,,,,,4.94
2010,1000 туылғанға,қыздар,Жамбыл,сельское население,,,,,12.86
2011,1000 туылғанға,қыздар,Жамбыл,сельское население,,,,,13.42
2012,1000 туылғанға,қыздар,Жамбыл,сельское население,,,,,11.27
2013,1000 туылғанға,қыздар,Жамбыл,сельское население,,,,,9.38
2014,1000 туылғанға,қыздар,Жамбыл,сельское население,,,,,7.38
2015,1000 туылғанға,қыздар,Жамбыл,сельское население,,,,,7.31
2016,1000 туылғанға,қыздар,Жамбыл,сельское население,,,,,6.67
2017,1000 туылғанға,қыздар,Жамбыл,сельское население,,,,,6.14
2018,1000 туылғанға,қыздар,Жамбыл,сельское население,,,,,6.88
2010,1000 туылғанға,қыздар,Қарағанды,сельское население,,,,,15.26
2011,1000 туылғанға,қыздар,Қарағанды,сельское население,,,,,12.96
2012,1000 туылғанға,қыздар,Қарағанды,сельское население,,,,,12.53
2013,1000 туылғанға,қыздар,Қарағанды,сельское население,,,,,7.23
2014,1000 туылғанға,қыздар,Қарағанды,сельское население,,,,,8.4
2015,1000 туылғанға,қыздар,Қарағанды,сельское население,,,,,7.45
