Year,Units,Жасы,Өңірлер,Аймақ,Білім беру,Отбасылық жағдайы,азаматтығы,GeoCode,Value
2014,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Маңғыстау,,,,,,53.82
2015,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Маңғыстау,,,,,,48.4
2016,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Маңғыстау,,,,,,42.25
2017,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Маңғыстау,,,,,,39.81
2018,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Маңғыстау,,,,,,35.04
2010,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Оңтүстік Қазақстан,,,,,,30.07
2011,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Оңтүстік Қазақстан,,,,,,32.66
2012,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Оңтүстік Қазақстан,,,,,,34.49
2013,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Оңтүстік Қазақстан,,,,,,37.76
2014,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Оңтүстік Қазақстан,,,,,,37.43
2015,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Оңтүстік Қазақстан,,,,,,35.01
2016,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Оңтүстік Қазақстан,,,,,,31.77
2017,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Оңтүстік Қазақстан,,,,,,30.0
2010,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Павлодар,,,,,,27.56
2011,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Павлодар,,,,,,30.66
2012,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Павлодар,,,,,,31.49
2013,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Павлодар,,,,,,30.0
2014,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Павлодар,,,,,,30.04
2015,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Павлодар,,,,,,29.56
2016,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Павлодар,,,,,,25.18
2017,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Павлодар,,,,,,22.08
2018,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Павлодар,,,,,,18.47
2010,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Солтүстік Қазақстан,,,,,,31.22
2011,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Солтүстік Қазақстан,,,,,,31.56
2012,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Солтүстік Қазақстан,,,,,,28.25
2013,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Солтүстік Қазақстан,,,,,,27.35
2014,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Солтүстік Қазақстан,,,,,,29.49
2015,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Солтүстік Қазақстан,,,,,,26.52
2016,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Солтүстік Қазақстан,,,,,,26.13
2017,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Солтүстік Қазақстан,,,,,,20.54
2018,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Солтүстік Қазақстан,,,,,,19.49
2018,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Түркістан,,,,,,29.52
2010,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Шығыс Қазақстан,,,,,,24.94
2011,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Шығыс Қазақстан,,,,,,25.4
2012,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Шығыс Қазақстан,,,,,,25.69
2013,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Шығыс Қазақстан,,,,,,26.45
2014,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Шығыс Қазақстан,,,,,,28.75
2015,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Шығыс Қазақстан,,,,,,24.07
2016,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Шығыс Қазақстан,,,,,,22.96
2017,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Шығыс Қазақстан,,,,,,20.39
2018,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Шығыс Қазақстан,,,,,,19.52
2010,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Нұр-Сұлтан қаласы,,,,,,22.6
2011,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Нұр-Сұлтан қаласы,,,,,,23.46
2012,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Нұр-Сұлтан қаласы,,,,,,26.03
2013,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Нұр-Сұлтан қаласы,,,,,,26.41
2014,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Нұр-Сұлтан қаласы,,,,,,26.62
2015,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Нұр-Сұлтан қаласы,,,,,,23.0
2016,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Нұр-Сұлтан қаласы,,,,,,18.71
2017,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Нұр-Сұлтан қаласы,,,,,,14.99
2018,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Нұр-Сұлтан қаласы,,,,,,14.99
2010,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Алматы қаласы,,,,,,13.97
2011,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Алматы қаласы,,,,,,16.57
2012,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Алматы қаласы,,,,,,19.09
2013,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Алматы қаласы,,,,,,14.74
2014,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Алматы қаласы,,,,,,15.95
2015,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Алматы қаласы,,,,,,12.94
2016,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Алматы қаласы,,,,,,13.5
2017,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Алматы қаласы,,,,,,12.75
2018,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Алматы қаласы,,,,,,12.28
2018,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Шымкент қаласы,,,,,,24.31
2010,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,,городское население,,,,,25.76
2011,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,,городское население,,,,,29.93
2012,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,,городское население,,,,,32.8
2013,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,,городское население,,,,,30.78
2014,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,,городское население,,,,,31.92
2015,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,,городское население,,,,,27.56
2016,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,,городское население,,,,,25.18
2017,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,,городское население,,,,,22.38
2018,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,,городское население,,,,,21.06
2010,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Ақмола,городское население,,,,,31.14
2011,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Ақмола,городское население,,,,,31.76
2012,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Ақмола,городское население,,,,,33.93
2013,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Ақмола,городское население,,,,,31.36
2014,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Ақмола,городское население,,,,,32.71
2015,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Ақмола,городское население,,,,,29.03
2016,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Ақмола,городское население,,,,,25.88
2017,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Ақмола,городское население,,,,,23.27
2018,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Ақмола,городское население,,,,,19.88
2010,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Ақтөбе,городское население,,,,,20.66
2011,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Ақтөбе,городское население,,,,,26.22
2012,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Ақтөбе,городское население,,,,,33.32
2013,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Ақтөбе,городское население,,,,,32.72
2014,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Ақтөбе,городское население,,,,,33.81
2015,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Ақтөбе,городское население,,,,,34.56
2016,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Ақтөбе,городское население,,,,,30.06
2017,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Ақтөбе,городское население,,,,,25.46
2018,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Ақтөбе,городское население,,,,,18.83
2010,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Алматы,городское население,,,,,32.14
2011,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Алматы,городское население,,,,,38.33
2012,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Алматы,городское население,,,,,40.69
2013,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Алматы,городское население,,,,,37.7
2014,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Алматы,городское население,,,,,41.21
2015,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Алматы,городское население,,,,,36.73
2016,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Алматы,городское население,,,,,37.0
2017,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Алматы,городское население,,,,,33.22
2018,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Алматы,городское население,,,,,31.06
2010,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Атырау,городское население,,,,,49.52
2011,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Атырау,городское население,,,,,55.73
2012,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Атырау,городское население,,,,,59.61
2013,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Атырау,городское население,,,,,55.26
2014,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Атырау,городское население,,,,,52.58
2015,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Атырау,городское население,,,,,38.98
2016,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Атырау,городское население,,,,,40.15
2017,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Атырау,городское население,,,,,33.22
2018,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Атырау,городское население,,,,,28.76
2010,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Батыс Қазақстан,городское население,,,,,30.55
2011,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Батыс Қазақстан,городское население,,,,,34.83
2012,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Батыс Қазақстан,городское население,,,,,42.95
2013,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Батыс Қазақстан,городское население,,,,,34.78
2014,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Батыс Қазақстан,городское население,,,,,34.0
2015,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Батыс Қазақстан,городское население,,,,,25.04
2016,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Батыс Қазақстан,городское население,,,,,25.7
2017,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Батыс Қазақстан,городское население,,,,,19.06
2018,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Батыс Қазақстан,городское население,,,,,20.66
2010,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Жамбыл,городское население,,,,,27.98
2011,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Жамбыл,городское население,,,,,31.53
2012,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Жамбыл,городское население,,,,,35.64
2013,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Жамбыл,городское население,,,,,35.3
2014,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Жамбыл,городское население,,,,,37.45
2015,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Жамбыл,городское население,,,,,35.83
2016,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Жамбыл,городское население,,,,,31.94
2017,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Жамбыл,городское население,,,,,26.83
2018,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Жамбыл,городское население,,,,,29.38
2010,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Қарағанды,городское население,,,,,29.81
2011,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Қарағанды,городское население,,,,,32.23
2012,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Қарағанды,городское население,,,,,33.62
2013,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Қарағанды,городское население,,,,,31.34
2014,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Қарағанды,городское население,,,,,33.07
2015,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Қарағанды,городское население,,,,,29.11
2016,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Қарағанды,городское население,,,,,23.86
2017,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Қарағанды,городское население,,,,,20.32
2018,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Қарағанды,городское население,,,,,20.1
2010,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Қостанай,городское население,,,,,21.05
2011,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Қостанай,городское население,,,,,28.2
2012,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Қостанай,городское население,,,,,31.25
2013,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Қостанай,городское население,,,,,28.23
2014,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Қостанай,городское население,,,,,28.65
2015,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Қостанай,городское население,,,,,25.71
2016,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Қостанай,городское население,,,,,22.09
2017,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Қостанай,городское население,,,,,16.93
2018,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Қостанай,городское население,,,,,14.14
2010,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Қызылорда,городское население,,,,,29.32
2011,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Қызылорда,городское население,,,,,33.4
2012,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Қызылорда,городское население,,,,,35.41
2013,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Қызылорда,городское население,,,,,30.2
2014,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Қызылорда,городское население,,,,,30.13
2015,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Қызылорда,городское население,,,,,26.18
2016,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Қызылорда,городское население,,,,,22.54
2017,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Қызылорда,городское население,,,,,21.3
2018,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Қызылорда,городское население,,,,,20.81
2010,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Маңғыстау,городское население,,,,,35.98
2011,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Маңғыстау,городское население,,,,,44.58
2012,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Маңғыстау,городское население,,,,,50.37
2013,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Маңғыстау,городское население,,,,,45.24
2014,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Маңғыстау,городское население,,,,,52.08
2015,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Маңғыстау,городское население,,,,,41.9
2016,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Маңғыстау,городское население,,,,,40.1
2017,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Маңғыстау,городское население,,,,,41.15
2018,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Маңғыстау,городское население,,,,,35.41
2010,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Оңтүстік Қазақстан,городское население,,,,,29.43
2011,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Оңтүстік Қазақстан,городское население,,,,,33.54
2012,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Оңтүстік Қазақстан,городское население,,,,,34.41
2013,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Оңтүстік Қазақстан,городское население,,,,,38.47
2014,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Оңтүстік Қазақстан,городское население,,,,,40.73
2015,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Оңтүстік Қазақстан,городское население,,,,,34.45
2016,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Оңтүстік Қазақстан,городское население,,,,,31.74
2017,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Оңтүстік Қазақстан,городское население,,,,,31.09
2018,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Оңтүстік Қазақстан,городское население,,,,,28.4
2010,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Павлодар,городское население,,,,,25.58
2011,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Павлодар,городское население,,,,,29.42
2012,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Павлодар,городское население,,,,,32.16
2013,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Павлодар,городское население,,,,,27.79
2014,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Павлодар,городское население,,,,,26.81
2015,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Павлодар,городское население,,,,,25.68
2016,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Павлодар,городское население,,,,,23.25
2017,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Павлодар,городское население,,,,,19.34
2018,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Павлодар,городское население,,,,,16.43
2010,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Солтүстік Қазақстан,городское население,,,,,25.08
2011,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Солтүстік Қазақстан,городское население,,,,,29.09
2012,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Солтүстік Қазақстан,городское население,,,,,28.88
2013,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Солтүстік Қазақстан,городское население,,,,,25.82
2014,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Солтүстік Қазақстан,городское население,,,,,24.84
2015,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Солтүстік Қазақстан,городское население,,,,,23.75
2016,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Солтүстік Қазақстан,городское население,,,,,21.91
2017,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Солтүстік Қазақстан,городское население,,,,,17.26
2018,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Солтүстік Қазақстан,городское население,,,,,16.67
2018,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Түркістан,городское население,,,,,36.67
2010,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Шығыс Қазақстан,городское население,,,,,22.3
2011,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Шығыс Қазақстан,городское население,,,,,25.79
2012,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Шығыс Қазақстан,городское население,,,,,28.34
2013,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Шығыс Қазақстан,городское население,,,,,28.71
2014,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Шығыс Қазақстан,городское население,,,,,28.57
2015,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Шығыс Қазақстан,городское население,,,,,24.67
2016,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Шығыс Қазақстан,городское население,,,,,23.77
2017,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Шығыс Қазақстан,городское население,,,,,20.18
2018,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Шығыс Қазақстан,городское население,,,,,19.48
2010,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Нұр-Сұлтан қаласы,городское население,,,,,22.6
2011,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Нұр-Сұлтан қаласы,городское население,,,,,23.46
2012,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Нұр-Сұлтан қаласы,городское население,,,,,26.03
2013,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Нұр-Сұлтан қаласы,городское население,,,,,26.41
2014,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Нұр-Сұлтан қаласы,городское население,,,,,26.62
2015,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Нұр-Сұлтан қаласы,городское население,,,,,23.0
2016,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Нұр-Сұлтан қаласы,городское население,,,,,18.71
2017,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Нұр-Сұлтан қаласы,городское население,,,,,14.99
2018,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Нұр-Сұлтан қаласы,городское население,,,,,14.99
2010,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Алматы қаласы,городское население,,,,,13.97
2011,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Алматы қаласы,городское население,,,,,16.57
2012,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Алматы қаласы,городское население,,,,,19.09
2013,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Алматы қаласы,городское население,,,,,14.74
2014,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Алматы қаласы,городское население,,,,,15.95
2015,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Алматы қаласы,городское население,,,,,12.94
2016,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Алматы қаласы,городское население,,,,,13.5
2017,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Алматы қаласы,городское население,,,,,12.75
2018,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Алматы қаласы,городское население,,,,,12.28
2018,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Шымкент қаласы,городское население,,,,,24.31
2010,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,,сельское население,,,,,31.03
2011,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,,сельское население,,,,,33.39
2012,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,,сельское население,,,,,34.76
2013,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,,сельское население,,,,,36.29
2014,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,,сельское население,,,,,36.84
2015,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,,сельское население,,,,,34.35
2016,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,,сельское население,,,,,31.12
2017,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,,сельское население,,,,,27.56
2018,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,,сельское население,,,,,26.99
