Year,Units,Өңірлер,Жынысы,Аймақ,Жасы,GeoCode,Value
2010,пайыз,Батыс Қазақстан,,,35-44,,4.4
2011,пайыз,Батыс Қазақстан,,,35-44,,3.6
2012,пайыз,Батыс Қазақстан,,,35-44,,3.4
2013,пайыз,Батыс Қазақстан,,,35-44,,3.6
2014,пайыз,Батыс Қазақстан,,,35-44,,5.5
2015,пайыз,Батыс Қазақстан,,,35-44,,4.8
2016,пайыз,Батыс Қазақстан,,,35-44,,6.3
2017,пайыз,Батыс Қазақстан,,,35-44,,5.1
2018,пайыз,Батыс Қазақстан,,,35-44,,5.5
2010,пайыз,Батыс Қазақстан,,,45-54,,2.6
2011,пайыз,Батыс Қазақстан,,,45-54,,2.4
2012,пайыз,Батыс Қазақстан,,,45-54,,4.3
2013,пайыз,Батыс Қазақстан,,,45-54,,4.1
2014,пайыз,Батыс Қазақстан,,,45-54,,4.7
2015,пайыз,Батыс Қазақстан,,,45-54,,4.2
2016,пайыз,Батыс Қазақстан,,,45-54,,3.8
2017,пайыз,Батыс Қазақстан,,,45-54,,5.0
2018,пайыз,Батыс Қазақстан,,,45-54,,4.3
2010,пайыз,Батыс Қазақстан,,,55-64,,3.1
2011,пайыз,Батыс Қазақстан,,,55-64,,2.8
2012,пайыз,Батыс Қазақстан,,,55-64,,5.4
2013,пайыз,Батыс Қазақстан,,,55-64,,5.3
2014,пайыз,Батыс Қазақстан,,,55-64,,8.0
2015,пайыз,Батыс Қазақстан,,,55-64,,7.2
2016,пайыз,Батыс Қазақстан,,,55-64,,7.5
2017,пайыз,Батыс Қазақстан,,,55-64,,7.4
2018,пайыз,Батыс Қазақстан,,,55-64,,5.2
2010,пайыз,Батыс Қазақстан,,,65 және одан үлкен,,0.0
2011,пайыз,Батыс Қазақстан,,,65 және одан үлкен,,0.0
2012,пайыз,Батыс Қазақстан,,,65 және одан үлкен,,0.0
2013,пайыз,Батыс Қазақстан,,,65 және одан үлкен,,0.0
2014,пайыз,Батыс Қазақстан,,,65 және одан үлкен,,0.0
2015,пайыз,Батыс Қазақстан,,,65 және одан үлкен,,0.0
2016,пайыз,Батыс Қазақстан,,,65 және одан үлкен,,0.0
2017,пайыз,Батыс Қазақстан,,,65 және одан үлкен,,0.0
2010,пайыз,Жамбыл,,,16-24,,4.2
2011,пайыз,Жамбыл,,,16-24,,3.5
2012,пайыз,Жамбыл,,,16-24,,4.2
2013,пайыз,Жамбыл,,,16-24,,2.9
2014,пайыз,Жамбыл,,,16-24,,1.5
2015,пайыз,Жамбыл,,,16-24,,2.7
2016,пайыз,Жамбыл,,,16-24,,4.2
2017,пайыз,Жамбыл,,,16-24,,3.6
2018,пайыз,Жамбыл,,,16-24,,3.9
2010,пайыз,Жамбыл,,,25-28,,3.6
2011,пайыз,Жамбыл,,,25-28,,5.3
2012,пайыз,Жамбыл,,,25-28,,3.4
2013,пайыз,Жамбыл,,,25-28,,5.0
2014,пайыз,Жамбыл,,,25-28,,2.4
2015,пайыз,Жамбыл,,,25-28,,2.7
2016,пайыз,Жамбыл,,,25-28,,3.5
2017,пайыз,Жамбыл,,,25-28,,6.3
2018,пайыз,Жамбыл,,,25-28,,4.2
2010,пайыз,Жамбыл,,,29-34,,3.3
2011,пайыз,Жамбыл,,,29-34,,4.7
2012,пайыз,Жамбыл,,,29-34,,4.5
2013,пайыз,Жамбыл,,,29-34,,2.2
2014,пайыз,Жамбыл,,,29-34,,3.0
2015,пайыз,Жамбыл,,,29-34,,2.5
2016,пайыз,Жамбыл,,,29-34,,3.9
2017,пайыз,Жамбыл,,,29-34,,4.6
2018,пайыз,Жамбыл,,,29-34,,5.3
2010,пайыз,Жамбыл,,,35-44,,5.3
2011,пайыз,Жамбыл,,,35-44,,4.1
2012,пайыз,Жамбыл,,,35-44,,3.9
2013,пайыз,Жамбыл,,,35-44,,3.3
2014,пайыз,Жамбыл,,,35-44,,4.1
2015,пайыз,Жамбыл,,,35-44,,2.7
2016,пайыз,Жамбыл,,,35-44,,2.8
2017,пайыз,Жамбыл,,,35-44,,5.7
2018,пайыз,Жамбыл,,,35-44,,5.3
2010,пайыз,Жамбыл,,,45-54,,5.0
2011,пайыз,Жамбыл,,,45-54,,4.8
2012,пайыз,Жамбыл,,,45-54,,6.3
2013,пайыз,Жамбыл,,,45-54,,4.3
2014,пайыз,Жамбыл,,,45-54,,3.8
2015,пайыз,Жамбыл,,,45-54,,5.3
2016,пайыз,Жамбыл,,,45-54,,5.1
2017,пайыз,Жамбыл,,,45-54,,5.1
2018,пайыз,Жамбыл,,,45-54,,5.4
2010,пайыз,Жамбыл,,,55-64,,4.4
2011,пайыз,Жамбыл,,,55-64,,3.6
2012,пайыз,Жамбыл,,,55-64,,3.8
2013,пайыз,Жамбыл,,,55-64,,4.0
2014,пайыз,Жамбыл,,,55-64,,4.4
2015,пайыз,Жамбыл,,,55-64,,4.8
2016,пайыз,Жамбыл,,,55-64,,4.4
2017,пайыз,Жамбыл,,,55-64,,5.2
2018,пайыз,Жамбыл,,,55-64,,5.2
2010,пайыз,Жамбыл,,,65 және одан үлкен,,2.5
2011,пайыз,Жамбыл,,,65 және одан үлкен,,3.3
2012,пайыз,Жамбыл,,,65 және одан үлкен,,4.0
2013,пайыз,Жамбыл,,,65 және одан үлкен,,0.0
2014,пайыз,Жамбыл,,,65 және одан үлкен,,1.4
2015,пайыз,Жамбыл,,,65 және одан үлкен,,2.5
2016,пайыз,Жамбыл,,,65 және одан үлкен,,1.8
2017,пайыз,Жамбыл,,,65 және одан үлкен,,1.0
2018,пайыз,Жамбыл,,,65 және одан үлкен,,0.3
2010,пайыз,Қарағанды,,,16-24,,17.2
2011,пайыз,Қарағанды,,,16-24,,14.5
2012,пайыз,Қарағанды,,,16-24,,15.5
2013,пайыз,Қарағанды,,,16-24,,13.6
2014,пайыз,Қарағанды,,,16-24,,11.8
2015,пайыз,Қарағанды,,,16-24,,8.7
2016,пайыз,Қарағанды,,,16-24,,9.2
2017,пайыз,Қарағанды,,,16-24,,10.2
2018,пайыз,Қарағанды,,,16-24,,10.1
2010,пайыз,Қарағанды,,,25-28,,19.7
2011,пайыз,Қарағанды,,,25-28,,19.4
2012,пайыз,Қарағанды,,,25-28,,16.6
2013,пайыз,Қарағанды,,,25-28,,16.5
2014,пайыз,Қарағанды,,,25-28,,14.2
2015,пайыз,Қарағанды,,,25-28,,12.8
2016,пайыз,Қарағанды,,,25-28,,12.4
2017,пайыз,Қарағанды,,,25-28,,12.0
2018,пайыз,Қарағанды,,,25-28,,13.2
2010,пайыз,Қарағанды,,,29-34,,19.3
2011,пайыз,Қарағанды,,,29-34,,18.5
2012,пайыз,Қарағанды,,,29-34,,18.8
2013,пайыз,Қарағанды,,,29-34,,17.8
2014,пайыз,Қарағанды,,,29-34,,14.2
2015,пайыз,Қарағанды,,,29-34,,14.4
2016,пайыз,Қарағанды,,,29-34,,12.5
2017,пайыз,Қарағанды,,,29-34,,13.0
2018,пайыз,Қарағанды,,,29-34,,13.9
2010,пайыз,Қарағанды,,,35-44,,24.3
2011,пайыз,Қарағанды,,,35-44,,20.3
2012,пайыз,Қарағанды,,,35-44,,20.3
2013,пайыз,Қарағанды,,,35-44,,19.4
2014,пайыз,Қарағанды,,,35-44,,15.9
2015,пайыз,Қарағанды,,,35-44,,15.2
2016,пайыз,Қарағанды,,,35-44,,15.6
2017,пайыз,Қарағанды,,,35-44,,14.5
2018,пайыз,Қарағанды,,,35-44,,14.9
2010,пайыз,Қарағанды,,,45-54,,20.7
2011,пайыз,Қарағанды,,,45-54,,21.5
2012,пайыз,Қарағанды,,,45-54,,15.8
2013,пайыз,Қарағанды,,,45-54,,16.4
2014,пайыз,Қарағанды,,,45-54,,15.6
2015,пайыз,Қарағанды,,,45-54,,17.1
2016,пайыз,Қарағанды,,,45-54,,16.2
2017,пайыз,Қарағанды,,,45-54,,16.4
2018,пайыз,Қарағанды,,,45-54,,14.8
2010,пайыз,Қарағанды,,,55-64,,20.9
2011,пайыз,Қарағанды,,,55-64,,17.7
2012,пайыз,Қарағанды,,,55-64,,18.2
2013,пайыз,Қарағанды,,,55-64,,16.2
2014,пайыз,Қарағанды,,,55-64,,13.5
2015,пайыз,Қарағанды,,,55-64,,15.4
2016,пайыз,Қарағанды,,,55-64,,15.1
2017,пайыз,Қарағанды,,,55-64,,14.8
2018,пайыз,Қарағанды,,,55-64,,13.7
2010,пайыз,Қарағанды,,,65 және одан үлкен,,2.7
2011,пайыз,Қарағанды,,,65 және одан үлкен,,6.2
2012,пайыз,Қарағанды,,,65 және одан үлкен,,5.9
2013,пайыз,Қарағанды,,,65 және одан үлкен,,4.3
2014,пайыз,Қарағанды,,,65 және одан үлкен,,7.0
2015,пайыз,Қарағанды,,,65 және одан үлкен,,6.4
2016,пайыз,Қарағанды,,,65 және одан үлкен,,17.3
2017,пайыз,Қарағанды,,,65 және одан үлкен,,8.2
2018,пайыз,Қарағанды,,,65 және одан үлкен,,3.9
2010,пайыз,Қостанай,,,16-24,,5.5
2011,пайыз,Қостанай,,,16-24,,3.7
2012,пайыз,Қостанай,,,16-24,,3.2
2013,пайыз,Қостанай,,,16-24,,5.0
2014,пайыз,Қостанай,,,16-24,,4.2
2015,пайыз,Қостанай,,,16-24,,5.1
2016,пайыз,Қостанай,,,16-24,,6.1
2017,пайыз,Қостанай,,,16-24,,5.5
2018,пайыз,Қостанай,,,16-24,,4.4
2010,пайыз,Қостанай,,,25-28,,2.7
2011,пайыз,Қостанай,,,25-28,,4.7
2012,пайыз,Қостанай,,,25-28,,5.5
2013,пайыз,Қостанай,,,25-28,,6.0
2014,пайыз,Қостанай,,,25-28,,5.3
2015,пайыз,Қостанай,,,25-28,,4.2
2016,пайыз,Қостанай,,,25-28,,4.5
2017,пайыз,Қостанай,,,25-28,,4.5
2018,пайыз,Қостанай,,,25-28,,5.4
2010,пайыз,Қостанай,,,29-34,,4.8
2011,пайыз,Қостанай,,,29-34,,5.4
2012,пайыз,Қостанай,,,29-34,,5.3
2013,пайыз,Қостанай,,,29-34,,3.6
2014,пайыз,Қостанай,,,29-34,,4.8
2015,пайыз,Қостанай,,,29-34,,6.1
2016,пайыз,Қостанай,,,29-34,,5.7
2017,пайыз,Қостанай,,,29-34,,6.3
2018,пайыз,Қостанай,,,29-34,,6.6
2010,пайыз,Қостанай,,,35-44,,5.4
2011,пайыз,Қостанай,,,35-44,,5.4
2012,пайыз,Қостанай,,,35-44,,4.5
2013,пайыз,Қостанай,,,35-44,,5.0
2014,пайыз,Қостанай,,,35-44,,5.6
2015,пайыз,Қостанай,,,35-44,,4.5
2016,пайыз,Қостанай,,,35-44,,4.2
2017,пайыз,Қостанай,,,35-44,,4.9
2018,пайыз,Қостанай,,,35-44,,5.9
2010,пайыз,Қостанай,,,45-54,,3.8
2011,пайыз,Қостанай,,,45-54,,5.2
2012,пайыз,Қостанай,,,45-54,,5.4
2013,пайыз,Қостанай,,,45-54,,4.8
2014,пайыз,Қостанай,,,45-54,,3.8
2015,пайыз,Қостанай,,,45-54,,4.6
2016,пайыз,Қостанай,,,45-54,,4.4
2017,пайыз,Қостанай,,,45-54,,4.2
2018,пайыз,Қостанай,,,45-54,,4.5
2010,пайыз,Қостанай,,,55-64,,4.4
2011,пайыз,Қостанай,,,55-64,,3.0
2012,пайыз,Қостанай,,,55-64,,3.3
2013,пайыз,Қостанай,,,55-64,,4.5
2014,пайыз,Қостанай,,,55-64,,2.9
2015,пайыз,Қостанай,,,55-64,,3.9
2016,пайыз,Қостанай,,,55-64,,4.1
2017,пайыз,Қостанай,,,55-64,,4.1
2018,пайыз,Қостанай,,,55-64,,3.8
2010,пайыз,Қостанай,,,65 және одан үлкен,,0.0
2011,пайыз,Қостанай,,,65 және одан үлкен,,0.7
2012,пайыз,Қостанай,,,65 және одан үлкен,,3.2
2013,пайыз,Қостанай,,,65 және одан үлкен,,0.0
2014,пайыз,Қостанай,,,65 және одан үлкен,,2.8
2015,пайыз,Қостанай,,,65 және одан үлкен,,1.2
2016,пайыз,Қостанай,,,65 және одан үлкен,,0.0
2017,пайыз,Қостанай,,,65 және одан үлкен,,0.6
2018,пайыз,Қостанай,,,65 және одан үлкен,,0.2
2010,пайыз,Қызылорда,,,16-24,,2.8
2011,пайыз,Қызылорда,,,16-24,,2.5
2012,пайыз,Қызылорда,,,16-24,,2.2
2013,пайыз,Қызылорда,,,16-24,,1.3
2014,пайыз,Қызылорда,,,16-24,,5.3
2015,пайыз,Қызылорда,,,16-24,,4.0
2016,пайыз,Қызылорда,,,16-24,,4.5
2017,пайыз,Қызылорда,,,16-24,,4.7
2018,пайыз,Қызылорда,,,16-24,,3.9
2010,пайыз,Қызылорда,,,25-28,,5.4
2011,пайыз,Қызылорда,,,25-28,,4.8
2012,пайыз,Қызылорда,,,25-28,,3.9
2013,пайыз,Қызылорда,,,25-28,,3.1
2014,пайыз,Қызылорда,,,25-28,,1.6
2015,пайыз,Қызылорда,,,25-28,,2.0
2016,пайыз,Қызылорда,,,25-28,,4.3
2017,пайыз,Қызылорда,,,25-28,,3.5
2018,пайыз,Қызылорда,,,25-28,,3.5
2010,пайыз,Қызылорда,,,29-34,,4.9
2011,пайыз,Қызылорда,,,29-34,,4.7
2012,пайыз,Қызылорда,,,29-34,,3.3
2013,пайыз,Қызылорда,,,29-34,,2.7
2014,пайыз,Қызылорда,,,29-34,,2.8
2015,пайыз,Қызылорда,,,29-34,,3.1
2016,пайыз,Қызылорда,,,29-34,,3.6
2017,пайыз,Қызылорда,,,29-34,,3.8
2018,пайыз,Қызылорда,,,29-34,,4.0
2010,пайыз,Қызылорда,,,35-44,,5.8
2011,пайыз,Қызылорда,,,35-44,,3.9
2012,пайыз,Қызылорда,,,35-44,,4.0
2013,пайыз,Қызылорда,,,35-44,,2.5
2014,пайыз,Қызылорда,,,35-44,,2.6
2015,пайыз,Қызылорда,,,35-44,,3.6
2016,пайыз,Қызылорда,,,35-44,,3.3
2017,пайыз,Қызылорда,,,35-44,,3.2
2018,пайыз,Қызылорда,,,35-44,,3.1
2010,пайыз,Қызылорда,,,45-54,,6.3
2011,пайыз,Қызылорда,,,45-54,,6.0
2012,пайыз,Қызылорда,,,45-54,,3.1
2013,пайыз,Қызылорда,,,45-54,,2.8
2014,пайыз,Қызылорда,,,45-54,,4.3
2015,пайыз,Қызылорда,,,45-54,,3.3
2016,пайыз,Қызылорда,,,45-54,,4.8
2017,пайыз,Қызылорда,,,45-54,,3.3
2018,пайыз,Қызылорда,,,45-54,,3.3
2010,пайыз,Қызылорда,,,55-64,,2.4
2011,пайыз,Қызылорда,,,55-64,,2.0
2012,пайыз,Қызылорда,,,55-64,,1.8
2013,пайыз,Қызылорда,,,55-64,,2.3
2014,пайыз,Қызылорда,,,55-64,,3.1
2015,пайыз,Қызылорда,,,55-64,,1.9
2016,пайыз,Қызылорда,,,55-64,,2.9
2017,пайыз,Қызылорда,,,55-64,,4.8
2018,пайыз,Қызылорда,,,55-64,,4.6
2010,пайыз,Қызылорда,,,65 және одан үлкен,,0.0
2011,пайыз,Қызылорда,,,65 және одан үлкен,,0.0
2012,пайыз,Қызылорда,,,65 және одан үлкен,,0.0
2013,пайыз,Қызылорда,,,65 және одан үлкен,,0.0
2014,пайыз,Қызылорда,,,65 және одан үлкен,,0.0
2015,пайыз,Қызылорда,,,65 және одан үлкен,,0.0
2016,пайыз,Қызылорда,,,65 және одан үлкен,,0.0
2017,пайыз,Қызылорда,,,65 және одан үлкен,,0.0
2010,пайыз,Маңғыстау,,,16-24,,7.0
2011,пайыз,Маңғыстау,,,16-24,,3.2
2012,пайыз,Маңғыстау,,,16-24,,3.7
2013,пайыз,Маңғыстау,,,16-24,,2.8
2014,пайыз,Маңғыстау,,,16-24,,5.6
2015,пайыз,Маңғыстау,,,16-24,,5.9
2016,пайыз,Маңғыстау,,,16-24,,3.7
2017,пайыз,Маңғыстау,,,16-24,,3.8
2018,пайыз,Маңғыстау,,,16-24,,3.6
2010,пайыз,Маңғыстау,,,25-28,,6.2
2011,пайыз,Маңғыстау,,,25-28,,8.1
2012,пайыз,Маңғыстау,,,25-28,,8.7
2013,пайыз,Маңғыстау,,,25-28,,9.1
2014,пайыз,Маңғыстау,,,25-28,,6.5
2015,пайыз,Маңғыстау,,,25-28,,5.2
2016,пайыз,Маңғыстау,,,25-28,,6.4
2017,пайыз,Маңғыстау,,,25-28,,5.0
2018,пайыз,Маңғыстау,,,25-28,,3.8
2010,пайыз,Маңғыстау,,,29-34,,4.3
2011,пайыз,Маңғыстау,,,29-34,,7.1
2012,пайыз,Маңғыстау,,,29-34,,8.0
2013,пайыз,Маңғыстау,,,29-34,,4.9
2014,пайыз,Маңғыстау,,,29-34,,5.6
2015,пайыз,Маңғыстау,,,29-34,,6.5
2016,пайыз,Маңғыстау,,,29-34,,7.8
2017,пайыз,Маңғыстау,,,29-34,,6.4
2018,пайыз,Маңғыстау,,,29-34,,4.8
2010,пайыз,Маңғыстау,,,35-44,,4.4
2011,пайыз,Маңғыстау,,,35-44,,7.1
2012,пайыз,Маңғыстау,,,35-44,,6.0
2013,пайыз,Маңғыстау,,,35-44,,4.9
2014,пайыз,Маңғыстау,,,35-44,,5.2
2015,пайыз,Маңғыстау,,,35-44,,7.5
2016,пайыз,Маңғыстау,,,35-44,,7.2
2017,пайыз,Маңғыстау,,,35-44,,6.3
2018,пайыз,Маңғыстау,,,35-44,,7.2
2010,пайыз,Маңғыстау,,,45-54,,3.4
2011,пайыз,Маңғыстау,,,45-54,,7.0
2012,пайыз,Маңғыстау,,,45-54,,4.0
2013,пайыз,Маңғыстау,,,45-54,,4.8
2014,пайыз,Маңғыстау,,,45-54,,6.1
2015,пайыз,Маңғыстау,,,45-54,,7.1
2016,пайыз,Маңғыстау,,,45-54,,7.9
2017,пайыз,Маңғыстау,,,45-54,,7.3
2018,пайыз,Маңғыстау,,,45-54,,7.1
2010,пайыз,Маңғыстау,,,55-64,,3.2
2011,пайыз,Маңғыстау,,,55-64,,12.9
2012,пайыз,Маңғыстау,,,55-64,,5.9
2013,пайыз,Маңғыстау,,,55-64,,5.8
2014,пайыз,Маңғыстау,,,55-64,,6.7
2015,пайыз,Маңғыстау,,,55-64,,6.7
2016,пайыз,Маңғыстау,,,55-64,,6.2
2017,пайыз,Маңғыстау,,,55-64,,5.5
2018,пайыз,Маңғыстау,,,55-64,,8.6
2010,пайыз,Маңғыстау,,,65 және одан үлкен,,7.7
2011,пайыз,Маңғыстау,,,65 және одан үлкен,,7.0
2012,пайыз,Маңғыстау,,,65 және одан үлкен,,3.9
2013,пайыз,Маңғыстау,,,65 және одан үлкен,,12.1
2014,пайыз,Маңғыстау,,,65 және одан үлкен,,0.0
2015,пайыз,Маңғыстау,,,65 және одан үлкен,,0.0
2016,пайыз,Маңғыстау,,,65 және одан үлкен,,18.2
2017,пайыз,Маңғыстау,,,65 және одан үлкен,,0.0
2010,пайыз,Оңтүстік Қазақстан,,,16-24,,2.7
2011,пайыз,Оңтүстік Қазақстан,,,16-24,,2.6
2012,пайыз,Оңтүстік Қазақстан,,,16-24,,2.3
2013,пайыз,Оңтүстік Қазақстан,,,16-24,,2.7
2014,пайыз,Оңтүстік Қазақстан,,,16-24,,3.8
2015,пайыз,Оңтүстік Қазақстан,,,16-24,,1.9
2016,пайыз,Оңтүстік Қазақстан,,,16-24,,3.0
2017,пайыз,Оңтүстік Қазақстан,,,16-24,,2.3
2010,пайыз,Оңтүстік Қазақстан,,,25-28,,3.3
2011,пайыз,Оңтүстік Қазақстан,,,25-28,,1.8
2012,пайыз,Оңтүстік Қазақстан,,,25-28,,3.3
2013,пайыз,Оңтүстік Қазақстан,,,25-28,,3.2
2014,пайыз,Оңтүстік Қазақстан,,,25-28,,5.2
2015,пайыз,Оңтүстік Қазақстан,,,25-28,,3.9
2016,пайыз,Оңтүстік Қазақстан,,,25-28,,3.6
2017,пайыз,Оңтүстік Қазақстан,,,25-28,,3.9
2010,пайыз,Оңтүстік Қазақстан,,,29-34,,2.8
2011,пайыз,Оңтүстік Қазақстан,,,29-34,,1.8
2012,пайыз,Оңтүстік Қазақстан,,,29-34,,1.4
2013,пайыз,Оңтүстік Қазақстан,,,29-34,,1.8
2014,пайыз,Оңтүстік Қазақстан,,,29-34,,4.3
2015,пайыз,Оңтүстік Қазақстан,,,29-34,,3.3
2016,пайыз,Оңтүстік Қазақстан,,,29-34,,2.8
2017,пайыз,Оңтүстік Қазақстан,,,29-34,,3.6
2010,пайыз,Оңтүстік Қазақстан,,,35-44,,3.1
2011,пайыз,Оңтүстік Қазақстан,,,35-44,,2.8
2012,пайыз,Оңтүстік Қазақстан,,,35-44,,1.7
2013,пайыз,Оңтүстік Қазақстан,,,35-44,,2.4
2014,пайыз,Оңтүстік Қазақстан,,,35-44,,4.4
2015,пайыз,Оңтүстік Қазақстан,,,35-44,,3.9
2016,пайыз,Оңтүстік Қазақстан,,,35-44,,3.4
2017,пайыз,Оңтүстік Қазақстан,,,35-44,,4.2
2010,пайыз,Оңтүстік Қазақстан,,,45-54,,2.5
2011,пайыз,Оңтүстік Қазақстан,,,45-54,,3.7
2012,пайыз,Оңтүстік Қазақстан,,,45-54,,4.1
2013,пайыз,Оңтүстік Қазақстан,,,45-54,,4.0
2014,пайыз,Оңтүстік Қазақстан,,,45-54,,4.0
2015,пайыз,Оңтүстік Қазақстан,,,45-54,,3.4
2016,пайыз,Оңтүстік Қазақстан,,,45-54,,4.1
2017,пайыз,Оңтүстік Қазақстан,,,45-54,,3.5
2010,пайыз,Оңтүстік Қазақстан,,,55-64,,3.1
2011,пайыз,Оңтүстік Қазақстан,,,55-64,,3.6
2012,пайыз,Оңтүстік Қазақстан,,,55-64,,3.6
2013,пайыз,Оңтүстік Қазақстан,,,55-64,,3.9
2014,пайыз,Оңтүстік Қазақстан,,,55-64,,5.4
2015,пайыз,Оңтүстік Қазақстан,,,55-64,,6.5
2016,пайыз,Оңтүстік Қазақстан,,,55-64,,4.3
2017,пайыз,Оңтүстік Қазақстан,,,55-64,,4.0
2010,пайыз,Оңтүстік Қазақстан,,,65 және одан үлкен,,0.0
2011,пайыз,Оңтүстік Қазақстан,,,65 және одан үлкен,,2.2
2012,пайыз,Оңтүстік Қазақстан,,,65 және одан үлкен,,0.0
2013,пайыз,Оңтүстік Қазақстан,,,65 және одан үлкен,,0.0
2014,пайыз,Оңтүстік Қазақстан,,,65 және одан үлкен,,0.0
2015,пайыз,Оңтүстік Қазақстан,,,65 және одан үлкен,,0.0
2016,пайыз,Оңтүстік Қазақстан,,,65 және одан үлкен,,3.2
2017,пайыз,Оңтүстік Қазақстан,,,65 және одан үлкен,,0.0
2010,пайыз,Павлодар,,,16-24,,10.7
2011,пайыз,Павлодар,,,16-24,,13.5
2012,пайыз,Павлодар,,,16-24,,15.9
2013,пайыз,Павлодар,,,16-24,,15.8
2014,пайыз,Павлодар,,,16-24,,8.5
2015,пайыз,Павлодар,,,16-24,,11.7
2016,пайыз,Павлодар,,,16-24,,12.3
2017,пайыз,Павлодар,,,16-24,,15.9
2018,пайыз,Павлодар,,,16-24,,14.8
2010,пайыз,Павлодар,,,25-28,,12.6
2011,пайыз,Павлодар,,,25-28,,11.8
2012,пайыз,Павлодар,,,25-28,,13.9
2013,пайыз,Павлодар,,,25-28,,14.6
2014,пайыз,Павлодар,,,25-28,,16.4
2015,пайыз,Павлодар,,,25-28,,15.5
2016,пайыз,Павлодар,,,25-28,,17.6
2017,пайыз,Павлодар,,,25-28,,15.2
2018,пайыз,Павлодар,,,25-28,,16.6
2010,пайыз,Павлодар,,,29-34,,13.2
2011,пайыз,Павлодар,,,29-34,,13.7
2012,пайыз,Павлодар,,,29-34,,15.0
2013,пайыз,Павлодар,,,29-34,,14.4
2014,пайыз,Павлодар,,,29-34,,13.0
2015,пайыз,Павлодар,,,29-34,,16.2
2016,пайыз,Павлодар,,,29-34,,16.7
2017,пайыз,Павлодар,,,29-34,,16.2
2018,пайыз,Павлодар,,,29-34,,16.5
2010,пайыз,Павлодар,,,35-44,,15.5
2011,пайыз,Павлодар,,,35-44,,14.6
2012,пайыз,Павлодар,,,35-44,,14.4
2013,пайыз,Павлодар,,,35-44,,16.2
2014,пайыз,Павлодар,,,35-44,,14.3
2015,пайыз,Павлодар,,,35-44,,15.5
2016,пайыз,Павлодар,,,35-44,,15.1
2017,пайыз,Павлодар,,,35-44,,16.0
2018,пайыз,Павлодар,,,35-44,,16.6
2010,пайыз,Павлодар,,,45-54,,15.1
2011,пайыз,Павлодар,,,45-54,,15.4
2012,пайыз,Павлодар,,,45-54,,13.7
2013,пайыз,Павлодар,,,45-54,,12.6
2014,пайыз,Павлодар,,,45-54,,15.9
2015,пайыз,Павлодар,,,45-54,,14.1
2016,пайыз,Павлодар,,,45-54,,13.8
2017,пайыз,Павлодар,,,45-54,,14.7
2018,пайыз,Павлодар,,,45-54,,14.4
2010,пайыз,Павлодар,,,55-64,,10.4
2011,пайыз,Павлодар,,,55-64,,10.9
2012,пайыз,Павлодар,,,55-64,,9.0
2013,пайыз,Павлодар,,,55-64,,8.2
2014,пайыз,Павлодар,,,55-64,,13.3
2015,пайыз,Павлодар,,,55-64,,9.8
2016,пайыз,Павлодар,,,55-64,,12.1
2017,пайыз,Павлодар,,,55-64,,10.7
2018,пайыз,Павлодар,,,55-64,,10.4
2010,пайыз,Павлодар,,,65 және одан үлкен,,0.0
2011,пайыз,Павлодар,,,65 және одан үлкен,,0.0
2012,пайыз,Павлодар,,,65 және одан үлкен,,0.7
2013,пайыз,Павлодар,,,65 және одан үлкен,,0.9
2014,пайыз,Павлодар,,,65 және одан үлкен,,0.0
2015,пайыз,Павлодар,,,65 және одан үлкен,,0.0
2016,пайыз,Павлодар,,,65 және одан үлкен,,0.0
2017,пайыз,Павлодар,,,65 және одан үлкен,,0.0
2010,пайыз,Солтүстік Қазақстан,,,16-24,,1.4
2011,пайыз,Солтүстік Қазақстан,,,16-24,,3.1
2012,пайыз,Солтүстік Қазақстан,,,16-24,,4.0
2013,пайыз,Солтүстік Қазақстан,,,16-24,,2.6
2014,пайыз,Солтүстік Қазақстан,,,16-24,,4.2
2015,пайыз,Солтүстік Қазақстан,,,16-24,,4.8
2016,пайыз,Солтүстік Қазақстан,,,16-24,,3.5
2017,пайыз,Солтүстік Қазақстан,,,16-24,,4.4
2018,пайыз,Солтүстік Қазақстан,,,16-24,,3.2
2010,пайыз,Солтүстік Қазақстан,,,25-28,,3.4
2011,пайыз,Солтүстік Қазақстан,,,25-28,,3.7
2012,пайыз,Солтүстік Қазақстан,,,25-28,,3.2
2013,пайыз,Солтүстік Қазақстан,,,25-28,,5.7
2014,пайыз,Солтүстік Қазақстан,,,25-28,,4.0
2015,пайыз,Солтүстік Қазақстан,,,25-28,,3.0
2016,пайыз,Солтүстік Қазақстан,,,25-28,,7.0
2017,пайыз,Солтүстік Қазақстан,,,25-28,,8.3
2018,пайыз,Солтүстік Қазақстан,,,25-28,,6.5
2010,пайыз,Солтүстік Қазақстан,,,29-34,,2.2
2011,пайыз,Солтүстік Қазақстан,,,29-34,,3.9
2012,пайыз,Солтүстік Қазақстан,,,29-34,,3.5
2013,пайыз,Солтүстік Қазақстан,,,29-34,,3.1
2014,пайыз,Солтүстік Қазақстан,,,29-34,,4.8
2015,пайыз,Солтүстік Қазақстан,,,29-34,,4.0
2016,пайыз,Солтүстік Қазақстан,,,29-34,,4.8
2017,пайыз,Солтүстік Қазақстан,,,29-34,,5.7
2018,пайыз,Солтүстік Қазақстан,,,29-34,,5.6
2010,пайыз,Солтүстік Қазақстан,,,35-44,,4.1
2011,пайыз,Солтүстік Қазақстан,,,35-44,,3.3
2012,пайыз,Солтүстік Қазақстан,,,35-44,,3.4
