Year,Units,Өңірлер,Жынысы,Аймақ,Жасы,GeoCode,Value
2012,пайыз,Қостанай,,,15,,0.0
2013,пайыз,Қостанай,,,15,,0.0
2014,пайыз,Қостанай,,,15,,100.0
2015,пайыз,Қостанай,,,15,,0.0
2016,пайыз,Қостанай,,,15,,0.0
2017,пайыз,Қостанай,,,15,,0.0
2018,пайыз,Қостанай,,,15,,0.0
2012,пайыз,Қостанай,,,16-24,,19.8
2013,пайыз,Қостанай,,,16-24,,18.1
2014,пайыз,Қостанай,,,16-24,,19.6
2015,пайыз,Қостанай,,,16-24,,20.4
2016,пайыз,Қостанай,,,16-24,,21.6
2017,пайыз,Қостанай,,,16-24,,10.0
2018,пайыз,Қостанай,,,16-24,,9.3
2012,пайыз,Қостанай,,,25-28,,11.8
2013,пайыз,Қостанай,,,25-28,,12.2
2014,пайыз,Қостанай,,,25-28,,14.4
2015,пайыз,Қостанай,,,25-28,,20.4
2016,пайыз,Қостанай,,,25-28,,16.3
2017,пайыз,Қостанай,,,25-28,,11.4
2018,пайыз,Қостанай,,,25-28,,8.6
2012,пайыз,Қостанай,,,29-34,,10.3
2013,пайыз,Қостанай,,,29-34,,15.5
2014,пайыз,Қостанай,,,29-34,,12.0
2015,пайыз,Қостанай,,,29-34,,20.4
2016,пайыз,Қостанай,,,29-34,,16.6
2017,пайыз,Қостанай,,,29-34,,10.3
2018,пайыз,Қостанай,,,29-34,,7.8
2012,пайыз,Қостанай,,,35-44,,7.8
2013,пайыз,Қостанай,,,35-44,,10.3
2014,пайыз,Қостанай,,,35-44,,12.7
2015,пайыз,Қостанай,,,35-44,,19.5
2016,пайыз,Қостанай,,,35-44,,17.9
2017,пайыз,Қостанай,,,35-44,,8.6
2018,пайыз,Қостанай,,,35-44,,7.8
2012,пайыз,Қостанай,,,45-54,,8.4
2013,пайыз,Қостанай,,,45-54,,7.4
2014,пайыз,Қостанай,,,45-54,,11.2
2015,пайыз,Қостанай,,,45-54,,16.7
2016,пайыз,Қостанай,,,45-54,,14.3
2017,пайыз,Қостанай,,,45-54,,8.0
2018,пайыз,Қостанай,,,45-54,,6.3
2012,пайыз,Қостанай,,,55-64,,9.7
2013,пайыз,Қостанай,,,55-64,,12.4
2014,пайыз,Қостанай,,,55-64,,11.1
2015,пайыз,Қостанай,,,55-64,,15.0
2016,пайыз,Қостанай,,,55-64,,10.3
2017,пайыз,Қостанай,,,55-64,,7.5
2018,пайыз,Қостанай,,,55-64,,6.7
2012,пайыз,Қостанай,,,65 және одан үлкен,,26.1
2013,пайыз,Қостанай,,,65 және одан үлкен,,0.0
2014,пайыз,Қостанай,,,65 және одан үлкен,,27.6
2015,пайыз,Қостанай,,,65 және одан үлкен,,2.1
2016,пайыз,Қостанай,,,65 және одан үлкен,,6.1
2017,пайыз,Қостанай,,,65 және одан үлкен,,3.9
2018,пайыз,Қостанай,,,65 және одан үлкен,,13.8
2012,пайыз,Қызылорда,,,15,,0.0
2013,пайыз,Қызылорда,,,15,,0.0
2014,пайыз,Қызылорда,,,15,,0.0
2015,пайыз,Қызылорда,,,15,,0.0
2016,пайыз,Қызылорда,,,15,,0.0
2017,пайыз,Қызылорда,,,15,,0.0
2018,пайыз,Қызылорда,,,15,,0.0
2012,пайыз,Қызылорда,,,16-24,,17.6
2013,пайыз,Қызылорда,,,16-24,,18.6
2014,пайыз,Қызылорда,,,16-24,,22.6
2015,пайыз,Қызылорда,,,16-24,,23.3
2016,пайыз,Қызылорда,,,16-24,,12.6
2017,пайыз,Қызылорда,,,16-24,,13.1
2018,пайыз,Қызылорда,,,16-24,,12.1
2012,пайыз,Қызылорда,,,25-28,,11.9
2013,пайыз,Қызылорда,,,25-28,,8.9
2014,пайыз,Қызылорда,,,25-28,,12.6
2015,пайыз,Қызылорда,,,25-28,,17.9
2016,пайыз,Қызылорда,,,25-28,,10.2
2017,пайыз,Қызылорда,,,25-28,,9.4
2018,пайыз,Қызылорда,,,25-28,,7.3
2012,пайыз,Қызылорда,,,29-34,,15.7
2013,пайыз,Қызылорда,,,29-34,,12.6
2014,пайыз,Қызылорда,,,29-34,,12.7
2015,пайыз,Қызылорда,,,29-34,,15.9
2016,пайыз,Қызылорда,,,29-34,,11.3
2017,пайыз,Қызылорда,,,29-34,,9.1
2018,пайыз,Қызылорда,,,29-34,,7.2
2012,пайыз,Қызылорда,,,35-44,,12.4
2013,пайыз,Қызылорда,,,35-44,,8.9
2014,пайыз,Қызылорда,,,35-44,,14.1
2015,пайыз,Қызылорда,,,35-44,,18.8
2016,пайыз,Қызылорда,,,35-44,,9.5
2017,пайыз,Қызылорда,,,35-44,,7.2
2018,пайыз,Қызылорда,,,35-44,,4.9
2012,пайыз,Қызылорда,,,45-54,,10.5
2013,пайыз,Қызылорда,,,45-54,,10.3
2014,пайыз,Қызылорда,,,45-54,,11.0
2015,пайыз,Қызылорда,,,45-54,,15.8
2016,пайыз,Қызылорда,,,45-54,,9.3
2017,пайыз,Қызылорда,,,45-54,,5.7
2018,пайыз,Қызылорда,,,45-54,,3.9
2012,пайыз,Қызылорда,,,55-64,,10.5
2013,пайыз,Қызылорда,,,55-64,,8.6
2014,пайыз,Қызылорда,,,55-64,,8.5
2015,пайыз,Қызылорда,,,55-64,,11.6
2016,пайыз,Қызылорда,,,55-64,,5.4
2017,пайыз,Қызылорда,,,55-64,,4.3
2018,пайыз,Қызылорда,,,55-64,,3.5
2012,пайыз,Қызылорда,,,65 және одан үлкен,,0.0
2013,пайыз,Қызылорда,,,65 және одан үлкен,,0.0
2014,пайыз,Қызылорда,,,65 және одан үлкен,,0.0
2015,пайыз,Қызылорда,,,65 және одан үлкен,,0.0
2016,пайыз,Қызылорда,,,65 және одан үлкен,,0.0
2017,пайыз,Қызылорда,,,65 және одан үлкен,,0.0
2018,пайыз,Қызылорда,,,65 және одан үлкен,,0.0
2012,пайыз,Маңғыстау,,,15,,0.0
2013,пайыз,Маңғыстау,,,15,,0.0
2014,пайыз,Маңғыстау,,,15,,0.0
2015,пайыз,Маңғыстау,,,15,,0.0
2016,пайыз,Маңғыстау,,,15,,0.0
2017,пайыз,Маңғыстау,,,15,,0.0
2018,пайыз,Маңғыстау,,,15,,0.0
2012,пайыз,Маңғыстау,,,16-24,,1.8
2013,пайыз,Маңғыстау,,,16-24,,8.6
2014,пайыз,Маңғыстау,,,16-24,,10.8
2015,пайыз,Маңғыстау,,,16-24,,9.4
2016,пайыз,Маңғыстау,,,16-24,,1.4
2017,пайыз,Маңғыстау,,,16-24,,4.6
2018,пайыз,Маңғыстау,,,16-24,,4.2
2012,пайыз,Маңғыстау,,,25-28,,2.1
2013,пайыз,Маңғыстау,,,25-28,,5.8
2014,пайыз,Маңғыстау,,,25-28,,5.6
2015,пайыз,Маңғыстау,,,25-28,,4.8
2016,пайыз,Маңғыстау,,,25-28,,2.4
2017,пайыз,Маңғыстау,,,25-28,,2.4
2018,пайыз,Маңғыстау,,,25-28,,3.0
2012,пайыз,Маңғыстау,,,29-34,,1.4
2013,пайыз,Маңғыстау,,,29-34,,7.5
2014,пайыз,Маңғыстау,,,29-34,,5.7
2015,пайыз,Маңғыстау,,,29-34,,3.8
2016,пайыз,Маңғыстау,,,29-34,,2.1
2017,пайыз,Маңғыстау,,,29-34,,2.3
2018,пайыз,Маңғыстау,,,29-34,,2.9
2012,пайыз,Маңғыстау,,,35-44,,3.2
2013,пайыз,Маңғыстау,,,35-44,,4.3
2014,пайыз,Маңғыстау,,,35-44,,7.3
2015,пайыз,Маңғыстау,,,35-44,,5.9
2016,пайыз,Маңғыстау,,,35-44,,3.0
2017,пайыз,Маңғыстау,,,35-44,,1.8
2018,пайыз,Маңғыстау,,,35-44,,2.9
2012,пайыз,Маңғыстау,,,45-54,,3.6
2013,пайыз,Маңғыстау,,,45-54,,4.5
2014,пайыз,Маңғыстау,,,45-54,,6.7
2015,пайыз,Маңғыстау,,,45-54,,4.5
2016,пайыз,Маңғыстау,,,45-54,,2.1
2017,пайыз,Маңғыстау,,,45-54,,2.2
2018,пайыз,Маңғыстау,,,45-54,,2.1
2012,пайыз,Маңғыстау,,,55-64,,2.3
2013,пайыз,Маңғыстау,,,55-64,,2.5
2014,пайыз,Маңғыстау,,,55-64,,4.0
2015,пайыз,Маңғыстау,,,55-64,,2.4
2016,пайыз,Маңғыстау,,,55-64,,3.5
2017,пайыз,Маңғыстау,,,55-64,,1.7
2018,пайыз,Маңғыстау,,,55-64,,1.8
2012,пайыз,Маңғыстау,,,65 және одан үлкен,,0.0
2013,пайыз,Маңғыстау,,,65 және одан үлкен,,0.0
2014,пайыз,Маңғыстау,,,65 және одан үлкен,,0.0
2015,пайыз,Маңғыстау,,,65 және одан үлкен,,7.7
2016,пайыз,Маңғыстау,,,65 және одан үлкен,,0.0
2017,пайыз,Маңғыстау,,,65 және одан үлкен,,0.0
2018,пайыз,Маңғыстау,,,65 және одан үлкен,,0.0
2012,пайыз,Оңтүстік Қазақстан,,,15,,0.0
2013,пайыз,Оңтүстік Қазақстан,,,15,,0.0
2014,пайыз,Оңтүстік Қазақстан,,,15,,100.0
2015,пайыз,Оңтүстік Қазақстан,,,15,,0.0
2016,пайыз,Оңтүстік Қазақстан,,,15,,0.0
2017,пайыз,Оңтүстік Қазақстан,,,15,,0.0
2012,пайыз,Оңтүстік Қазақстан,,,16-24,,24.9
2013,пайыз,Оңтүстік Қазақстан,,,16-24,,19.8
2014,пайыз,Оңтүстік Қазақстан,,,16-24,,19.2
2015,пайыз,Оңтүстік Қазақстан,,,16-24,,10.6
2016,пайыз,Оңтүстік Қазақстан,,,16-24,,12.6
2017,пайыз,Оңтүстік Қазақстан,,,16-24,,4.7
2012,пайыз,Оңтүстік Қазақстан,,,25-28,,17.8
2013,пайыз,Оңтүстік Қазақстан,,,25-28,,16.5
2014,пайыз,Оңтүстік Қазақстан,,,25-28,,17.2
2015,пайыз,Оңтүстік Қазақстан,,,25-28,,9.7
2016,пайыз,Оңтүстік Қазақстан,,,25-28,,8.0
2017,пайыз,Оңтүстік Қазақстан,,,25-28,,5.3
2012,пайыз,Оңтүстік Қазақстан,,,29-34,,19.3
2013,пайыз,Оңтүстік Қазақстан,,,29-34,,14.3
2014,пайыз,Оңтүстік Қазақстан,,,29-34,,16.9
2015,пайыз,Оңтүстік Қазақстан,,,29-34,,7.7
2016,пайыз,Оңтүстік Қазақстан,,,29-34,,6.4
2017,пайыз,Оңтүстік Қазақстан,,,29-34,,4.7
2012,пайыз,Оңтүстік Қазақстан,,,35-44,,19.6
2013,пайыз,Оңтүстік Қазақстан,,,35-44,,18.2
2014,пайыз,Оңтүстік Қазақстан,,,35-44,,16.5
2015,пайыз,Оңтүстік Қазақстан,,,35-44,,10.3
2016,пайыз,Оңтүстік Қазақстан,,,35-44,,8.8
2017,пайыз,Оңтүстік Қазақстан,,,35-44,,5.0
2012,пайыз,Оңтүстік Қазақстан,,,45-54,,18.2
2013,пайыз,Оңтүстік Қазақстан,,,45-54,,14.1
2014,пайыз,Оңтүстік Қазақстан,,,45-54,,16.7
2015,пайыз,Оңтүстік Қазақстан,,,45-54,,10.3
2016,пайыз,Оңтүстік Қазақстан,,,45-54,,6.8
2017,пайыз,Оңтүстік Қазақстан,,,45-54,,3.9
2012,пайыз,Оңтүстік Қазақстан,,,55-64,,18.0
2013,пайыз,Оңтүстік Қазақстан,,,55-64,,12.3
2014,пайыз,Оңтүстік Қазақстан,,,55-64,,16.5
2015,пайыз,Оңтүстік Қазақстан,,,55-64,,15.4
2016,пайыз,Оңтүстік Қазақстан,,,55-64,,8.1
2017,пайыз,Оңтүстік Қазақстан,,,55-64,,5.7
2012,пайыз,Оңтүстік Қазақстан,,,65 және одан үлкен,,48.8
2013,пайыз,Оңтүстік Қазақстан,,,65 және одан үлкен,,0.0
2014,пайыз,Оңтүстік Қазақстан,,,65 және одан үлкен,,0.0
2015,пайыз,Оңтүстік Қазақстан,,,65 және одан үлкен,,0.0
2016,пайыз,Оңтүстік Қазақстан,,,65 және одан үлкен,,73.8
2017,пайыз,Оңтүстік Қазақстан,,,65 және одан үлкен,,0.0
2012,пайыз,Павлодар,,,15,,0.0
2013,пайыз,Павлодар,,,15,,0.0
2014,пайыз,Павлодар,,,15,,0.0
2015,пайыз,Павлодар,,,15,,0.0
2016,пайыз,Павлодар,,,15,,0.0
2017,пайыз,Павлодар,,,15,,0.0
2018,пайыз,Павлодар,,,15,,0.0
2012,пайыз,Павлодар,,,16-24,,17.2
2013,пайыз,Павлодар,,,16-24,,14.5
2014,пайыз,Павлодар,,,16-24,,19.6
2015,пайыз,Павлодар,,,16-24,,13.7
2016,пайыз,Павлодар,,,16-24,,22.2
2017,пайыз,Павлодар,,,16-24,,10.6
2018,пайыз,Павлодар,,,16-24,,3.4
2012,пайыз,Павлодар,,,25-28,,12.3
2013,пайыз,Павлодар,,,25-28,,16.3
2014,пайыз,Павлодар,,,25-28,,14.7
2015,пайыз,Павлодар,,,25-28,,7.8
2016,пайыз,Павлодар,,,25-28,,13.2
2017,пайыз,Павлодар,,,25-28,,10.2
2018,пайыз,Павлодар,,,25-28,,2.8
2012,пайыз,Павлодар,,,29-34,,21.2
2013,пайыз,Павлодар,,,29-34,,18.5
2014,пайыз,Павлодар,,,29-34,,15.1
2015,пайыз,Павлодар,,,29-34,,13.0
2016,пайыз,Павлодар,,,29-34,,12.4
2017,пайыз,Павлодар,,,29-34,,7.6
2018,пайыз,Павлодар,,,29-34,,2.2
2012,пайыз,Павлодар,,,35-44,,13.6
2013,пайыз,Павлодар,,,35-44,,13.6
2014,пайыз,Павлодар,,,35-44,,15.4
2015,пайыз,Павлодар,,,35-44,,8.1
2016,пайыз,Павлодар,,,35-44,,11.1
2017,пайыз,Павлодар,,,35-44,,9.6
2018,пайыз,Павлодар,,,35-44,,4.3
2012,пайыз,Павлодар,,,45-54,,13.0
2013,пайыз,Павлодар,,,45-54,,14.3
2014,пайыз,Павлодар,,,45-54,,14.3
2015,пайыз,Павлодар,,,45-54,,12.5
2016,пайыз,Павлодар,,,45-54,,12.2
2017,пайыз,Павлодар,,,45-54,,8.6
2018,пайыз,Павлодар,,,45-54,,2.8
2012,пайыз,Павлодар,,,55-64,,12.4
2013,пайыз,Павлодар,,,55-64,,9.8
2014,пайыз,Павлодар,,,55-64,,15.6
2015,пайыз,Павлодар,,,55-64,,8.1
2016,пайыз,Павлодар,,,55-64,,14.6
2017,пайыз,Павлодар,,,55-64,,12.2
2018,пайыз,Павлодар,,,55-64,,3.8
2012,пайыз,Павлодар,,,65 және одан үлкен,,36.4
2013,пайыз,Павлодар,,,65 және одан үлкен,,65.8
2014,пайыз,Павлодар,,,65 және одан үлкен,,8.1
2015,пайыз,Павлодар,,,65 және одан үлкен,,2.3
2016,пайыз,Павлодар,,,65 және одан үлкен,,13.2
2017,пайыз,Павлодар,,,65 және одан үлкен,,0.0
2018,пайыз,Павлодар,,,65 және одан үлкен,,0.0
2012,пайыз,Солтүстік Қазақстан,,,15,,0.0
2013,пайыз,Солтүстік Қазақстан,,,15,,0.0
2014,пайыз,Солтүстік Қазақстан,,,15,,0.0
2015,пайыз,Солтүстік Қазақстан,,,15,,0.0
2016,пайыз,Солтүстік Қазақстан,,,15,,0.0
2017,пайыз,Солтүстік Қазақстан,,,15,,0.0
2018,пайыз,Солтүстік Қазақстан,,,15,,0.0
2012,пайыз,Солтүстік Қазақстан,,,16-24,,18.0
2013,пайыз,Солтүстік Қазақстан,,,16-24,,24.7
2014,пайыз,Солтүстік Қазақстан,,,16-24,,23.5
2015,пайыз,Солтүстік Қазақстан,,,16-24,,26.6
2016,пайыз,Солтүстік Қазақстан,,,16-24,,13.0
2017,пайыз,Солтүстік Қазақстан,,,16-24,,14.1
2018,пайыз,Солтүстік Қазақстан,,,16-24,,9.9
2012,пайыз,Солтүстік Қазақстан,,,25-28,,12.8
2013,пайыз,Солтүстік Қазақстан,,,25-28,,18.7
2014,пайыз,Солтүстік Қазақстан,,,25-28,,18.9
2015,пайыз,Солтүстік Қазақстан,,,25-28,,15.0
2016,пайыз,Солтүстік Қазақстан,,,25-28,,12.6
2017,пайыз,Солтүстік Қазақстан,,,25-28,,5.0
2018,пайыз,Солтүстік Қазақстан,,,25-28,,8.3
2012,пайыз,Солтүстік Қазақстан,,,29-34,,18.5
2013,пайыз,Солтүстік Қазақстан,,,29-34,,20.1
2014,пайыз,Солтүстік Қазақстан,,,29-34,,20.9
2015,пайыз,Солтүстік Қазақстан,,,29-34,,16.6
2016,пайыз,Солтүстік Қазақстан,,,29-34,,10.0
2017,пайыз,Солтүстік Қазақстан,,,29-34,,4.9
2018,пайыз,Солтүстік Қазақстан,,,29-34,,7.0
2012,пайыз,Солтүстік Қазақстан,,,35-44,,12.3
2013,пайыз,Солтүстік Қазақстан,,,35-44,,10.0
2014,пайыз,Солтүстік Қазақстан,,,35-44,,16.2
2015,пайыз,Солтүстік Қазақстан,,,35-44,,13.4
2016,пайыз,Солтүстік Қазақстан,,,35-44,,8.3
2017,пайыз,Солтүстік Қазақстан,,,35-44,,6.4
2018,пайыз,Солтүстік Қазақстан,,,35-44,,7.5
2012,пайыз,Солтүстік Қазақстан,,,45-54,,11.5
2013,пайыз,Солтүстік Қазақстан,,,45-54,,9.2
2014,пайыз,Солтүстік Қазақстан,,,45-54,,14.5
2015,пайыз,Солтүстік Қазақстан,,,45-54,,11.5
2016,пайыз,Солтүстік Қазақстан,,,45-54,,9.9
2017,пайыз,Солтүстік Қазақстан,,,45-54,,6.0
2018,пайыз,Солтүстік Қазақстан,,,45-54,,5.1
2012,пайыз,Солтүстік Қазақстан,,,55-64,,13.2
2013,пайыз,Солтүстік Қазақстан,,,55-64,,13.4
2014,пайыз,Солтүстік Қазақстан,,,55-64,,15.7
2015,пайыз,Солтүстік Қазақстан,,,55-64,,8.9
2016,пайыз,Солтүстік Қазақстан,,,55-64,,9.1
2017,пайыз,Солтүстік Қазақстан,,,55-64,,5.4
2018,пайыз,Солтүстік Қазақстан,,,55-64,,6.0
2012,пайыз,Солтүстік Қазақстан,,,65 және одан үлкен,,0.0
2013,пайыз,Солтүстік Қазақстан,,,65 және одан үлкен,,0.0
2014,пайыз,Солтүстік Қазақстан,,,65 және одан үлкен,,0.0
2015,пайыз,Солтүстік Қазақстан,,,65 және одан үлкен,,0.0
2016,пайыз,Солтүстік Қазақстан,,,65 және одан үлкен,,0.0
2017,пайыз,Солтүстік Қазақстан,,,65 және одан үлкен,,0.0
2018,пайыз,Солтүстік Қазақстан,,,65 және одан үлкен,,46.1
2018,пайыз,Түркістан,,,15,,0.0
2018,пайыз,Түркістан,,,16-24,,5.6
2018,пайыз,Түркістан,,,25-28,,5.2
2018,пайыз,Түркістан,,,29-34,,4.4
2018,пайыз,Түркістан,,,35-44,,4.3
2018,пайыз,Түркістан,,,45-54,,6.0
2018,пайыз,Түркістан,,,55-64,,3.2
2018,пайыз,Түркістан,,,65 және одан үлкен,,0.0
2012,пайыз,Шығыс Қазақстан,,,15,,0.0
2013,пайыз,Шығыс Қазақстан,,,15,,0.0
2014,пайыз,Шығыс Қазақстан,,,15,,0.0
2015,пайыз,Шығыс Қазақстан,,,15,,0.0
2016,пайыз,Шығыс Қазақстан,,,15,,0.0
2017,пайыз,Шығыс Қазақстан,,,15,,0.0
2018,пайыз,Шығыс Қазақстан,,,15,,0.0
2012,пайыз,Шығыс Қазақстан,,,16-24,,19.0
2013,пайыз,Шығыс Қазақстан,,,16-24,,19.7
2014,пайыз,Шығыс Қазақстан,,,16-24,,27.6
2015,пайыз,Шығыс Қазақстан,,,16-24,,17.9
2016,пайыз,Шығыс Қазақстан,,,16-24,,11.8
2017,пайыз,Шығыс Қазақстан,,,16-24,,7.4
2018,пайыз,Шығыс Қазақстан,,,16-24,,4.5
2012,пайыз,Шығыс Қазақстан,,,25-28,,15.8
2013,пайыз,Шығыс Қазақстан,,,25-28,,12.5
2014,пайыз,Шығыс Қазақстан,,,25-28,,18.7
2015,пайыз,Шығыс Қазақстан,,,25-28,,17.3
2016,пайыз,Шығыс Қазақстан,,,25-28,,8.2
2017,пайыз,Шығыс Қазақстан,,,25-28,,5.4
2018,пайыз,Шығыс Қазақстан,,,25-28,,3.8
2012,пайыз,Шығыс Қазақстан,,,29-34,,14.6
2013,пайыз,Шығыс Қазақстан,,,29-34,,12.6
2014,пайыз,Шығыс Қазақстан,,,29-34,,16.0
2015,пайыз,Шығыс Қазақстан,,,29-34,,11.3
2016,пайыз,Шығыс Қазақстан,,,29-34,,6.3
2017,пайыз,Шығыс Қазақстан,,,29-34,,7.6
2018,пайыз,Шығыс Қазақстан,,,29-34,,3.3
2012,пайыз,Шығыс Қазақстан,,,35-44,,16.9
2013,пайыз,Шығыс Қазақстан,,,35-44,,16.7
2014,пайыз,Шығыс Қазақстан,,,35-44,,16.0
2015,пайыз,Шығыс Қазақстан,,,35-44,,13.4
2016,пайыз,Шығыс Қазақстан,,,35-44,,8.5
2017,пайыз,Шығыс Қазақстан,,,35-44,,5.9
2018,пайыз,Шығыс Қазақстан,,,35-44,,3.9
2012,пайыз,Шығыс Қазақстан,,,45-54,,15.8
2013,пайыз,Шығыс Қазақстан,,,45-54,,12.8
2014,пайыз,Шығыс Қазақстан,,,45-54,,17.1
2015,пайыз,Шығыс Қазақстан,,,45-54,,15.3
2016,пайыз,Шығыс Қазақстан,,,45-54,,11.7
2017,пайыз,Шығыс Қазақстан,,,45-54,,6.4
2018,пайыз,Шығыс Қазақстан,,,45-54,,4.2
2012,пайыз,Шығыс Қазақстан,,,55-64,,14.6
2013,пайыз,Шығыс Қазақстан,,,55-64,,9.2
2014,пайыз,Шығыс Қазақстан,,,55-64,,23.3
2015,пайыз,Шығыс Қазақстан,,,55-64,,10.8
2016,пайыз,Шығыс Қазақстан,,,55-64,,7.9
2017,пайыз,Шығыс Қазақстан,,,55-64,,6.4
2018,пайыз,Шығыс Қазақстан,,,55-64,,3.4
2012,пайыз,Шығыс Қазақстан,,,65 және одан үлкен,,0.0
2013,пайыз,Шығыс Қазақстан,,,65 және одан үлкен,,0.0
2014,пайыз,Шығыс Қазақстан,,,65 және одан үлкен,,57.2
2015,пайыз,Шығыс Қазақстан,,,65 және одан үлкен,,3.8
2016,пайыз,Шығыс Қазақстан,,,65 және одан үлкен,,4.2
2017,пайыз,Шығыс Қазақстан,,,65 және одан үлкен,,8.1
2018,пайыз,Шығыс Қазақстан,,,65 және одан үлкен,,3.7
2012,пайыз,Нұр-Сұлтан қаласы,,,15,,0.0
2013,пайыз,Нұр-Сұлтан қаласы,,,15,,0.0
2014,пайыз,Нұр-Сұлтан қаласы,,,15,,0.0
2015,пайыз,Нұр-Сұлтан қаласы,,,15,,0.0
2016,пайыз,Нұр-Сұлтан қаласы,,,15,,0.0
2017,пайыз,Нұр-Сұлтан қаласы,,,15,,0.0
2018,пайыз,Нұр-Сұлтан қаласы,,,15,,0.0
2012,пайыз,Нұр-Сұлтан қаласы,,,16-24,,24.9
2013,пайыз,Нұр-Сұлтан қаласы,,,16-24,,2.7
2014,пайыз,Нұр-Сұлтан қаласы,,,16-24,,37.8
2015,пайыз,Нұр-Сұлтан қаласы,,,16-24,,41.8
2016,пайыз,Нұр-Сұлтан қаласы,,,16-24,,18.5
2017,пайыз,Нұр-Сұлтан қаласы,,,16-24,,21.9
2018,пайыз,Нұр-Сұлтан қаласы,,,16-24,,15.4
2012,пайыз,Нұр-Сұлтан қаласы,,,25-28,,13.8
2013,пайыз,Нұр-Сұлтан қаласы,,,25-28,,6.4
2014,пайыз,Нұр-Сұлтан қаласы,,,25-28,,23.1
2015,пайыз,Нұр-Сұлтан қаласы,,,25-28,,28.8
2016,пайыз,Нұр-Сұлтан қаласы,,,25-28,,18.6
2017,пайыз,Нұр-Сұлтан қаласы,,,25-28,,22.5
2018,пайыз,Нұр-Сұлтан қаласы,,,25-28,,16.2
2012,пайыз,Нұр-Сұлтан қаласы,,,29-34,,11.3
2013,пайыз,Нұр-Сұлтан қаласы,,,29-34,,6.1
2014,пайыз,Нұр-Сұлтан қаласы,,,29-34,,20.7
2015,пайыз,Нұр-Сұлтан қаласы,,,29-34,,23.7
2016,пайыз,Нұр-Сұлтан қаласы,,,29-34,,18.9
2017,пайыз,Нұр-Сұлтан қаласы,,,29-34,,30.8
2018,пайыз,Нұр-Сұлтан қаласы,,,29-34,,22.7
2012,пайыз,Нұр-Сұлтан қаласы,,,35-44,,12.3
2013,пайыз,Нұр-Сұлтан қаласы,,,35-44,,4.6
2014,пайыз,Нұр-Сұлтан қаласы,,,35-44,,22.0
2015,пайыз,Нұр-Сұлтан қаласы,,,35-44,,25.0
2016,пайыз,Нұр-Сұлтан қаласы,,,35-44,,16.6
2017,пайыз,Нұр-Сұлтан қаласы,,,35-44,,30.9
2018,пайыз,Нұр-Сұлтан қаласы,,,35-44,,13.8
2012,пайыз,Нұр-Сұлтан қаласы,,,45-54,,9.7
2013,пайыз,Нұр-Сұлтан қаласы,,,45-54,,4.1
2014,пайыз,Нұр-Сұлтан қаласы,,,45-54,,21.4
2015,пайыз,Нұр-Сұлтан қаласы,,,45-54,,24.0
2016,пайыз,Нұр-Сұлтан қаласы,,,45-54,,14.4
2017,пайыз,Нұр-Сұлтан қаласы,,,45-54,,14.9
2018,пайыз,Нұр-Сұлтан қаласы,,,45-54,,14.9
2012,пайыз,Нұр-Сұлтан қаласы,,,55-64,,5.1
2013,пайыз,Нұр-Сұлтан қаласы,,,55-64,,2.7
2014,пайыз,Нұр-Сұлтан қаласы,,,55-64,,12.0
2015,пайыз,Нұр-Сұлтан қаласы,,,55-64,,18.2
2016,пайыз,Нұр-Сұлтан қаласы,,,55-64,,18.1
2017,пайыз,Нұр-Сұлтан қаласы,,,55-64,,9.5
2018,пайыз,Нұр-Сұлтан қаласы,,,55-64,,13.2
2012,пайыз,Нұр-Сұлтан қаласы,,,65 және одан үлкен,,0.0
2013,пайыз,Нұр-Сұлтан қаласы,,,65 және одан үлкен,,19.6
2014,пайыз,Нұр-Сұлтан қаласы,,,65 және одан үлкен,,35.6
2015,пайыз,Нұр-Сұлтан қаласы,,,65 және одан үлкен,,18.5
2016,пайыз,Нұр-Сұлтан қаласы,,,65 және одан үлкен,,6.0
2017,пайыз,Нұр-Сұлтан қаласы,,,65 және одан үлкен,,7.6
2018,пайыз,Нұр-Сұлтан қаласы,,,65 және одан үлкен,,0.0
2012,пайыз,Алматы қаласы,,,15,,0.0
2013,пайыз,Алматы қаласы,,,15,,0.0
2014,пайыз,Алматы қаласы,,,15,,0.0
2015,пайыз,Алматы қаласы,,,15,,0.0
2016,пайыз,Алматы қаласы,,,15,,0.0
2017,пайыз,Алматы қаласы,,,15,,0.0
2018,пайыз,Алматы қаласы,,,15,,0.0
2012,пайыз,Алматы қаласы,,,16-24,,13.9
2013,пайыз,Алматы қаласы,,,16-24,,13.3
2014,пайыз,Алматы қаласы,,,16-24,,16.8
2015,пайыз,Алматы қаласы,,,16-24,,12.2
2016,пайыз,Алматы қаласы,,,16-24,,19.2
2017,пайыз,Алматы қаласы,,,16-24,,11.9
2018,пайыз,Алматы қаласы,,,16-24,,12.0
2012,пайыз,Алматы қаласы,,,25-28,,9.9
2013,пайыз,Алматы қаласы,,,25-28,,12.9
2014,пайыз,Алматы қаласы,,,25-28,,14.0
2015,пайыз,Алматы қаласы,,,25-28,,13.6
2016,пайыз,Алматы қаласы,,,25-28,,19.9
2017,пайыз,Алматы қаласы,,,25-28,,8.9
2018,пайыз,Алматы қаласы,,,25-28,,11.1
2012,пайыз,Алматы қаласы,,,29-34,,10.5
2013,пайыз,Алматы қаласы,,,29-34,,10.9
2014,пайыз,Алматы қаласы,,,29-34,,14.5
2015,пайыз,Алматы қаласы,,,29-34,,12.1
