Year,Units,Өңірлер,Аймақ,Жасы,GeoCode,Value
2018,пайыз,Маңғыстау,,45-54,,40.9
2010,пайыз,Маңғыстау,,55-64,,15.4
2011,пайыз,Маңғыстау,,55-64,,24.8
2012,пайыз,Маңғыстау,,55-64,,33.0
2013,пайыз,Маңғыстау,,55-64,,12.1
2014,пайыз,Маңғыстау,,55-64,,31.6
2015,пайыз,Маңғыстау,,55-64,,41.6
2016,пайыз,Маңғыстау,,55-64,,37.6
2017,пайыз,Маңғыстау,,55-64,,29.3
2018,пайыз,Маңғыстау,,55-64,,27.0
2010,пайыз,Маңғыстау,,65 және одан үлкен,,0.0
2011,пайыз,Маңғыстау,,65 және одан үлкен,,0.0
2012,пайыз,Маңғыстау,,65 және одан үлкен,,0.0
2014,пайыз,Маңғыстау,,65 және одан үлкен,,6.8
2015,пайыз,Маңғыстау,,65 және одан үлкен,,54.5
2017,пайыз,Маңғыстау,,65 және одан үлкен,,0.0
2010,пайыз,Оңтүстік Қазақстан,,16-24,,0.0
2011,пайыз,Оңтүстік Қазақстан,,16-24,,31.6
2012,пайыз,Оңтүстік Қазақстан,,16-24,,68.7
2013,пайыз,Оңтүстік Қазақстан,,16-24,,32.6
2014,пайыз,Оңтүстік Қазақстан,,16-24,,22.0
2015,пайыз,Оңтүстік Қазақстан,,16-24,,5.3
2016,пайыз,Оңтүстік Қазақстан,,16-24,,5.2
2017,пайыз,Оңтүстік Қазақстан,,16-24,,12.4
2010,пайыз,Оңтүстік Қазақстан,,25-28,,100.0
2011,пайыз,Оңтүстік Қазақстан,,25-28,,46.6
2012,пайыз,Оңтүстік Қазақстан,,25-28,,43.3
2013,пайыз,Оңтүстік Қазақстан,,25-28,,3.0
2014,пайыз,Оңтүстік Қазақстан,,25-28,,31.6
2015,пайыз,Оңтүстік Қазақстан,,25-28,,12.9
2016,пайыз,Оңтүстік Қазақстан,,25-28,,10.9
2017,пайыз,Оңтүстік Қазақстан,,25-28,,14.9
2010,пайыз,Оңтүстік Қазақстан,,29-34,,34.8
2011,пайыз,Оңтүстік Қазақстан,,29-34,,48.4
2012,пайыз,Оңтүстік Қазақстан,,29-34,,56.3
2013,пайыз,Оңтүстік Қазақстан,,29-34,,47.2
2014,пайыз,Оңтүстік Қазақстан,,29-34,,36.2
2015,пайыз,Оңтүстік Қазақстан,,29-34,,33.9
2016,пайыз,Оңтүстік Қазақстан,,29-34,,46.9
2017,пайыз,Оңтүстік Қазақстан,,29-34,,21.1
2010,пайыз,Оңтүстік Қазақстан,,35-44,,14.3
2011,пайыз,Оңтүстік Қазақстан,,35-44,,7.5
2012,пайыз,Оңтүстік Қазақстан,,35-44,,17.9
2013,пайыз,Оңтүстік Қазақстан,,35-44,,34.9
2014,пайыз,Оңтүстік Қазақстан,,35-44,,36.6
2015,пайыз,Оңтүстік Қазақстан,,35-44,,39.7
2016,пайыз,Оңтүстік Қазақстан,,35-44,,60.7
2017,пайыз,Оңтүстік Қазақстан,,35-44,,29.9
2010,пайыз,Оңтүстік Қазақстан,,45-54,,14.7
2011,пайыз,Оңтүстік Қазақстан,,45-54,,24.4
2012,пайыз,Оңтүстік Қазақстан,,45-54,,23.4
2013,пайыз,Оңтүстік Қазақстан,,45-54,,32.3
2014,пайыз,Оңтүстік Қазақстан,,45-54,,31.5
2015,пайыз,Оңтүстік Қазақстан,,45-54,,21.4
2016,пайыз,Оңтүстік Қазақстан,,45-54,,39.8
2017,пайыз,Оңтүстік Қазақстан,,45-54,,40.2
2010,пайыз,Оңтүстік Қазақстан,,55-64,,23.3
2011,пайыз,Оңтүстік Қазақстан,,55-64,,27.4
2012,пайыз,Оңтүстік Қазақстан,,55-64,,31.1
2013,пайыз,Оңтүстік Қазақстан,,55-64,,26.7
2014,пайыз,Оңтүстік Қазақстан,,55-64,,25.2
2015,пайыз,Оңтүстік Қазақстан,,55-64,,24.3
2016,пайыз,Оңтүстік Қазақстан,,55-64,,67.2
2017,пайыз,Оңтүстік Қазақстан,,55-64,,11.3
2015,пайыз,Оңтүстік Қазақстан,,65 және одан үлкен,,0.0
2016,пайыз,Оңтүстік Қазақстан,,65 және одан үлкен,,0.0
2010,пайыз,Павлодар,,16-24,,77.4
2011,пайыз,Павлодар,,16-24,,21.9
2012,пайыз,Павлодар,,16-24,,27.6
2013,пайыз,Павлодар,,16-24,,45.9
2014,пайыз,Павлодар,,16-24,,22.1
2015,пайыз,Павлодар,,16-24,,42.0
2016,пайыз,Павлодар,,16-24,,72.0
2017,пайыз,Павлодар,,16-24,,60.4
2018,пайыз,Павлодар,,16-24,,63.4
2010,пайыз,Павлодар,,25-28,,35.0
2011,пайыз,Павлодар,,25-28,,52.7
2012,пайыз,Павлодар,,25-28,,29.1
2013,пайыз,Павлодар,,25-28,,17.2
2014,пайыз,Павлодар,,25-28,,33.4
2015,пайыз,Павлодар,,25-28,,32.5
2016,пайыз,Павлодар,,25-28,,32.9
2017,пайыз,Павлодар,,25-28,,54.5
2018,пайыз,Павлодар,,25-28,,45.8
2010,пайыз,Павлодар,,29-34,,47.4
2011,пайыз,Павлодар,,29-34,,38.4
2012,пайыз,Павлодар,,29-34,,29.6
2013,пайыз,Павлодар,,29-34,,41.9
2014,пайыз,Павлодар,,29-34,,27.9
2015,пайыз,Павлодар,,29-34,,56.7
2016,пайыз,Павлодар,,29-34,,31.7
2017,пайыз,Павлодар,,29-34,,49.9
2018,пайыз,Павлодар,,29-34,,36.1
2010,пайыз,Павлодар,,35-44,,35.2
2011,пайыз,Павлодар,,35-44,,35.4
2012,пайыз,Павлодар,,35-44,,23.5
2013,пайыз,Павлодар,,35-44,,34.4
2014,пайыз,Павлодар,,35-44,,31.9
2015,пайыз,Павлодар,,35-44,,38.6
2016,пайыз,Павлодар,,35-44,,40.3
2017,пайыз,Павлодар,,35-44,,41.8
2018,пайыз,Павлодар,,35-44,,34.1
2010,пайыз,Павлодар,,45-54,,44.7
2011,пайыз,Павлодар,,45-54,,51.1
2012,пайыз,Павлодар,,45-54,,38.6
2013,пайыз,Павлодар,,45-54,,47.6
2014,пайыз,Павлодар,,45-54,,37.0
2015,пайыз,Павлодар,,45-54,,35.8
2016,пайыз,Павлодар,,45-54,,44.9
2017,пайыз,Павлодар,,45-54,,39.1
2018,пайыз,Павлодар,,45-54,,50.2
2010,пайыз,Павлодар,,55-64,,34.2
2011,пайыз,Павлодар,,55-64,,32.5
2012,пайыз,Павлодар,,55-64,,35.9
2013,пайыз,Павлодар,,55-64,,31.2
2014,пайыз,Павлодар,,55-64,,24.9
2015,пайыз,Павлодар,,55-64,,30.6
2016,пайыз,Павлодар,,55-64,,38.1
2017,пайыз,Павлодар,,55-64,,36.0
2018,пайыз,Павлодар,,55-64,,32.8
2014,пайыз,Павлодар,,65 және одан үлкен,,84.8
2015,пайыз,Павлодар,,65 және одан үлкен,,11.8
2016,пайыз,Павлодар,,65 және одан үлкен,,70.3
2017,пайыз,Павлодар,,65 және одан үлкен,,0.0
2018,пайыз,Павлодар,,65 және одан үлкен,,0.0
2010,пайыз,Солтүстік Қазақстан,,16-24,,43.8
2011,пайыз,Солтүстік Қазақстан,,16-24,,76.0
2012,пайыз,Солтүстік Қазақстан,,16-24,,76.4
2013,пайыз,Солтүстік Қазақстан,,16-24,,0.0
2014,пайыз,Солтүстік Қазақстан,,16-24,,2.1
2015,пайыз,Солтүстік Қазақстан,,16-24,,48.7
2016,пайыз,Солтүстік Қазақстан,,16-24,,0.0
2017,пайыз,Солтүстік Қазақстан,,16-24,,7.9
2018,пайыз,Солтүстік Қазақстан,,16-24,,50.1
2010,пайыз,Солтүстік Қазақстан,,25-28,,35.2
2011,пайыз,Солтүстік Қазақстан,,25-28,,15.2
2012,пайыз,Солтүстік Қазақстан,,25-28,,18.3
2013,пайыз,Солтүстік Қазақстан,,25-28,,51.7
2014,пайыз,Солтүстік Қазақстан,,25-28,,23.0
2015,пайыз,Солтүстік Қазақстан,,25-28,,37.7
2016,пайыз,Солтүстік Қазақстан,,25-28,,34.2
2017,пайыз,Солтүстік Қазақстан,,25-28,,24.7
2018,пайыз,Солтүстік Қазақстан,,25-28,,38.7
2010,пайыз,Солтүстік Қазақстан,,29-34,,50.8
2011,пайыз,Солтүстік Қазақстан,,29-34,,48.0
2012,пайыз,Солтүстік Қазақстан,,29-34,,37.3
2013,пайыз,Солтүстік Қазақстан,,29-34,,13.2
2014,пайыз,Солтүстік Қазақстан,,29-34,,28.0
2015,пайыз,Солтүстік Қазақстан,,29-34,,38.0
2016,пайыз,Солтүстік Қазақстан,,29-34,,27.1
2017,пайыз,Солтүстік Қазақстан,,29-34,,32.3
2018,пайыз,Солтүстік Қазақстан,,29-34,,29.1
2010,пайыз,Солтүстік Қазақстан,,35-44,,40.3
2011,пайыз,Солтүстік Қазақстан,,35-44,,39.9
2012,пайыз,Солтүстік Қазақстан,,35-44,,33.2
2013,пайыз,Солтүстік Қазақстан,,35-44,,22.5
2014,пайыз,Солтүстік Қазақстан,,35-44,,38.0
2015,пайыз,Солтүстік Қазақстан,,35-44,,38.2
2016,пайыз,Солтүстік Қазақстан,,35-44,,34.8
2017,пайыз,Солтүстік Қазақстан,,35-44,,37.9
2018,пайыз,Солтүстік Қазақстан,,35-44,,49.0
2010,пайыз,Солтүстік Қазақстан,,45-54,,19.6
2011,пайыз,Солтүстік Қазақстан,,45-54,,27.0
2012,пайыз,Солтүстік Қазақстан,,45-54,,46.5
2013,пайыз,Солтүстік Қазақстан,,45-54,,34.3
2014,пайыз,Солтүстік Қазақстан,,45-54,,32.2
2015,пайыз,Солтүстік Қазақстан,,45-54,,42.2
2016,пайыз,Солтүстік Қазақстан,,45-54,,37.3
2017,пайыз,Солтүстік Қазақстан,,45-54,,37.3
2018,пайыз,Солтүстік Қазақстан,,45-54,,42.3
2010,пайыз,Солтүстік Қазақстан,,55-64,,25.3
2011,пайыз,Солтүстік Қазақстан,,55-64,,28.1
2012,пайыз,Солтүстік Қазақстан,,55-64,,62.8
2013,пайыз,Солтүстік Қазақстан,,55-64,,33.4
2014,пайыз,Солтүстік Қазақстан,,55-64,,32.2
2015,пайыз,Солтүстік Қазақстан,,55-64,,40.6
2016,пайыз,Солтүстік Қазақстан,,55-64,,27.3
2017,пайыз,Солтүстік Қазақстан,,55-64,,27.4
2018,пайыз,Солтүстік Қазақстан,,55-64,,32.6
2014,пайыз,Солтүстік Қазақстан,,65 және одан үлкен,,21.9
2015,пайыз,Солтүстік Қазақстан,,65 және одан үлкен,,2.8
2016,пайыз,Солтүстік Қазақстан,,65 және одан үлкен,,16.5
2017,пайыз,Солтүстік Қазақстан,,65 және одан үлкен,,14.4
2018,пайыз,Солтүстік Қазақстан,,65 және одан үлкен,,42.6
2018,пайыз,Түркістан,,16-24,,46.9
2018,пайыз,Түркістан,,25-28,,54.7
2018,пайыз,Түркістан,,29-34,,29.5
2018,пайыз,Түркістан,,35-44,,26.1
2018,пайыз,Түркістан,,45-54,,64.4
2018,пайыз,Түркістан,,55-64,,41.3
2010,пайыз,Шығыс Қазақстан,,16-24,,53.9
2011,пайыз,Шығыс Қазақстан,,16-24,,37.6
2012,пайыз,Шығыс Қазақстан,,16-24,,35.9
2013,пайыз,Шығыс Қазақстан,,16-24,,46.1
2014,пайыз,Шығыс Қазақстан,,16-24,,25.8
2015,пайыз,Шығыс Қазақстан,,16-24,,29.9
2016,пайыз,Шығыс Қазақстан,,16-24,,1.5
2017,пайыз,Шығыс Қазақстан,,16-24,,67.7
2018,пайыз,Шығыс Қазақстан,,16-24,,77.1
2010,пайыз,Шығыс Қазақстан,,25-28,,47.9
2011,пайыз,Шығыс Қазақстан,,25-28,,40.4
2012,пайыз,Шығыс Қазақстан,,25-28,,38.0
2013,пайыз,Шығыс Қазақстан,,25-28,,23.5
2014,пайыз,Шығыс Қазақстан,,25-28,,27.2
2015,пайыз,Шығыс Қазақстан,,25-28,,13.7
2016,пайыз,Шығыс Қазақстан,,25-28,,71.9
2017,пайыз,Шығыс Қазақстан,,25-28,,54.5
2018,пайыз,Шығыс Қазақстан,,25-28,,63.3
2010,пайыз,Шығыс Қазақстан,,29-34,,23.1
2011,пайыз,Шығыс Қазақстан,,29-34,,40.1
2012,пайыз,Шығыс Қазақстан,,29-34,,17.6
2013,пайыз,Шығыс Қазақстан,,29-34,,25.9
2014,пайыз,Шығыс Қазақстан,,29-34,,35.2
2015,пайыз,Шығыс Қазақстан,,29-34,,32.2
2016,пайыз,Шығыс Қазақстан,,29-34,,31.7
2017,пайыз,Шығыс Қазақстан,,29-34,,35.2
2018,пайыз,Шығыс Қазақстан,,29-34,,44.3
2010,пайыз,Шығыс Қазақстан,,35-44,,35.7
2011,пайыз,Шығыс Қазақстан,,35-44,,38.6
2012,пайыз,Шығыс Қазақстан,,35-44,,31.9
2013,пайыз,Шығыс Қазақстан,,35-44,,43.0
2014,пайыз,Шығыс Қазақстан,,35-44,,30.2
2015,пайыз,Шығыс Қазақстан,,35-44,,34.8
2016,пайыз,Шығыс Қазақстан,,35-44,,29.43
2017,пайыз,Шығыс Қазақстан,,35-44,,46.5
2018,пайыз,Шығыс Қазақстан,,35-44,,28.5
2010,пайыз,Шығыс Қазақстан,,45-54,,39.1
2011,пайыз,Шығыс Қазақстан,,45-54,,36.2
2012,пайыз,Шығыс Қазақстан,,45-54,,50.4
2013,пайыз,Шығыс Қазақстан,,45-54,,38.3
2014,пайыз,Шығыс Қазақстан,,45-54,,45.2
2015,пайыз,Шығыс Қазақстан,,45-54,,36.9
2016,пайыз,Шығыс Қазақстан,,45-54,,28.5
2017,пайыз,Шығыс Қазақстан,,45-54,,39.0
2018,пайыз,Шығыс Қазақстан,,45-54,,48.4
2010,пайыз,Шығыс Қазақстан,,55-64,,25.4
2011,пайыз,Шығыс Қазақстан,,55-64,,33.9
2012,пайыз,Шығыс Қазақстан,,55-64,,43.0
2013,пайыз,Шығыс Қазақстан,,55-64,,37.8
2014,пайыз,Шығыс Қазақстан,,55-64,,29.0
2015,пайыз,Шығыс Қазақстан,,55-64,,38.3
2016,пайыз,Шығыс Қазақстан,,55-64,,30.7
2017,пайыз,Шығыс Қазақстан,,55-64,,30.4
2018,пайыз,Шығыс Қазақстан,,55-64,,42.7
2011,пайыз,Шығыс Қазақстан,,65 және одан үлкен,,0.0
2014,пайыз,Шығыс Қазақстан,,65 және одан үлкен,,10.6
2015,пайыз,Шығыс Қазақстан,,65 және одан үлкен,,0.0
2016,пайыз,Шығыс Қазақстан,,65 және одан үлкен,,17.5
2017,пайыз,Шығыс Қазақстан,,65 және одан үлкен,,12.5
2018,пайыз,Шығыс Қазақстан,,65 және одан үлкен,,17.6
2010,пайыз,Нұр-Сұлтан қаласы,,16-24,,44.0
2011,пайыз,Нұр-Сұлтан қаласы,,16-24,,48.1
2012,пайыз,Нұр-Сұлтан қаласы,,16-24,,68.5
2013,пайыз,Нұр-Сұлтан қаласы,,16-24,,74.3
2014,пайыз,Нұр-Сұлтан қаласы,,16-24,,20.8
2015,пайыз,Нұр-Сұлтан қаласы,,16-24,,41.3
2016,пайыз,Нұр-Сұлтан қаласы,,16-24,,61.6
2017,пайыз,Нұр-Сұлтан қаласы,,16-24,,62.5
2018,пайыз,Нұр-Сұлтан қаласы,,16-24,,42.8
2010,пайыз,Нұр-Сұлтан қаласы,,25-28,,54.0
2011,пайыз,Нұр-Сұлтан қаласы,,25-28,,46.7
2012,пайыз,Нұр-Сұлтан қаласы,,25-28,,38.7
2013,пайыз,Нұр-Сұлтан қаласы,,25-28,,42.8
2014,пайыз,Нұр-Сұлтан қаласы,,25-28,,47.7
2015,пайыз,Нұр-Сұлтан қаласы,,25-28,,52.4
2016,пайыз,Нұр-Сұлтан қаласы,,25-28,,46.3
2017,пайыз,Нұр-Сұлтан қаласы,,25-28,,25.4
2018,пайыз,Нұр-Сұлтан қаласы,,25-28,,41.5
2010,пайыз,Нұр-Сұлтан қаласы,,29-34,,28.9
2011,пайыз,Нұр-Сұлтан қаласы,,29-34,,34.4
2012,пайыз,Нұр-Сұлтан қаласы,,29-34,,40.0
2013,пайыз,Нұр-Сұлтан қаласы,,29-34,,47.1
2014,пайыз,Нұр-Сұлтан қаласы,,29-34,,43.1
2015,пайыз,Нұр-Сұлтан қаласы,,29-34,,37.3
2016,пайыз,Нұр-Сұлтан қаласы,,29-34,,40.6
2017,пайыз,Нұр-Сұлтан қаласы,,29-34,,58.1
2018,пайыз,Нұр-Сұлтан қаласы,,29-34,,44.3
2010,пайыз,Нұр-Сұлтан қаласы,,35-44,,48.5
2011,пайыз,Нұр-Сұлтан қаласы,,35-44,,45.9
2012,пайыз,Нұр-Сұлтан қаласы,,35-44,,48.8
2013,пайыз,Нұр-Сұлтан қаласы,,35-44,,46.3
2014,пайыз,Нұр-Сұлтан қаласы,,35-44,,38.5
2015,пайыз,Нұр-Сұлтан қаласы,,35-44,,37.2
2016,пайыз,Нұр-Сұлтан қаласы,,35-44,,38.3
2017,пайыз,Нұр-Сұлтан қаласы,,35-44,,29.8
2018,пайыз,Нұр-Сұлтан қаласы,,35-44,,44.0
2010,пайыз,Нұр-Сұлтан қаласы,,45-54,,34.6
2011,пайыз,Нұр-Сұлтан қаласы,,45-54,,38.6
2012,пайыз,Нұр-Сұлтан қаласы,,45-54,,46.0
2013,пайыз,Нұр-Сұлтан қаласы,,45-54,,46.9
2014,пайыз,Нұр-Сұлтан қаласы,,45-54,,28.3
2015,пайыз,Нұр-Сұлтан қаласы,,45-54,,46.1
2016,пайыз,Нұр-Сұлтан қаласы,,45-54,,48.7
2017,пайыз,Нұр-Сұлтан қаласы,,45-54,,42.1
2018,пайыз,Нұр-Сұлтан қаласы,,45-54,,44.6
2010,пайыз,Нұр-Сұлтан қаласы,,55-64,,35.8
2011,пайыз,Нұр-Сұлтан қаласы,,55-64,,36.1
2012,пайыз,Нұр-Сұлтан қаласы,,55-64,,43.8
2013,пайыз,Нұр-Сұлтан қаласы,,55-64,,27.7
2014,пайыз,Нұр-Сұлтан қаласы,,55-64,,28.0
2015,пайыз,Нұр-Сұлтан қаласы,,55-64,,41.1
2016,пайыз,Нұр-Сұлтан қаласы,,55-64,,56.7
2017,пайыз,Нұр-Сұлтан қаласы,,55-64,,51.1
2018,пайыз,Нұр-Сұлтан қаласы,,55-64,,35.9
2010,пайыз,Нұр-Сұлтан қаласы,,65 және одан үлкен,,25.6
2011,пайыз,Нұр-Сұлтан қаласы,,65 және одан үлкен,,42.2
2012,пайыз,Нұр-Сұлтан қаласы,,65 және одан үлкен,,0.0
2013,пайыз,Нұр-Сұлтан қаласы,,65 және одан үлкен,,0.0
2015,пайыз,Нұр-Сұлтан қаласы,,65 және одан үлкен,,55.6
2016,пайыз,Нұр-Сұлтан қаласы,,65 және одан үлкен,,66.0
2017,пайыз,Нұр-Сұлтан қаласы,,65 және одан үлкен,,66.7
2018,пайыз,Нұр-Сұлтан қаласы,,65 және одан үлкен,,46.3
2010,пайыз,Алматы қаласы,,16-24,,23.7
2011,пайыз,Алматы қаласы,,16-24,,72.3
2012,пайыз,Алматы қаласы,,16-24,,75.3
2013,пайыз,Алматы қаласы,,16-24,,62.3
2014,пайыз,Алматы қаласы,,16-24,,37.0
2015,пайыз,Алматы қаласы,,16-24,,35.1
2016,пайыз,Алматы қаласы,,16-24,,40.6
2017,пайыз,Алматы қаласы,,16-24,,39.2
2018,пайыз,Алматы қаласы,,16-24,,45.3
2010,пайыз,Алматы қаласы,,25-28,,42.7
2011,пайыз,Алматы қаласы,,25-28,,62.5
2012,пайыз,Алматы қаласы,,25-28,,52.9
2013,пайыз,Алматы қаласы,,25-28,,53.6
2014,пайыз,Алматы қаласы,,25-28,,43.4
2015,пайыз,Алматы қаласы,,25-28,,22.9
2016,пайыз,Алматы қаласы,,25-28,,37.3
2017,пайыз,Алматы қаласы,,25-28,,34.3
2018,пайыз,Алматы қаласы,,25-28,,39.4
2010,пайыз,Алматы қаласы,,29-34,,43.5
2011,пайыз,Алматы қаласы,,29-34,,40.6
2012,пайыз,Алматы қаласы,,29-34,,36.9
2013,пайыз,Алматы қаласы,,29-34,,32.5
2014,пайыз,Алматы қаласы,,29-34,,32.8
2015,пайыз,Алматы қаласы,,29-34,,43.7
2016,пайыз,Алматы қаласы,,29-34,,36.8
2017,пайыз,Алматы қаласы,,29-34,,36.5
2018,пайыз,Алматы қаласы,,29-34,,39.3
2010,пайыз,Алматы қаласы,,35-44,,46.4
2011,пайыз,Алматы қаласы,,35-44,,42.5
2012,пайыз,Алматы қаласы,,35-44,,51.0
2013,пайыз,Алматы қаласы,,35-44,,46.4
2014,пайыз,Алматы қаласы,,35-44,,39.1
2015,пайыз,Алматы қаласы,,35-44,,35.1
2016,пайыз,Алматы қаласы,,35-44,,37.0
2017,пайыз,Алматы қаласы,,35-44,,32.4
2018,пайыз,Алматы қаласы,,35-44,,43.2
2010,пайыз,Алматы қаласы,,45-54,,31.7
2011,пайыз,Алматы қаласы,,45-54,,31.3
2012,пайыз,Алматы қаласы,,45-54,,39.9
2013,пайыз,Алматы қаласы,,45-54,,32.7
2014,пайыз,Алматы қаласы,,45-54,,42.3
2015,пайыз,Алматы қаласы,,45-54,,33.8
2016,пайыз,Алматы қаласы,,45-54,,43.2
2017,пайыз,Алматы қаласы,,45-54,,39.2
2018,пайыз,Алматы қаласы,,45-54,,44.6
2010,пайыз,Алматы қаласы,,55-64,,26.8
2011,пайыз,Алматы қаласы,,55-64,,27.1
2012,пайыз,Алматы қаласы,,55-64,,18.4
2013,пайыз,Алматы қаласы,,55-64,,22.1
2014,пайыз,Алматы қаласы,,55-64,,35.1
2015,пайыз,Алматы қаласы,,55-64,,35.8
2016,пайыз,Алматы қаласы,,55-64,,48.9
2017,пайыз,Алматы қаласы,,55-64,,38.4
2018,пайыз,Алматы қаласы,,55-64,,50.4
2014,пайыз,Алматы қаласы,,65 және одан үлкен,,0.0
2015,пайыз,Алматы қаласы,,65 және одан үлкен,,32.1
2016,пайыз,Алматы қаласы,,65 және одан үлкен,,78.8
2017,пайыз,Алматы қаласы,,65 және одан үлкен,,42.5
2018,пайыз,Алматы қаласы,,65 және одан үлкен,,39.1
2018,пайыз,Шымкент қаласы,,16-24,,31.4
2018,пайыз,Шымкент қаласы,,25-28,,38.3
2018,пайыз,Шымкент қаласы,,29-34,,18.8
2018,пайыз,Шымкент қаласы,,35-44,,74.2
2018,пайыз,Шымкент қаласы,,45-54,,43.2
2018,пайыз,Шымкент қаласы,,55-64,,32.2
