Year,Units,Өңірлер,Аймақ,Жынысы,Білім беру,Отбасылық жағдайы,азаматтығы,GeoCode,Value
2010,100 000 халыққа,Жамбыл,сельское население,ерлер,,,,,0.65
2011,100 000 халыққа,Жамбыл,сельское население,ерлер,,,,,0.95
2012,100 000 халыққа,Жамбыл,сельское население,ерлер,,,,,0.94
2013,100 000 халыққа,Жамбыл,сельское население,ерлер,,,,,0.31
2014,100 000 халыққа,Жамбыл,сельское население,ерлер,,,,,0.61
2015,100 000 халыққа,Жамбыл,сельское население,ерлер,,,,,0.0
2016,100 000 халыққа,Жамбыл,сельское население,ерлер,,,,,1.2
2017,100 000 халыққа,Жамбыл,сельское население,ерлер,,,,,0.3
2018,100 000 халыққа,Жамбыл,сельское население,ерлер,,,,,0.29
2010,100 000 халыққа,Қарағанды,сельское население,ерлер,,,,,0.67
2011,100 000 халыққа,Қарағанды,сельское население,ерлер,,,,,1.35
2012,100 000 халыққа,Қарағанды,сельское население,ерлер,,,,,2.03
2013,100 000 халыққа,Қарағанды,сельское население,ерлер,,,,,0.68
2014,100 000 халыққа,Қарағанды,сельское население,ерлер,,,,,0.68
2015,100 000 халыққа,Қарағанды,сельское население,ерлер,,,,,2.06
2016,100 000 халыққа,Қарағанды,сельское население,ерлер,,,,,1.38
2017,100 000 халыққа,Қарағанды,сельское население,ерлер,,,,,1.4
2018,100 000 халыққа,Қарағанды,сельское население,ерлер,,,,,1.41
2010,100 000 халыққа,Қостанай,сельское население,ерлер,,,,,0.47
2011,100 000 халыққа,Қостанай,сельское население,ерлер,,,,,0.0
2012,100 000 халыққа,Қостанай,сельское население,ерлер,,,,,0.0
2013,100 000 халыққа,Қостанай,сельское население,ерлер,,,,,0.48
2014,100 000 халыққа,Қостанай,сельское население,ерлер,,,,,0.48
2015,100 000 халыққа,Қостанай,сельское население,ерлер,,,,,0.49
2016,100 000 халыққа,Қостанай,сельское население,ерлер,,,,,0.99
2017,100 000 халыққа,Қостанай,сельское население,ерлер,,,,,0.0
2018,100 000 халыққа,Қостанай,сельское население,ерлер,,,,,0.0
2010,100 000 халыққа,Қызылорда,сельское население,ерлер,,,,,2.45
2011,100 000 халыққа,Қызылорда,сельское население,ерлер,,,,,3.38
2012,100 000 халыққа,Қызылорда,сельское население,ерлер,,,,,0.0
2013,100 000 халыққа,Қызылорда,сельское население,ерлер,,,,,0.94
2014,100 000 халыққа,Қызылорда,сельское население,ерлер,,,,,0.46
2015,100 000 халыққа,Қызылорда,сельское население,ерлер,,,,,0.46
2016,100 000 халыққа,Қызылорда,сельское население,ерлер,,,,,0.91
2017,100 000 халыққа,Қызылорда,сельское население,ерлер,,,,,0.0
2018,100 000 халыққа,Қызылорда,сельское население,ерлер,,,,,0.45
2010,100 000 халыққа,Маңғыстау,сельское население,ерлер,,,,,0.0
2011,100 000 халыққа,Маңғыстау,сельское население,ерлер,,,,,2.31
2012,100 000 халыққа,Маңғыстау,сельское население,ерлер,,,,,0.73
2013,100 000 халыққа,Маңғыстау,сельское население,ерлер,,,,,0.0
2014,100 000 халыққа,Маңғыстау,сельское население,ерлер,,,,,0.63
2015,100 000 халыққа,Маңғыстау,сельское население,ерлер,,,,,0.58
2016,100 000 халыққа,Маңғыстау,сельское население,ерлер,,,,,1.12
2017,100 000 халыққа,Маңғыстау,сельское население,ерлер,,,,,0.53
2018,100 000 халыққа,Маңғыстау,сельское население,ерлер,,,,,0.5
2010,100 000 халыққа,Оңтүстік Қазақстан,сельское население,ерлер,,,,,1.68
2011,100 000 халыққа,Оңтүстік Қазақстан,сельское население,ерлер,,,,,0.5
2012,100 000 халыққа,Оңтүстік Қазақстан,сельское население,ерлер,,,,,0.37
2013,100 000 халыққа,Оңтүстік Қазақстан,сельское население,ерлер,,,,,0.72
2014,100 000 халыққа,Оңтүстік Қазақстан,сельское население,ерлер,,,,,0.62
2015,100 000 халыққа,Оңтүстік Қазақстан,сельское население,ерлер,,,,,0.51
2016,100 000 халыққа,Оңтүстік Қазақстан,сельское население,ерлер,,,,,2.52
2017,100 000 халыққа,Оңтүстік Қазақстан,сельское население,ерлер,,,,,2.87
2010,100 000 халыққа,Павлодар,сельское население,ерлер,,,,,0.86
2011,100 000 халыққа,Павлодар,сельское население,ерлер,,,,,0.0
2012,100 000 халыққа,Павлодар,сельское население,ерлер,,,,,0.0
2013,100 000 халыққа,Павлодар,сельское население,ерлер,,,,,0.0
2014,100 000 халыққа,Павлодар,сельское население,ерлер,,,,,0.0
2015,100 000 халыққа,Павлодар,сельское население,ерлер,,,,,0.89
2016,100 000 халыққа,Павлодар,сельское население,ерлер,,,,,0.0
2017,100 000 халыққа,Павлодар,сельское население,ерлер,,,,,0.0
2018,100 000 халыққа,Павлодар,сельское население,ерлер,,,,,0.9
2010,100 000 халыққа,Солтүстік Қазақстан,сельское население,ерлер,,,,,0.58
2011,100 000 халыққа,Солтүстік Қазақстан,сельское население,ерлер,,,,,0.58
2012,100 000 халыққа,Солтүстік Қазақстан,сельское население,ерлер,,,,,0.0
2013,100 000 халыққа,Солтүстік Қазақстан,сельское население,ерлер,,,,,0.6
2014,100 000 халыққа,Солтүстік Қазақстан,сельское население,ерлер,,,,,0.0
2015,100 000 халыққа,Солтүстік Қазақстан,сельское население,ерлер,,,,,0.0
2016,100 000 халыққа,Солтүстік Қазақстан,сельское население,ерлер,,,,,0.0
2017,100 000 халыққа,Солтүстік Қазақстан,сельское население,ерлер,,,,,0.0
2018,100 000 халыққа,Солтүстік Қазақстан,сельское население,ерлер,,,,,0.0
2018,100 000 халыққа,Түркістан,сельское население,ерлер,,,,,1.86
2010,100 000 халыққа,Шығыс Қазақстан,сельское население,ерлер,,,,,0.68
2011,100 000 халыққа,Шығыс Қазақстан,сельское население,ерлер,,,,,1.03
2012,100 000 халыққа,Шығыс Қазақстан,сельское население,ерлер,,,,,0.69
2013,100 000 халыққа,Шығыс Қазақстан,сельское население,ерлер,,,,,4.19
2014,100 000 халыққа,Шығыс Қазақстан,сельское население,ерлер,,,,,3.52
2015,100 000 халыққа,Шығыс Қазақстан,сельское население,ерлер,,,,,1.07
2016,100 000 халыққа,Шығыс Қазақстан,сельское население,ерлер,,,,,1.8
2017,100 000 халыққа,Шығыс Қазақстан,сельское население,ерлер,,,,,4.41
2018,100 000 халыққа,Шығыс Қазақстан,сельское население,ерлер,,,,,4.49
2010,100 000 халыққа,,,әйелдер,,,,,0.65
2011,100 000 халыққа,,,әйелдер,,,,,1.1
2012,100 000 халыққа,,,әйелдер,,,,,0.56
2013,100 000 халыққа,,,әйелдер,,,,,0.58
2014,100 000 халыққа,,,әйелдер,,,,,0.66
2015,100 000 халыққа,,,әйелдер,,,,,0.76
2016,100 000 халыққа,,,әйелдер,,,,,0.78
2017,100 000 халыққа,,,әйелдер,,,,,1.14
2018,100 000 халыққа,,,әйелдер,,,,,0.83
2010,100 000 халыққа,Ақмола,,әйелдер,,,,,0.0
2011,100 000 халыққа,Ақмола,,әйелдер,,,,,0.0
2012,100 000 халыққа,Ақмола,,әйелдер,,,,,0.53
2013,100 000 халыққа,Ақмола,,әйелдер,,,,,0.53
2014,100 000 халыққа,Ақмола,,әйелдер,,,,,0.26
2015,100 000 халыққа,Ақмола,,әйелдер,,,,,0.26
2016,100 000 халыққа,Ақмола,,әйелдер,,,,,0.52
2017,100 000 халыққа,Ақмола,,әйелдер,,,,,0.79
2018,100 000 халыққа,Ақмола,,әйелдер,,,,,1.05
2010,100 000 халыққа,Ақтөбе,,әйелдер,,,,,0.25
2011,100 000 халыққа,Ақтөбе,,әйелдер,,,,,0.25
2012,100 000 халыққа,Ақтөбе,,әйелдер,,,,,0.0
2013,100 000 халыққа,Ақтөбе,,әйелдер,,,,,0.0
2014,100 000 халыққа,Ақтөбе,,әйелдер,,,,,0.24
2015,100 000 халыққа,Ақтөбе,,әйелдер,,,,,0.23
2016,100 000 халыққа,Ақтөбе,,әйелдер,,,,,0.0
2017,100 000 халыққа,Ақтөбе,,әйелдер,,,,,0.0
2018,100 000 халыққа,Ақтөбе,,әйелдер,,,,,0.22
2010,100 000 халыққа,Алматы,,әйелдер,,,,,1.06
2011,100 000 халыққа,Алматы,,әйелдер,,,,,2.7
2012,100 000 халыққа,Алматы,,әйелдер,,,,,0.31
2013,100 000 халыққа,Алматы,,әйелдер,,,,,0.0
2014,100 000 халыққа,Алматы,,әйелдер,,,,,0.2
2015,100 000 халыққа,Алматы,,әйелдер,,,,,0.41
2016,100 000 халыққа,Алматы,,әйелдер,,,,,0.3
2017,100 000 халыққа,Алматы,,әйелдер,,,,,0.3
2018,100 000 халыққа,Алматы,,әйелдер,,,,,0.29
2010,100 000 халыққа,Атырау,,әйелдер,,,,,0.37
2011,100 000 халыққа,Атырау,,әйелдер,,,,,0.36
2012,100 000 халыққа,Атырау,,әйелдер,,,,,1.79
2013,100 000 халыққа,Атырау,,әйелдер,,,,,0.7
2014,100 000 халыққа,Атырау,,әйелдер,,,,,0.68
2015,100 000 халыққа,Атырау,,әйелдер,,,,,1.34
2016,100 000 халыққа,Атырау,,әйелдер,,,,,0.98
2017,100 000 халыққа,Атырау,,әйелдер,,,,,0.32
2018,100 000 халыққа,Атырау,,әйелдер,,,,,0.0
2010,100 000 халыққа,Батыс Қазақстан,,әйелдер,,,,,0.32
2011,100 000 халыққа,Батыс Қазақстан,,әйелдер,,,,,0.32
2012,100 000 халыққа,Батыс Қазақстан,,әйелдер,,,,,0.0
2013,100 000 халыққа,Батыс Қазақстан,,әйелдер,,,,,0.62
2014,100 000 халыққа,Батыс Қазақстан,,әйелдер,,,,,0.93
2015,100 000 халыққа,Батыс Қазақстан,,әйелдер,,,,,1.22
2016,100 000 халыққа,Батыс Қазақстан,,әйелдер,,,,,1.21
2017,100 000 халыққа,Батыс Қазақстан,,әйелдер,,,,,1.8
2018,100 000 халыққа,Батыс Қазақстан,,әйелдер,,,,,2.69
2010,100 000 халыққа,Жамбыл,,әйелдер,,,,,0.37
2011,100 000 халыққа,Жамбыл,,әйелдер,,,,,1.49
2012,100 000 халыққа,Жамбыл,,әйелдер,,,,,0.74
2013,100 000 халыққа,Жамбыл,,әйелдер,,,,,0.36
2014,100 000 халыққа,Жамбыл,,әйелдер,,,,,0.0
2015,100 000 халыққа,Жамбыл,,әйелдер,,,,,0.18
2016,100 000 халыққа,Жамбыл,,әйелдер,,,,,0.18
2017,100 000 халыққа,Жамбыл,,әйелдер,,,,,0.35
2018,100 000 халыққа,Жамбыл,,әйелдер,,,,,0.18
2010,100 000 халыққа,Қарағанды,,әйелдер,,,,,0.28
2011,100 000 халыққа,Қарағанды,,әйелдер,,,,,1.12
2012,100 000 халыққа,Қарағанды,,әйелдер,,,,,1.53
2013,100 000 халыққа,Қарағанды,,әйелдер,,,,,0.83
2014,100 000 халыққа,Қарағанды,,әйелдер,,,,,1.1
2015,100 000 халыққа,Қарағанды,,әйелдер,,,,,1.37
2016,100 000 халыққа,Қарағанды,,әйелдер,,,,,0.69
2017,100 000 халыққа,Қарағанды,,әйелдер,,,,,0.41
2018,100 000 халыққа,Қарағанды,,әйелдер,,,,,0.55
2010,100 000 халыққа,Қостанай,,әйелдер,,,,,0.21
2011,100 000 халыққа,Қостанай,,әйелдер,,,,,0.0
2012,100 000 халыққа,Қостанай,,әйелдер,,,,,0.65
2013,100 000 халыққа,Қостанай,,әйелдер,,,,,0.22
2014,100 000 халыққа,Қостанай,,әйелдер,,,,,0.22
2015,100 000 халыққа,Қостанай,,әйелдер,,,,,0.0
2016,100 000 халыққа,Қостанай,,әйелдер,,,,,0.43
2017,100 000 халыққа,Қостанай,,әйелдер,,,,,0.43
2018,100 000 халыққа,Қостанай,,әйелдер,,,,,0.44
2010,100 000 халыққа,Қызылорда,,әйелдер,,,,,2.58
2011,100 000 халыққа,Қызылорда,,әйелдер,,,,,1.41
2012,100 000 халыққа,Қызылорда,,әйелдер,,,,,0.28
2013,100 000 халыққа,Қызылорда,,әйелдер,,,,,0.0
2014,100 000 халыққа,Қызылорда,,әйелдер,,,,,0.0
2015,100 000 халыққа,Қызылорда,,әйелдер,,,,,0.0
2016,100 000 халыққа,Қызылорда,,әйелдер,,,,,0.26
2017,100 000 халыққа,Қызылорда,,әйелдер,,,,,0.26
2018,100 000 халыққа,Қызылорда,,әйелдер,,,,,0.25
2010,100 000 халыққа,Маңғыстау,,әйелдер,,,,,0.39
2011,100 000 халыққа,Маңғыстау,,әйелдер,,,,,0.37
2012,100 000 халыққа,Маңғыстау,,әйелдер,,,,,0.36
2013,100 000 халыққа,Маңғыстау,,әйелдер,,,,,0.34
2014,100 000 халыққа,Маңғыстау,,әйелдер,,,,,0.33
2015,100 000 халыққа,Маңғыстау,,әйелдер,,,,,0.32
2016,100 000 халыққа,Маңғыстау,,әйелдер,,,,,0.94
2017,100 000 халыққа,Маңғыстау,,әйелдер,,,,,0.31
2018,100 000 халыққа,Маңғыстау,,әйелдер,,,,,0.3
2010,100 000 халыққа,Оңтүстік Қазақстан,,әйелдер,,,,,1.71
2011,100 000 халыққа,Оңтүстік Қазақстан,,әйелдер,,,,,0.84
2012,100 000 халыққа,Оңтүстік Қазақстан,,әйелдер,,,,,1.05
2013,100 000 халыққа,Оңтүстік Қазақстан,,әйелдер,,,,,0.88
2014,100 000 халыққа,Оңтүстік Қазақстан,,әйелдер,,,,,0.65
2015,100 000 халыққа,Оңтүстік Қазақстан,,әйелдер,,,,,0.99
2016,100 000 халыққа,Оңтүстік Қазақстан,,әйелдер,,,,,1.88
2017,100 000 халыққа,Оңтүстік Қазақстан,,әйелдер,,,,,3.29
2010,100 000 халыққа,Павлодар,,әйелдер,,,,,0.25
2011,100 000 халыққа,Павлодар,,әйелдер,,,,,0.25
2012,100 000 халыққа,Павлодар,,әйелдер,,,,,0.25
2013,100 000 халыққа,Павлодар,,әйелдер,,,,,0.0
2014,100 000 халыққа,Павлодар,,әйелдер,,,,,0.0
2015,100 000 халыққа,Павлодар,,әйелдер,,,,,0.5
2016,100 000 халыққа,Павлодар,,әйелдер,,,,,1.25
2017,100 000 халыққа,Павлодар,,әйелдер,,,,,0.25
2018,100 000 халыққа,Павлодар,,әйелдер,,,,,2.01
2010,100 000 халыққа,Солтүстік Қазақстан,,әйелдер,,,,,0.0
2011,100 000 халыққа,Солтүстік Қазақстан,,әйелдер,,,,,0.33
2012,100 000 халыққа,Солтүстік Қазақстан,,әйелдер,,,,,0.0
2013,100 000 халыққа,Солтүстік Қазақстан,,әйелдер,,,,,0.0
2014,100 000 халыққа,Солтүстік Қазақстан,,әйелдер,,,,,0.33
2015,100 000 халыққа,Солтүстік Қазақстан,,әйелдер,,,,,0.33
2016,100 000 халыққа,Солтүстік Қазақстан,,әйелдер,,,,,0.34
2017,100 000 халыққа,Солтүстік Қазақстан,,әйелдер,,,,,0.0
2018,100 000 халыққа,Солтүстік Қазақстан,,әйелдер,,,,,0.0
2018,100 000 халыққа,Түркістан,,әйелдер,,,,,2.76
2010,100 000 халыққа,Шығыс Қазақстан,,әйелдер,,,,,0.14
2011,100 000 халыққа,Шығыс Қазақстан,,әйелдер,,,,,3.82
2012,100 000 халыққа,Шығыс Қазақстан,,әйелдер,,,,,0.41
2013,100 000 халыққа,Шығыс Қазақстан,,әйелдер,,,,,2.74
2014,100 000 халыққа,Шығыс Қазақстан,,әйелдер,,,,,3.38
2015,100 000 халыққа,Шығыс Қазақстан,,әйелдер,,,,,2.74
2016,100 000 халыққа,Шығыс Қазақстан,,әйелдер,,,,,1.65
2017,100 000 халыққа,Шығыс Қазақстан,,әйелдер,,,,,4.55
2018,100 000 халыққа,Шығыс Қазақстан,,әйелдер,,,,,1.25
2010,100 000 халыққа,Нұр-Сұлтан қаласы,,әйелдер,,,,,0.58
2011,100 000 халыққа,Нұр-Сұлтан қаласы,,әйелдер,,,,,0.27
2012,100 000 халыққа,Нұр-Сұлтан қаласы,,әйелдер,,,,,0.0
2013,100 000 халыққа,Нұр-Сұлтан қаласы,,әйелдер,,,,,0.49
2014,100 000 халыққа,Нұр-Сұлтан қаласы,,әйелдер,,,,,0.46
2015,100 000 халыққа,Нұр-Сұлтан қаласы,,әйелдер,,,,,1.34
2016,100 000 халыққа,Нұр-Сұлтан қаласы,,әйелдер,,,,,0.21
2017,100 000 халыққа,Нұр-Сұлтан қаласы,,әйелдер,,,,,0.0
2018,100 000 халыққа,Нұр-Сұлтан қаласы,,әйелдер,,,,,0.18
2010,100 000 халыққа,Алматы қаласы,,әйелдер,,,,,0.13
2011,100 000 халыққа,Алматы қаласы,,әйелдер,,,,,0.13
2012,100 000 халыққа,Алматы қаласы,,әйелдер,,,,,0.13
2013,100 000 халыққа,Алматы қаласы,,әйелдер,,,,,0.12
2014,100 000 халыққа,Алматы қаласы,,әйелдер,,,,,0.0
2015,100 000 халыққа,Алматы қаласы,,әйелдер,,,,,0.0
2016,100 000 халыққа,Алматы қаласы,,әйелдер,,,,,0.21
2017,100 000 халыққа,Алматы қаласы,,әйелдер,,,,,0.21
2018,100 000 халыққа,Алматы қаласы,,әйелдер,,,,,0.0
2018,100 000 халыққа,Шымкент қаласы,,әйелдер,,,,,1.37
2010,100 000 халыққа,,городское население,әйелдер,,,,,0.42
2011,100 000 халыққа,,городское население,әйелдер,,,,,1.02
2012,100 000 халыққа,,городское население,әйелдер,,,,,0.41
2013,100 000 халыққа,,городское население,әйелдер,,,,,0.48
2014,100 000 халыққа,,городское население,әйелдер,,,,,0.49
2015,100 000 халыққа,,городское население,әйелдер,,,,,0.8
2016,100 000 халыққа,,городское население,әйелдер,,,,,0.73
2017,100 000 халыққа,,городское население,әйелдер,,,,,0.69
2018,100 000 халыққа,,городское население,әйелдер,,,,,0.57
2010,100 000 халыққа,Ақмола,городское население,әйелдер,,,,,0.0
2011,100 000 халыққа,Ақмола,городское население,әйелдер,,,,,0.0
2012,100 000 халыққа,Ақмола,городское население,әйелдер,,,,,0.55
2013,100 000 халыққа,Ақмола,городское население,әйелдер,,,,,0.54
2014,100 000 халыққа,Ақмола,городское население,әйелдер,,,,,0.54
2015,100 000 халыққа,Ақмола,городское население,әйелдер,,,,,0.0
2016,100 000 халыққа,Ақмола,городское население,әйелдер,,,,,0.54
2017,100 000 халыққа,Ақмола,городское население,әйелдер,,,,,0.0
2018,100 000 халыққа,Ақмола,городское население,әйелдер,,,,,0.54
2010,100 000 халыққа,Ақтөбе,городское население,әйелдер,,,,,0.4
2011,100 000 халыққа,Ақтөбе,городское население,әйелдер,,,,,0.39
2012,100 000 халыққа,Ақтөбе,городское население,әйелдер,,,,,0.0
2013,100 000 халыққа,Ақтөбе,городское население,әйелдер,,,,,0.0
2014,100 000 халыққа,Ақтөбе,городское население,әйелдер,,,,,0.38
2015,100 000 халыққа,Ақтөбе,городское население,әйелдер,,,,,0.37
2016,100 000 халыққа,Ақтөбе,городское население,әйелдер,,,,,0.0
2017,100 000 халыққа,Ақтөбе,городское население,әйелдер,,,,,0.0
2018,100 000 халыққа,Ақтөбе,городское население,әйелдер,,,,,0.0
2010,100 000 халыққа,Алматы,городское население,әйелдер,,,,,0.44
2011,100 000 халыққа,Алматы,городское население,әйелдер,,,,,5.61
2012,100 000 халыққа,Алматы,городское население,әйелдер,,,,,0.0
2013,100 000 халыққа,Алматы,городское население,әйелдер,,,,,0.0
2014,100 000 халыққа,Алматы,городское население,әйелдер,,,,,0.0
2015,100 000 халыққа,Алматы,городское население,әйелдер,,,,,0.82
2016,100 000 халыққа,Алматы,городское население,әйелдер,,,,,0.4
2017,100 000 халыққа,Алматы,городское население,әйелдер,,,,,0.41
2018,100 000 халыққа,Алматы,городское население,әйелдер,,,,,0.42
2010,100 000 халыққа,Атырау,городское население,әйелдер,,,,,0.76
2011,100 000 халыққа,Атырау,городское население,әйелдер,,,,,0.74
2012,100 000 халыққа,Атырау,городское население,әйелдер,,,,,2.89
2013,100 000 халыққа,Атырау,городское население,әйелдер,,,,,0.72
2014,100 000 халыққа,Атырау,городское население,әйелдер,,,,,0.71
2015,100 000 халыққа,Атырау,городское население,әйелдер,,,,,0.69
2016,100 000 халыққа,Атырау,городское население,әйелдер,,,,,1.34
2017,100 000 халыққа,Атырау,городское население,әйелдер,,,,,0.65
2018,100 000 халыққа,Атырау,городское население,әйелдер,,,,,0.0
2010,100 000 халыққа,Батыс Қазақстан,городское население,әйелдер,,,,,0.0
2011,100 000 халыққа,Батыс Қазақстан,городское население,әйелдер,,,,,0.0
2012,100 000 халыққа,Батыс Қазақстан,городское население,әйелдер,,,,,0.0
2013,100 000 халыққа,Батыс Қазақстан,городское население,әйелдер,,,,,0.0
2014,100 000 халыққа,Батыс Қазақстан,городское население,әйелдер,,,,,0.0
2015,100 000 халыққа,Батыс Қазақстан,городское население,әйелдер,,,,,1.18
2016,100 000 халыққа,Батыс Қазақстан,городское население,әйелдер,,,,,0.58
2017,100 000 халыққа,Батыс Қазақстан,городское население,әйелдер,,,,,2.27
2018,100 000 халыққа,Батыс Қазақстан,городское население,әйелдер,,,,,3.89
2010,100 000 халыққа,Жамбыл,городское население,әйелдер,,,,,0.45
2011,100 000 халыққа,Жамбыл,городское население,әйелдер,,,,,1.34
2012,100 000 халыққа,Жамбыл,городское население,әйелдер,,,,,0.89
2013,100 000 халыққа,Жамбыл,городское население,әйелдер,,,,,0.0
2014,100 000 халыққа,Жамбыл,городское население,әйелдер,,,,,0.0
2015,100 000 халыққа,Жамбыл,городское население,әйелдер,,,,,0.43
2016,100 000 халыққа,Жамбыл,городское население,әйелдер,,,,,0.42
2017,100 000 халыққа,Жамбыл,городское население,әйелдер,,,,,0.43
2018,100 000 халыққа,Жамбыл,городское население,әйелдер,,,,,0.0
2010,100 000 халыққа,Қарағанды,городское население,әйелдер,,,,,0.0
2011,100 000 халыққа,Қарағанды,городское население,әйелдер,,,,,0.7
2012,100 000 халыққа,Қарағанды,городское население,әйелдер,,,,,0.53
2013,100 000 халыққа,Қарағанды,городское население,әйелдер,,,,,0.7
2014,100 000 халыққа,Қарағанды,городское население,әйелдер,,,,,0.52
2015,100 000 халыққа,Қарағанды,городское население,әйелдер,,,,,1.03
2016,100 000 халыққа,Қарағанды,городское население,әйелдер,,,,,0.17
2017,100 000 халыққа,Қарағанды,городское население,әйелдер,,,,,0.51
2018,100 000 халыққа,Қарағанды,городское население,әйелдер,,,,,0.51
2010,100 000 халыққа,Қостанай,городское население,әйелдер,,,,,0.0
2011,100 000 халыққа,Қостанай,городское население,әйелдер,,,,,0.0
2012,100 000 халыққа,Қостанай,городское население,әйелдер,,,,,0.41
2013,100 000 халыққа,Қостанай,городское население,әйелдер,,,,,0.0
2014,100 000 халыққа,Қостанай,городское население,әйелдер,,,,,0.0
2015,100 000 халыққа,Қостанай,городское население,әйелдер,,,,,0.0
2016,100 000 халыққа,Қостанай,городское население,әйелдер,,,,,0.39
2017,100 000 халыққа,Қостанай,городское население,әйелдер,,,,,0.79
2018,100 000 халыққа,Қостанай,городское население,әйелдер,,,,,0.78
2010,100 000 халыққа,Қызылорда,городское население,әйелдер,,,,,0.0
2011,100 000 халыққа,Қызылорда,городское население,әйелдер,,,,,1.3
2012,100 000 халыққа,Қызылорда,городское население,әйелдер,,,,,0.0
2013,100 000 халыққа,Қызылорда,городское население,әйелдер,,,,,0.0
2014,100 000 халыққа,Қызылорда,городское население,әйелдер,,,,,0.0
2015,100 000 халыққа,Қызылорда,городское население,әйелдер,,,,,0.0
2016,100 000 халыққа,Қызылорда,городское население,әйелдер,,,,,0.0
2017,100 000 халыққа,Қызылорда,городское население,әйелдер,,,,,0.57
2018,100 000 халыққа,Қызылорда,городское население,әйелдер,,,,,0.0
2010,100 000 халыққа,Маңғыстау,городское население,әйелдер,,,,,0.71
2011,100 000 халыққа,Маңғыстау,городское население,әйелдер,,,,,0.7
2012,100 000 халыққа,Маңғыстау,городское население,әйелдер,,,,,0.0
2013,100 000 халыққа,Маңғыстау,городское население,әйелдер,,,,,0.67
2014,100 000 халыққа,Маңғыстау,городское население,әйелдер,,,,,0.0
2015,100 000 халыққа,Маңғыстау,городское население,әйелдер,,,,,0.74
2016,100 000 халыққа,Маңғыстау,городское население,әйелдер,,,,,1.47
2017,100 000 халыққа,Маңғыстау,городское население,әйелдер,,,,,0.74
2018,100 000 халыққа,Маңғыстау,городское население,әйелдер,,,,,0.0
2010,100 000 халыққа,Оңтүстік Қазақстан,городское население,әйелдер,,,,,1.93
2011,100 000 халыққа,Оңтүстік Қазақстан,городское население,әйелдер,,,,,1.52
2012,100 000 халыққа,Оңтүстік Қазақстан,городское население,әйелдер,,,,,1.3
2013,100 000 халыққа,Оңтүстік Қазақстан,городское население,әйелдер,,,,,0.91
2014,100 000 халыққа,Оңтүстік Қазақстан,городское население,әйелдер,,,,,0.5
2015,100 000 халыққа,Оңтүстік Қазақстан,городское население,әйелдер,,,,,1.54
2016,100 000 халыққа,Оңтүстік Қазақстан,городское население,әйелдер,,,,,2.57
2017,100 000 халыққа,Оңтүстік Қазақстан,городское население,әйелдер,,,,,1.62
2010,100 000 халыққа,Павлодар,городское население,әйелдер,,,,,0.36
2011,100 000 халыққа,Павлодар,городское население,әйелдер,,,,,0.36
2012,100 000 халыққа,Павлодар,городское население,әйелдер,,,,,0.36
2013,100 000 халыққа,Павлодар,городское население,әйелдер,,,,,0.0
2014,100 000 халыққа,Павлодар,городское население,әйелдер,,,,,0.0
2015,100 000 халыққа,Павлодар,городское население,әйелдер,,,,,0.0
2016,100 000 халыққа,Павлодар,городское население,әйелдер,,,,,1.39
2017,100 000 халыққа,Павлодар,городское население,әйелдер,,,,,0.35
2018,100 000 халыққа,Павлодар,городское население,әйелдер,,,,,2.44
2010,100 000 халыққа,Солтүстік Қазақстан,городское население,әйелдер,,,,,0.0
2011,100 000 халыққа,Солтүстік Қазақстан,городское население,әйелдер,,,,,0.0
2012,100 000 халыққа,Солтүстік Қазақстан,городское население,әйелдер,,,,,0.0
2013,100 000 халыққа,Солтүстік Қазақстан,городское население,әйелдер,,,,,0.0
2014,100 000 халыққа,Солтүстік Қазақстан,городское население,әйелдер,,,,,0.75
2015,100 000 халыққа,Солтүстік Қазақстан,городское население,әйелдер,,,,,0.74
2016,100 000 халыққа,Солтүстік Қазақстан,городское население,әйелдер,,,,,0.0
2017,100 000 халыққа,Солтүстік Қазақстан,городское население,әйелдер,,,,,0.0
2018,100 000 халыққа,Солтүстік Қазақстан,городское население,әйелдер,,,,,0.0
2018,100 000 халыққа,Түркістан,городское население,әйелдер,,,,,0.52
2010,100 000 халыққа,Шығыс Қазақстан,городское население,әйелдер,,,,,0.23
2011,100 000 халыққа,Шығыс Қазақстан,городское население,әйелдер,,,,,2.97
2012,100 000 халыққа,Шығыс Қазақстан,городское население,әйелдер,,,,,0.0
2013,100 000 халыққа,Шығыс Қазақстан,городское население,әйелдер,,,,,2.03
2014,100 000 халыққа,Шығыс Қазақстан,городское население,әйелдер,,,,,2.92
2015,100 000 халыққа,Шығыс Қазақстан,городское население,әйелдер,,,,,2.45
2016,100 000 халыққа,Шығыс Қазақстан,городское население,әйелдер,,,,,1.11
2017,100 000 халыққа,Шығыс Қазақстан,городское население,әйелдер,,,,,2.21
2018,100 000 халыққа,Шығыс Қазақстан,городское население,әйелдер,,,,,0.44
2010,100 000 халыққа,Нұр-Сұлтан қаласы,городское население,әйелдер,,,,,0.58
2011,100 000 халыққа,Нұр-Сұлтан қаласы,городское население,әйелдер,,,,,0.27
2012,100 000 халыққа,Нұр-Сұлтан қаласы,городское население,әйелдер,,,,,0.0
2013,100 000 халыққа,Нұр-Сұлтан қаласы,городское население,әйелдер,,,,,0.49
2014,100 000 халыққа,Нұр-Сұлтан қаласы,городское население,әйелдер,,,,,0.46
2015,100 000 халыққа,Нұр-Сұлтан қаласы,городское население,әйелдер,,,,,1.34
