Year,Units,Жынысы,Өңірлер,Аймақ,Білім беру,Отбасылық жағдайы,азаматтығы,GeoCode,Value
2010,1000 туылғанға,ұлдар,Оңтүстік Қазақстан,городское население,,,,,17.97
2011,1000 туылғанға,ұлдар,Оңтүстік Қазақстан,городское население,,,,,17.28
2012,1000 туылғанға,ұлдар,Оңтүстік Қазақстан,городское население,,,,,12.64
2013,1000 туылғанға,ұлдар,Оңтүстік Қазақстан,городское население,,,,,10.13
2014,1000 туылғанға,ұлдар,Оңтүстік Қазақстан,городское население,,,,,8.21
2015,1000 туылғанға,ұлдар,Оңтүстік Қазақстан,городское население,,,,,7.87
2016,1000 туылғанға,ұлдар,Оңтүстік Қазақстан,городское население,,,,,6.02
2017,1000 туылғанға,ұлдар,Оңтүстік Қазақстан,городское население,,,,,5.29
2010,1000 туылғанға,ұлдар,Павлодар,городское население,,,,,9.53
2011,1000 туылғанға,ұлдар,Павлодар,городское население,,,,,9.74
2012,1000 туылғанға,ұлдар,Павлодар,городское население,,,,,8.83
2013,1000 туылғанға,ұлдар,Павлодар,городское население,,,,,5.17
2014,1000 туылғанға,ұлдар,Павлодар,городское население,,,,,3.47
2015,1000 туылғанға,ұлдар,Павлодар,городское население,,,,,5.02
2016,1000 туылғанға,ұлдар,Павлодар,городское население,,,,,3.89
2017,1000 туылғанға,ұлдар,Павлодар,городское население,,,,,5.69
2018,1000 туылғанға,ұлдар,Павлодар,городское население,,,,,4.02
2010,1000 туылғанға,ұлдар,Солтүстік Қазақстан,городское население,,,,,8.45
2011,1000 туылғанға,ұлдар,Солтүстік Қазақстан,городское население,,,,,7.52
2012,1000 туылғанға,ұлдар,Солтүстік Қазақстан,городское население,,,,,7.3
2013,1000 туылғанға,ұлдар,Солтүстік Қазақстан,городское население,,,,,9.0
2014,1000 туылғанға,ұлдар,Солтүстік Қазақстан,городское население,,,,,5.39
2015,1000 туылғанға,ұлдар,Солтүстік Қазақстан,городское население,,,,,3.97
2016,1000 туылғанға,ұлдар,Солтүстік Қазақстан,городское население,,,,,4.62
2017,1000 туылғанға,ұлдар,Солтүстік Қазақстан,городское население,,,,,4.49
2018,1000 туылғанға,ұлдар,Солтүстік Қазақстан,городское население,,,,,7.07
2018,1000 туылғанға,ұлдар,Түркістан,городское население,,,,,4.26
2010,1000 туылғанға,ұлдар,Шығыс Қазақстан,городское население,,,,,16.83
2011,1000 туылғанға,ұлдар,Шығыс Қазақстан,городское население,,,,,15.18
2012,1000 туылғанға,ұлдар,Шығыс Қазақстан,городское население,,,,,14.43
2013,1000 туылғанға,ұлдар,Шығыс Қазақстан,городское население,,,,,10.27
2014,1000 туылғанға,ұлдар,Шығыс Қазақстан,городское население,,,,,9.39
2015,1000 туылғанға,ұлдар,Шығыс Қазақстан,городское население,,,,,8.06
2016,1000 туылғанға,ұлдар,Шығыс Қазақстан,городское население,,,,,7.22
2017,1000 туылғанға,ұлдар,Шығыс Қазақстан,городское население,,,,,4.93
2018,1000 туылғанға,ұлдар,Шығыс Қазақстан,городское население,,,,,6.99
2010,1000 туылғанға,ұлдар,Нұр-Сұлтан қаласы,городское население,,,,,8.69
2011,1000 туылғанға,ұлдар,Нұр-Сұлтан қаласы,городское население,,,,,7.54
2012,1000 туылғанға,ұлдар,Нұр-Сұлтан қаласы,городское население,,,,,8.12
2013,1000 туылғанға,ұлдар,Нұр-Сұлтан қаласы,городское население,,,,,5.71
2014,1000 туылғанға,ұлдар,Нұр-Сұлтан қаласы,городское население,,,,,4.37
2015,1000 туылғанға,ұлдар,Нұр-Сұлтан қаласы,городское население,,,,,5.11
2016,1000 туылғанға,ұлдар,Нұр-Сұлтан қаласы,городское население,,,,,4.06
2017,1000 туылғанға,ұлдар,Нұр-Сұлтан қаласы,городское население,,,,,3.46
2018,1000 туылғанға,ұлдар,Нұр-Сұлтан қаласы,городское население,,,,,4.07
2010,1000 туылғанға,ұлдар,Алматы қаласы,городское население,,,,,16.61
2011,1000 туылғанға,ұлдар,Алматы қаласы,городское население,,,,,15.13
2012,1000 туылғанға,ұлдар,Алматы қаласы,городское население,,,,,10.75
2013,1000 туылғанға,ұлдар,Алматы қаласы,городское население,,,,,9.32
2014,1000 туылғанға,ұлдар,Алматы қаласы,городское население,,,,,6.95
2015,1000 туылғанға,ұлдар,Алматы қаласы,городское население,,,,,6.79
2016,1000 туылғанға,ұлдар,Алматы қаласы,городское население,,,,,5.63
2017,1000 туылғанға,ұлдар,Алматы қаласы,городское население,,,,,4.64
2018,1000 туылғанға,ұлдар,Алматы қаласы,городское население,,,,,6.13
2018,1000 туылғанға,ұлдар,Шымкент қаласы,городское население,,,,,5.11
2010,1000 туылғанға,ұлдар,,сельское население,,,,,12.08
2011,1000 туылғанға,ұлдар,,сельское население,,,,,9.68
2012,1000 туылғанға,ұлдар,,сельское население,,,,,9.56
2013,1000 туылғанға,ұлдар,,сельское население,,,,,7.6
2014,1000 туылғанға,ұлдар,,сельское население,,,,,5.95
2015,1000 туылғанға,ұлдар,,сельское население,,,,,5.73
2016,1000 туылғанға,ұлдар,,сельское население,,,,,5.64
2017,1000 туылғанға,ұлдар,,сельское население,,,,,5.72
2018,1000 туылғанға,ұлдар,,сельское население,,,,,4.88
2010,1000 туылғанға,ұлдар,Ақмола,сельское население,,,,,11.6
2011,1000 туылғанға,ұлдар,Ақмола,сельское население,,,,,9.4
2012,1000 туылғанға,ұлдар,Ақмола,сельское население,,,,,4.84
2013,1000 туылғанға,ұлдар,Ақмола,сельское население,,,,,8.57
2014,1000 туылғанға,ұлдар,Ақмола,сельское население,,,,,6.16
2015,1000 туылғанға,ұлдар,Ақмола,сельское население,,,,,3.29
2016,1000 туылғанға,ұлдар,Ақмола,сельское население,,,,,3.35
2017,1000 туылғанға,ұлдар,Ақмола,сельское население,,,,,4.75
2018,1000 туылғанға,ұлдар,Ақмола,сельское население,,,,,2.32
2010,1000 туылғанға,ұлдар,Ақтөбе,сельское население,,,,,13.07
2011,1000 туылғанға,ұлдар,Ақтөбе,сельское население,,,,,10.14
2012,1000 туылғанға,ұлдар,Ақтөбе,сельское население,,,,,5.68
2013,1000 туылғанға,ұлдар,Ақтөбе,сельское население,,,,,8.83
2014,1000 туылғанға,ұлдар,Ақтөбе,сельское население,,,,,4.56
2015,1000 туылғанға,ұлдар,Ақтөбе,сельское население,,,,,8.6
2016,1000 туылғанға,ұлдар,Ақтөбе,сельское население,,,,,4.73
2017,1000 туылғанға,ұлдар,Ақтөбе,сельское население,,,,,5.12
2018,1000 туылғанға,ұлдар,Ақтөбе,сельское население,,,,,2.38
2010,1000 туылғанға,ұлдар,Алматы,сельское население,,,,,7.95
2011,1000 туылғанға,ұлдар,Алматы,сельское население,,,,,8.28
2012,1000 туылғанға,ұлдар,Алматы,сельское население,,,,,8.94
2013,1000 туылғанға,ұлдар,Алматы,сельское население,,,,,6.43
2014,1000 туылғанға,ұлдар,Алматы,сельское население,,,,,5.94
2015,1000 туылғанға,ұлдар,Алматы,сельское население,,,,,6.3
2016,1000 туылғанға,ұлдар,Алматы,сельское население,,,,,4.57
2017,1000 туылғанға,ұлдар,Алматы,сельское население,,,,,5.53
2018,1000 туылғанға,ұлдар,Алматы,сельское население,,,,,4.94
2010,1000 туылғанға,ұлдар,Атырау,сельское население,,,,,15.72
2011,1000 туылғанға,ұлдар,Атырау,сельское население,,,,,12.78
2012,1000 туылғанға,ұлдар,Атырау,сельское население,,,,,9.86
2013,1000 туылғанға,ұлдар,Атырау,сельское население,,,,,5.23
2014,1000 туылғанға,ұлдар,Атырау,сельское население,,,,,4.0
2015,1000 туылғанға,ұлдар,Атырау,сельское население,,,,,5.08
2016,1000 туылғанға,ұлдар,Атырау,сельское население,,,,,5.31
2017,1000 туылғанға,ұлдар,Атырау,сельское население,,,,,5.02
2018,1000 туылғанға,ұлдар,Атырау,сельское население,,,,,10.44
2010,1000 туылғанға,ұлдар,Батыс Қазақстан,сельское население,,,,,12.75
2011,1000 туылғанға,ұлдар,Батыс Қазақстан,сельское население,,,,,11.82
2012,1000 туылғанға,ұлдар,Батыс Қазақстан,сельское население,,,,,10.73
2013,1000 туылғанға,ұлдар,Батыс Қазақстан,сельское население,,,,,5.7
2014,1000 туылғанға,ұлдар,Батыс Қазақстан,сельское население,,,,,5.65
2015,1000 туылғанға,ұлдар,Батыс Қазақстан,сельское население,,,,,4.19
2016,1000 туылғанға,ұлдар,Батыс Қазақстан,сельское население,,,,,6.94
2017,1000 туылғанға,ұлдар,Батыс Қазақстан,сельское население,,,,,6.02
2018,1000 туылғанға,ұлдар,Батыс Қазақстан,сельское население,,,,,4.59
2010,1000 туылғанға,ұлдар,Жамбыл,сельское население,,,,,13.06
2011,1000 туылғанға,ұлдар,Жамбыл,сельское население,,,,,8.35
2012,1000 туылғанға,ұлдар,Жамбыл,сельское население,,,,,10.96
2013,1000 туылғанға,ұлдар,Жамбыл,сельское население,,,,,6.38
2014,1000 туылғанға,ұлдар,Жамбыл,сельское население,,,,,4.0
2015,1000 туылғанға,ұлдар,Жамбыл,сельское население,,,,,3.89
2016,1000 туылғанға,ұлдар,Жамбыл,сельское население,,,,,3.38
2017,1000 туылғанға,ұлдар,Жамбыл,сельское население,,,,,3.83
2018,1000 туылғанға,ұлдар,Жамбыл,сельское население,,,,,3.35
2010,1000 туылғанға,ұлдар,Қарағанды,сельское население,,,,,7.47
2011,1000 туылғанға,ұлдар,Қарағанды,сельское население,,,,,7.54
2012,1000 туылғанға,ұлдар,Қарағанды,сельское население,,,,,4.42
2013,1000 туылғанға,ұлдар,Қарағанды,сельское население,,,,,9.67
2014,1000 туылғанға,ұлдар,Қарағанды,сельское население,,,,,9.91
2015,1000 туылғанға,ұлдар,Қарағанды,сельское население,,,,,5.38
2016,1000 туылғанға,ұлдар,Қарағанды,сельское население,,,,,4.92
2017,1000 туылғанға,ұлдар,Қарағанды,сельское население,,,,,4.66
2018,1000 туылғанға,ұлдар,Қарағанды,сельское население,,,,,3.94
2010,1000 туылғанға,ұлдар,Қостанай,сельское население,,,,,13.96
2011,1000 туылғанға,ұлдар,Қостанай,сельское население,,,,,6.61
2012,1000 туылғанға,ұлдар,Қостанай,сельское население,,,,,8.98
2013,1000 туылғанға,ұлдар,Қостанай,сельское население,,,,,5.96
2014,1000 туылғанға,ұлдар,Қостанай,сельское население,,,,,7.28
2015,1000 туылғанға,ұлдар,Қостанай,сельское население,,,,,5.61
2016,1000 туылғанға,ұлдар,Қостанай,сельское население,,,,,5.75
2017,1000 туылғанға,ұлдар,Қостанай,сельское население,,,,,11.01
2018,1000 туылғанға,ұлдар,Қостанай,сельское население,,,,,6.38
2010,1000 туылғанға,ұлдар,Қызылорда,сельское население,,,,,15.6
2011,1000 туылғанға,ұлдар,Қызылорда,сельское население,,,,,14.43
2012,1000 туылғанға,ұлдар,Қызылорда,сельское население,,,,,14.77
2013,1000 туылғанға,ұлдар,Қызылорда,сельское население,,,,,10.03
2014,1000 туылғанға,ұлдар,Қызылорда,сельское население,,,,,5.75
2015,1000 туылғанға,ұлдар,Қызылорда,сельское население,,,,,3.88
2016,1000 туылғанға,ұлдар,Қызылорда,сельское население,,,,,3.84
2017,1000 туылғанға,ұлдар,Қызылорда,сельское население,,,,,4.06
2018,1000 туылғанға,ұлдар,Қызылорда,сельское население,,,,,4.15
2010,1000 туылғанға,ұлдар,Маңғыстау,сельское население,,,,,12.1
2011,1000 туылғанға,ұлдар,Маңғыстау,сельское население,,,,,12.18
2012,1000 туылғанға,ұлдар,Маңғыстау,сельское население,,,,,10.79
2013,1000 туылғанға,ұлдар,Маңғыстау,сельское население,,,,,8.3
2014,1000 туылғанға,ұлдар,Маңғыстау,сельское население,,,,,4.66
2015,1000 туылғанға,ұлдар,Маңғыстау,сельское население,,,,,6.75
2016,1000 туылғанға,ұлдар,Маңғыстау,сельское население,,,,,5.74
2017,1000 туылғанға,ұлдар,Маңғыстау,сельское население,,,,,7.46
2018,1000 туылғанға,ұлдар,Маңғыстау,сельское население,,,,,5.86
2010,1000 туылғанға,ұлдар,Оңтүстік Қазақстан,сельское население,,,,,12.17
2011,1000 туылғанға,ұлдар,Оңтүстік Қазақстан,сельское население,,,,,8.22
2012,1000 туылғанға,ұлдар,Оңтүстік Қазақстан,сельское население,,,,,9.32
2013,1000 туылғанға,ұлдар,Оңтүстік Қазақстан,сельское население,,,,,8.34
2014,1000 туылғанға,ұлдар,Оңтүстік Қазақстан,сельское население,,,,,6.78
2015,1000 туылғанға,ұлдар,Оңтүстік Қазақстан,сельское население,,,,,6.95
2016,1000 туылғанға,ұлдар,Оңтүстік Қазақстан,сельское население,,,,,7.77
2017,1000 туылғанға,ұлдар,Оңтүстік Қазақстан,сельское население,,,,,6.28
2010,1000 туылғанға,ұлдар,Павлодар,сельское население,,,,,12.07
2011,1000 туылғанға,ұлдар,Павлодар,сельское население,,,,,8.99
2012,1000 туылғанға,ұлдар,Павлодар,сельское население,,,,,6.7
2013,1000 туылғанға,ұлдар,Павлодар,сельское население,,,,,6.36
2014,1000 туылғанға,ұлдар,Павлодар,сельское население,,,,,5.74
2015,1000 туылғанға,ұлдар,Павлодар,сельское население,,,,,4.66
2016,1000 туылғанға,ұлдар,Павлодар,сельское население,,,,,5.68
2017,1000 туылғанға,ұлдар,Павлодар,сельское население,,,,,4.32
2018,1000 туылғанға,ұлдар,Павлодар,сельское население,,,,,2.76
2010,1000 туылғанға,ұлдар,Солтүстік Қазақстан,сельское население,,,,,10.12
2011,1000 туылғанға,ұлдар,Солтүстік Қазақстан,сельское население,,,,,9.6
2012,1000 туылғанға,ұлдар,Солтүстік Қазақстан,сельское население,,,,,9.14
2013,1000 туылғанға,ұлдар,Солтүстік Қазақстан,сельское население,,,,,4.48
2014,1000 туылғанға,ұлдар,Солтүстік Қазақстан,сельское население,,,,,6.88
2015,1000 туылғанға,ұлдар,Солтүстік Қазақстан,сельское население,,,,,2.69
2016,1000 туылғанға,ұлдар,Солтүстік Қазақстан,сельское население,,,,,7.98
2017,1000 туылғанға,ұлдар,Солтүстік Қазақстан,сельское население,,,,,7.18
2018,1000 туылғанға,ұлдар,Солтүстік Қазақстан,сельское население,,,,,7.48
2018,1000 туылғанға,ұлдар,Түркістан,сельское население,,,,,5.04
2010,1000 туылғанға,ұлдар,Шығыс Қазақстан,сельское население,,,,,18.75
2011,1000 туылғанға,ұлдар,Шығыс Қазақстан,сельское население,,,,,16.52
2012,1000 туылғанға,ұлдар,Шығыс Қазақстан,сельское население,,,,,13.15
2013,1000 туылғанға,ұлдар,Шығыс Қазақстан,сельское население,,,,,11.2
2014,1000 туылғанға,ұлдар,Шығыс Қазақстан,сельское население,,,,,6.92
2015,1000 туылғанға,ұлдар,Шығыс Қазақстан,сельское население,,,,,5.15
2016,1000 туылғанға,ұлдар,Шығыс Қазақстан,сельское население,,,,,7.17
2017,1000 туылғанға,ұлдар,Шығыс Қазақстан,сельское население,,,,,6.06
2018,1000 туылғанға,ұлдар,Шығыс Қазақстан,сельское население,,,,,3.82
2010,1000 туылғанға,қыздар,,,,,,,9.9
2011,1000 туылғанға,қыздар,,,,,,,8.39
2012,1000 туылғанға,қыздар,,,,,,,7.89
2013,1000 туылғанға,қыздар,,,,,,,6.12
2014,1000 туылғанға,қыздар,,,,,,,5.22
2015,1000 туылғанға,қыздар,,,,,,,4.76
2016,1000 туылғанға,қыздар,,,,,,,4.39
2017,1000 туылғанға,қыздар,,,,,,,4.04
2018,1000 туылғанға,қыздар,,,,,,,3.79
2010,1000 туылғанға,қыздар,Ақмола,,,,,,7.26
2011,1000 туылғанға,қыздар,Ақмола,,,,,,9.23
2012,1000 туылғанға,қыздар,Ақмола,,,,,,7.38
2013,1000 туылғанға,қыздар,Ақмола,,,,,,6.26
2014,1000 туылғанға,қыздар,Ақмола,,,,,,4.16
2015,1000 туылғанға,қыздар,Ақмола,,,,,,4.23
2016,1000 туылғанға,қыздар,Ақмола,,,,,,3.97
2017,1000 туылғанға,қыздар,Ақмола,,,,,,4.04
2018,1000 туылғанға,қыздар,Ақмола,,,,,,3.31
2010,1000 туылғанға,қыздар,Ақтөбе,,,,,,9.54
2011,1000 туылғанға,қыздар,Ақтөбе,,,,,,5.09
2012,1000 туылғанға,қыздар,Ақтөбе,,,,,,8.33
2013,1000 туылғанға,қыздар,Ақтөбе,,,,,,6.29
2014,1000 туылғанға,қыздар,Ақтөбе,,,,,,5.13
2015,1000 туылғанға,қыздар,Ақтөбе,,,,,,5.11
2016,1000 туылғанға,қыздар,Ақтөбе,,,,,,4.59
2017,1000 туылғанға,қыздар,Ақтөбе,,,,,,4.86
2018,1000 туылғанға,қыздар,Ақтөбе,,,,,,4.61
2010,1000 туылғанға,қыздар,Алматы,,,,,,7.59
2011,1000 туылғанға,қыздар,Алматы,,,,,,6.36
2012,1000 туылғанға,қыздар,Алматы,,,,,,5.82
2013,1000 туылғанға,қыздар,Алматы,,,,,,4.19
2014,1000 туылғанға,қыздар,Алматы,,,,,,4.88
2015,1000 туылғанға,қыздар,Алматы,,,,,,3.74
2016,1000 туылғанға,қыздар,Алматы,,,,,,4.02
2017,1000 туылғанға,қыздар,Алматы,,,,,,4.02
2018,1000 туылғанға,қыздар,Алматы,,,,,,3.46
2010,1000 туылғанға,қыздар,Атырау,,,,,,10.25
2011,1000 туылғанға,қыздар,Атырау,,,,,,10.1
2012,1000 туылғанға,қыздар,Атырау,,,,,,11.56
2013,1000 туылғанға,қыздар,Атырау,,,,,,5.62
2014,1000 туылғанға,қыздар,Атырау,,,,,,4.56
2015,1000 туылғанға,қыздар,Атырау,,,,,,4.02
2016,1000 туылғанға,қыздар,Атырау,,,,,,4.94
2017,1000 туылғанға,қыздар,Атырау,,,,,,4.4
2018,1000 туылғанға,қыздар,Атырау,,,,,,3.9
2010,1000 туылғанға,қыздар,Батыс Қазақстан,,,,,,9.48
2011,1000 туылғанға,қыздар,Батыс Қазақстан,,,,,,7.84
2012,1000 туылғанға,қыздар,Батыс Қазақстан,,,,,,4.84
2013,1000 туылғанға,қыздар,Батыс Қазақстан,,,,,,4.64
2014,1000 туылғанға,қыздар,Батыс Қазақстан,,,,,,5.07
2015,1000 туылғанға,қыздар,Батыс Қазақстан,,,,,,4.61
2016,1000 туылғанға,қыздар,Батыс Қазақстан,,,,,,3.36
2017,1000 туылғанға,қыздар,Батыс Қазақстан,,,,,,4.49
2018,1000 туылғанға,қыздар,Батыс Қазақстан,,,,,,2.84
2010,1000 туылғанға,қыздар,Жамбыл,,,,,,8.84
2011,1000 туылғанға,қыздар,Жамбыл,,,,,,8.68
2012,1000 туылғанға,қыздар,Жамбыл,,,,,,7.31
2013,1000 туылғанға,қыздар,Жамбыл,,,,,,9.23
2014,1000 туылғанға,қыздар,Жамбыл,,,,,,6.08
2015,1000 туылғанға,қыздар,Жамбыл,,,,,,5.82
2016,1000 туылғанға,қыздар,Жамбыл,,,,,,3.71
2017,1000 туылғанға,қыздар,Жамбыл,,,,,,3.04
2018,1000 туылғанға,қыздар,Жамбыл,,,,,,2.36
2010,1000 туылғанға,қыздар,Қарағанды,,,,,,8.54
2011,1000 туылғанға,қыздар,Қарағанды,,,,,,5.45
2012,1000 туылғанға,қыздар,Қарағанды,,,,,,6.22
2013,1000 туылғанға,қыздар,Қарағанды,,,,,,5.66
2014,1000 туылғанға,қыздар,Қарағанды,,,,,,4.13
2015,1000 туылғанға,қыздар,Қарағанды,,,,,,3.86
2016,1000 туылғанға,қыздар,Қарағанды,,,,,,4.2
2017,1000 туылғанға,қыздар,Қарағанды,,,,,,3.78
2018,1000 туылғанға,қыздар,Қарағанды,,,,,,3.65
2010,1000 туылғанға,қыздар,Қостанай,,,,,,6.01
2011,1000 туылғанға,қыздар,Қостанай,,,,,,6.7
2012,1000 туылғанға,қыздар,Қостанай,,,,,,7.42
2013,1000 туылғанға,қыздар,Қостанай,,,,,,5.68
2014,1000 туылғанға,қыздар,Қостанай,,,,,,7.38
2015,1000 туылғанға,қыздар,Қостанай,,,,,,5.83
2016,1000 туылғанға,қыздар,Қостанай,,,,,,5.42
2017,1000 туылғанға,қыздар,Қостанай,,,,,,4.8
2018,1000 туылғанға,қыздар,Қостанай,,,,,,5.1
2010,1000 туылғанға,қыздар,Қызылорда,,,,,,14.15
2011,1000 туылғанға,қыздар,Қызылорда,,,,,,9.76
2012,1000 туылғанға,қыздар,Қызылорда,,,,,,11.88
2013,1000 туылғанға,қыздар,Қызылорда,,,,,,7.72
2014,1000 туылғанға,қыздар,Қызылорда,,,,,,6.76
2015,1000 туылғанға,қыздар,Қызылорда,,,,,,5.71
2016,1000 туылғанға,қыздар,Қызылорда,,,,,,5.33
2017,1000 туылғанға,қыздар,Қызылорда,,,,,,3.82
2018,1000 туылғанға,қыздар,Қызылорда,,,,,,3.67
2010,1000 туылғанға,қыздар,Маңғыстау,,,,,,14.32
2011,1000 туылғанға,қыздар,Маңғыстау,,,,,,11.9
2012,1000 туылғанға,қыздар,Маңғыстау,,,,,,8.67
2013,1000 туылғанға,қыздар,Маңғыстау,,,,,,5.09
2014,1000 туылғанға,қыздар,Маңғыстау,,,,,,3.57
2015,1000 туылғанға,қыздар,Маңғыстау,,,,,,3.23
2016,1000 туылғанға,қыздар,Маңғыстау,,,,,,4.6
2017,1000 туылғанға,қыздар,Маңғыстау,,,,,,4.18
2018,1000 туылғанға,қыздар,Маңғыстау,,,,,,5.14
2010,1000 туылғанға,қыздар,Оңтүстік Қазақстан,,,,,,11.11
2011,1000 туылғанға,қыздар,Оңтүстік Қазақстан,,,,,,8.63
2012,1000 туылғанға,қыздар,Оңтүстік Қазақстан,,,,,,8.44
2013,1000 туылғанға,қыздар,Оңтүстік Қазақстан,,,,,,6.8
2014,1000 туылғанға,қыздар,Оңтүстік Қазақстан,,,,,,5.61
2015,1000 туылғанға,қыздар,Оңтүстік Қазақстан,,,,,,5.32
2016,1000 туылғанға,қыздар,Оңтүстік Қазақстан,,,,,,4.86
2017,1000 туылғанға,қыздар,Оңтүстік Қазақстан,,,,,,4.26
2010,1000 туылғанға,қыздар,Павлодар,,,,,,8.11
2011,1000 туылғанға,қыздар,Павлодар,,,,,,8.13
2012,1000 туылғанға,қыздар,Павлодар,,,,,,4.8
2013,1000 туылғанға,қыздар,Павлодар,,,,,,3.03
2014,1000 туылғанға,қыздар,Павлодар,,,,,,4.89
2015,1000 туылғанға,қыздар,Павлодар,,,,,,3.83
2016,1000 туылғанға,қыздар,Павлодар,,,,,,4.29
2017,1000 туылғанға,қыздар,Павлодар,,,,,,4.33
2018,1000 туылғанға,қыздар,Павлодар,,,,,,3.27
2010,1000 туылғанға,қыздар,Солтүстік Қазақстан,,,,,,7.98
2011,1000 туылғанға,қыздар,Солтүстік Қазақстан,,,,,,5.27
2012,1000 туылғанға,қыздар,Солтүстік Қазақстан,,,,,,5.87
2013,1000 туылғанға,қыздар,Солтүстік Қазақстан,,,,,,5.36
2014,1000 туылғанға,қыздар,Солтүстік Қазақстан,,,,,,4.0
2015,1000 туылғанға,қыздар,Солтүстік Қазақстан,,,,,,3.61
2016,1000 туылғанға,қыздар,Солтүстік Қазақстан,,,,,,4.27
2017,1000 туылғанға,қыздар,Солтүстік Қазақстан,,,,,,4.92
2018,1000 туылғанға,қыздар,Солтүстік Қазақстан,,,,,,4.88
2018,1000 туылғанға,қыздар,Түркістан,,,,,,3.39
2010,1000 туылғанға,қыздар,Шығыс Қазақстан,,,,,,13.79
2011,1000 туылғанға,қыздар,Шығыс Қазақстан,,,,,,11.07
2012,1000 туылғанға,қыздар,Шығыс Қазақстан,,,,,,11.33
2013,1000 туылғанға,қыздар,Шығыс Қазақстан,,,,,,7.96
2014,1000 туылғанға,қыздар,Шығыс Қазақстан,,,,,,7.04
2015,1000 туылғанға,қыздар,Шығыс Қазақстан,,,,,,5.73
2016,1000 туылғанға,қыздар,Шығыс Қазақстан,,,,,,4.37
2017,1000 туылғанға,қыздар,Шығыс Қазақстан,,,,,,3.82
2018,1000 туылғанға,қыздар,Шығыс Қазақстан,,,,,,3.91
2010,1000 туылғанға,қыздар,Нұр-Сұлтан қаласы,,,,,,5.85
2011,1000 туылғанға,қыздар,Нұр-Сұлтан қаласы,,,,,,6.54
2012,1000 туылғанға,қыздар,Нұр-Сұлтан қаласы,,,,,,5.8
2013,1000 туылғанға,қыздар,Нұр-Сұлтан қаласы,,,,,,4.95
2014,1000 туылғанға,қыздар,Нұр-Сұлтан қаласы,,,,,,3.67
2015,1000 туылғанға,қыздар,Нұр-Сұлтан қаласы,,,,,,3.9
2016,1000 туылғанға,қыздар,Нұр-Сұлтан қаласы,,,,,,3.17
2017,1000 туылғанға,қыздар,Нұр-Сұлтан қаласы,,,,,,3.39
2018,1000 туылғанға,қыздар,Нұр-Сұлтан қаласы,,,,,,2.75
2010,1000 туылғанға,қыздар,Алматы қаласы,,,,,,10.99
2011,1000 туылғанға,қыздар,Алматы қаласы,,,,,,12.7
2012,1000 туылғанға,қыздар,Алматы қаласы,,,,,,8.71
2013,1000 туылғанға,қыздар,Алматы қаласы,,,,,,6.41
2014,1000 туылғанға,қыздар,Алматы қаласы,,,,,,5.04
2015,1000 туылғанға,қыздар,Алматы қаласы,,,,,,5.68
2016,1000 туылғанға,қыздар,Алматы қаласы,,,,,,4.75
2017,1000 туылғанға,қыздар,Алматы қаласы,,,,,,3.85
2018,1000 туылғанға,қыздар,Алматы қаласы,,,,,,5.34
2018,1000 туылғанға,қыздар,Шымкент қаласы,,,,,,4.34
2010,1000 туылғанға,қыздар,,городское население,,,,,10.67
2011,1000 туылғанға,қыздар,,городское население,,,,,9.5
2012,1000 туылғанға,қыздар,,городское население,,,,,8.42
2013,1000 туылғанға,қыздар,,городское население,,,,,6.7
2014,1000 туылғанға,қыздар,,городское население,,,,,5.74
2015,1000 туылғанға,қыздар,,городское население,,,,,5.49
2016,1000 туылғанға,қыздар,,городское население,,,,,4.53
2017,1000 туылғанға,қыздар,,городское население,,,,,4.22
2018,1000 туылғанға,қыздар,,городское население,,,,,4.1
2010,1000 туылғанға,қыздар,Ақмола,городское население,,,,,8.09
2011,1000 туылғанға,қыздар,Ақмола,городское население,,,,,10.35
2012,1000 туылғанға,қыздар,Ақмола,городское население,,,,,8.94
2013,1000 туылғанға,қыздар,Ақмола,городское население,,,,,7.99
2014,1000 туылғанға,қыздар,Ақмола,городское население,,,,,3.04
2015,1000 туылғанға,қыздар,Ақмола,городское население,,,,,6.46
2016,1000 туылғанға,қыздар,Ақмола,городское население,,,,,4.61
2017,1000 туылғанға,қыздар,Ақмола,городское население,,,,,4.13
2018,1000 туылғанға,қыздар,Ақмола,городское население,,,,,4.55
2010,1000 туылғанға,қыздар,Ақтөбе,городское население,,,,,9.84
2011,1000 туылғанға,қыздар,Ақтөбе,городское население,,,,,4.98
2012,1000 туылғанға,қыздар,Ақтөбе,городское население,,,,,10.66
2013,1000 туылғанға,қыздар,Ақтөбе,городское население,,,,,6.58
2014,1000 туылғанға,қыздар,Ақтөбе,городское население,,,,,6.08
2015,1000 туылғанға,қыздар,Ақтөбе,городское население,,,,,5.97
2016,1000 туылғанға,қыздар,Ақтөбе,городское население,,,,,4.9
2017,1000 туылғанға,қыздар,Ақтөбе,городское население,,,,,4.64
2018,1000 туылғанға,қыздар,Ақтөбе,городское население,,,,,4.06
2010,1000 туылғанға,қыздар,Алматы,городское население,,,,,9.0
2011,1000 туылғанға,қыздар,Алматы,городское население,,,,,8.03
2012,1000 туылғанға,қыздар,Алматы,городское население,,,,,7.29
2013,1000 туылғанға,қыздар,Алматы,городское население,,,,,4.99
2014,1000 туылғанға,қыздар,Алматы,городское население,,,,,5.55
2015,1000 туылғанға,қыздар,Алматы,городское население,,,,,4.52
2016,1000 туылғанға,қыздар,Алматы,городское население,,,,,3.98
